,coll_index,surname_x,initials_x,canonical_string_x,name,active,comment,left_side,right_side,similarity,dup_count,item,itemLabel,surname_y,initials_y,canonical_string_y,orcid,viaf,isni,harv,ipni,abbr,bloodhound_id,enc_au_sc_id,yob,yod,wyb,wye,wikidata_link,orcid_link,harv_link,ipni_link,bloodhound_link,enc_au_sc_link,au_dict_bio_link
4820,c03449,WILKINS,G.H.,"WILKINS, G.H.","WILKINS, George Herbert",1888-1958,,"WILKINS, G.H.","Wilkins, H.",0.792,1.0,http://www.wikidata.org/entity/Q577806,Hubert Wilkins,Wilkins,H.,"Wilkins, H.",,54139204,0000 0000 8383 1387,63283.0,12310-1,Wilkins,,P002755b,1888.0,1958.0,,,http://www.wikidata.org/wiki/Q577806,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=63283,https://www.ipni.org/a/12310-1,,http://www.eoas.info/biogs/P002755b,http://adb.anu.edu.au/biography/wilkins-sir-george-hubert-9099
1313,c00890,COLE,M.M.,"COLE, M.M.","COLE, M. M.",fl. 1960s,,"COLE, M.M.","Cole, M.S.",0.792,2.0,http://www.wikidata.org/entity/Q47115669,Mariette S. Cole,Cole,M.S.,"Cole, M.S.",,,,,20001316-1,M.S.Cole,,,,,,,http://www.wikidata.org/wiki/Q47115669,,,https://www.ipni.org/a/20001316-1,,,
1314,c00890,COLE,M.M.,"COLE, M.M.","COLE, M. M.",fl. 1960s,,"COLE, M.M.","Cole, M.S.",0.792,2.0,http://www.wikidata.org/entity/Q21339246,Mariette S. Cole,Cole,M.S.,"Cole, M.S.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q21339246,,,,,,
2209,c01580,HANCOCK,M.C.,"HANCOCK, M.C.","HANCOCK, Mary Constance",1923-2013,"Amateur botanical collector, photographer, Aust.","HANCOCK, M.C.","Hancock, J.",0.792,3.0,http://www.wikidata.org/entity/Q6237556,John Hancock,Hancock,J.,"Hancock, J.",,315532634,,,20009199-2,J.Hancock,,,1808.0,1890.0,,,http://www.wikidata.org/wiki/Q6237556,,,https://www.ipni.org/a/20009199-2,,,
2210,c01580,HANCOCK,M.C.,"HANCOCK, M.C.","HANCOCK, Mary Constance",1923-2013,"Amateur botanical collector, photographer, Aust.","HANCOCK, M.C.","Hancock, J.",0.792,3.0,http://www.wikidata.org/entity/Q272774,John Hancock,Hancock,J.,"Hancock, J.",,72204820,0000 0001 0128 3741,,,,,,1737.0,1793.0,,,http://www.wikidata.org/wiki/Q272774,,,,,,
2211,c01580,HANCOCK,M.C.,"HANCOCK, M.C.","HANCOCK, Mary Constance",1923-2013,"Amateur botanical collector, photographer, Aust.","HANCOCK, M.C.","Hancock, J.",0.792,3.0,http://www.wikidata.org/entity/Q21535456,John Hancock,Hancock,J.,"Hancock, J.",,,,,,,,,1846.0,1899.0,,,http://www.wikidata.org/wiki/Q21535456,,,,,,http://adb.anu.edu.au/biography/hancock-john-6545
4005,c02948,SMITH,,SMITH,SMITH,fl.1930s-40s,,SMITH,"Smith, J.",0.792,12.0,http://www.wikidata.org/entity/Q228024,John Smith,Smith,J.,"Smith, J.",,4952029,0000 0000 8083 8903,,,,,,1580.0,1631.0,,,http://www.wikidata.org/wiki/Q228024,,,,,,
4006,c02948,SMITH,,SMITH,SMITH,fl.1930s-40s,,SMITH,"Smith, J.",0.792,12.0,http://www.wikidata.org/entity/Q3182477,John Smith,Smith,J.,"Smith, J.",,43258816,0000 0000 7736 4719,29566.0,9805-1,J.Sm.,,,1798.0,1888.0,,,http://www.wikidata.org/wiki/Q3182477,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=29566,https://www.ipni.org/a/9805-1,,,
4007,c02948,SMITH,,SMITH,SMITH,fl.1930s-40s,,SMITH,"Smith, J.",0.792,12.0,http://www.wikidata.org/entity/Q21463292,John Smith,Smith,J.,"Smith, J.",,100651647,0000 0000 8285 275X,,,,,,1717.0,1764.0,,,http://www.wikidata.org/wiki/Q21463292,,,,,,
4008,c02948,SMITH,,SMITH,SMITH,fl.1930s-40s,,SMITH,"Smith, J.",0.792,12.0,http://www.wikidata.org/entity/Q73808147,Junius Smith,Smith,J.,"Smith, J.",,72960402,,,,,,,1780.0,1853.0,,,http://www.wikidata.org/wiki/Q73808147,,,,,,
4009,c02948,SMITH,,SMITH,SMITH,fl.1930s-40s,,SMITH,"Smith, J.",0.792,12.0,http://www.wikidata.org/entity/Q21609115,James Smith,Smith,J.,"Smith, J.",,311286378,,62849,14161-1,Js.Sm.,,,1760.0,1840.0,,,http://www.wikidata.org/wiki/Q21609115,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=62849,https://www.ipni.org/a/14161-1,,,
4010,c02948,SMITH,,SMITH,SMITH,fl.1930s-40s,,SMITH,"Smith, J.",0.792,12.0,http://www.wikidata.org/entity/Q47126468,John Smith,Smith,J.,"Smith, J.",,,,,20010201-1,J.Sm.Dalry,,,,,,,http://www.wikidata.org/wiki/Q47126468,,,https://www.ipni.org/a/20010201-1,,,
4011,c02948,SMITH,,SMITH,SMITH,fl.1930s-40s,,SMITH,"Smith, J.",0.792,12.0,http://www.wikidata.org/entity/Q22112457,Jane Smith,Smith,J.,"Smith, J.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q22112457,,,,,,
4012,c02948,SMITH,,SMITH,SMITH,fl.1930s-40s,,SMITH,"Smith, J.",0.792,12.0,http://www.wikidata.org/entity/Q16062967,John Smith,Smith,J.,"Smith, J.",,93335066,,,,,,P000787b,1821.0,1885.0,,,http://www.wikidata.org/wiki/Q16062967,,,,,http://www.eoas.info/biogs/P000787b,http://adb.anu.edu.au/biography/smith-john-4608
4013,c02948,SMITH,,SMITH,SMITH,fl.1930s-40s,,SMITH,"Smith, J.",0.792,12.0,http://www.wikidata.org/entity/Q6143347,James Smith,Smith,J.,"Smith, J.",,,,,,,,,1827.0,1897.0,,,http://www.wikidata.org/wiki/Q6143347,,,,,,http://adb.anu.edu.au/biography/smith-james-philosopher-4605
4014,c02948,SMITH,,SMITH,SMITH,fl.1930s-40s,,SMITH,"Smith, J.",0.792,12.0,http://www.wikidata.org/entity/Q6143345,James Smith,Smith,J.,"Smith, J.",,46251972,0000 0001 1203 7204,,,,,,1820.0,1910.0,,,http://www.wikidata.org/wiki/Q6143345,,,,,,http://adb.anu.edu.au/biography/smith-james-4604
4015,c02948,SMITH,,SMITH,SMITH,fl.1930s-40s,,SMITH,"Smith, J.",0.792,12.0,http://www.wikidata.org/entity/Q6258255,John Smith,Smith,J.,"Smith, J.",,,,,,,,,1816.0,1879.0,,,http://www.wikidata.org/wiki/Q6258255,,,,,,http://adb.anu.edu.au/biography/smith-john-thomas-4609
4016,c02948,SMITH,,SMITH,SMITH,fl.1930s-40s,,SMITH,"Smith, J.",0.792,12.0,http://www.wikidata.org/entity/Q21535772,John Smith,Smith,J.,"Smith, J.",,23788803,,,,,,,1811.0,1895.0,,,http://www.wikidata.org/wiki/Q21535772,,,,,,http://adb.anu.edu.au/biography/smith-john-4607
463,c00242,BARRY,E.,"BARRY, E.","BARRY, Elizabeth",1862-1932,"collected for Mueller at Moonbah, NSW","BARRY, E.","Barry, J.",0.791,1.0,http://www.wikidata.org/entity/Q1699279,John Barry,Barry,J.,"Barry, J.",,,,,,,,,1875.0,1938.0,,,http://www.wikidata.org/wiki/Q1699279,,,,,,http://adb.anu.edu.au/biography/barry-john-67
1739,c01231,EVANS,O.R.,"EVANS, O.R.","EVANS, Owen Roland",fl. 1970s,Norfolk Island naturalist,"EVANS, O.R.","Evans, O.D.",0.791,1.0,http://www.wikidata.org/entity/Q6047911,Obed David Evans,Evans,O.D.,"Evans, O.D.",,,,39222,2594-1,O.D.Evans,,,1889.0,1975.0,,,http://www.wikidata.org/wiki/Q6047911,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=39222,https://www.ipni.org/a/2594-1,,,
2680,c01948,KEYS,J.,"KEYS, J.","KEYS, James",1841-1916,"School teacher, plant collector","KEYS, J.","Keys, C.M.",0.791,1.0,http://www.wikidata.org/entity/Q21536585,Constance Mabel Keys,Keys,C.M.,"Keys, C.M.",,,,,,,,,1886.0,1964.0,,,http://www.wikidata.org/wiki/Q21536585,,,,,,http://adb.anu.edu.au/biography/keys-constance-mabel-6945
3549,c02579,NORTH,,NORTH,NORTH,,,NORTH,"North, A.",0.791,1.0,http://www.wikidata.org/entity/Q21535322,Alexander North,North,A.,"North, A.",,96597566,,,,,,,1858.0,1945.0,,,http://www.wikidata.org/wiki/Q21535322,,,,,,http://adb.anu.edu.au/biography/north-alexander-7859
3765,c02759,ROPER,A.M.,"ROPER, A.M.","ROPER, A. Miss",fl.1889,Collected for Mueller in Tas.,"ROPER, A.M.","Roper, J.",0.791,1.0,http://www.wikidata.org/entity/Q15821577,John Roper,Roper,J.,"Roper, J.",,,,,,,,P000148b,1822.0,1895.0,,,http://www.wikidata.org/wiki/Q15821577,,,,,http://www.eoas.info/biogs/P000148b,http://adb.anu.edu.au/biography/roper-john-4503
4546,c03245,VENNING,J.,"VENNING, J.","VENNING, Julianne, Dr",fl. 1980s,Botanist,"VENNING, J.","Henning, J.",0.791,1.0,http://www.wikidata.org/entity/Q21515711,Johann Henning,Henning,J.,"Henning, J.",,,,,40415-1,J.Henning,,,1764.0,1838.0,,,http://www.wikidata.org/wiki/Q21515711,,,https://www.ipni.org/a/40415-1,,,
1336,c00910,CONSIDEN. Denis,,CONSIDEN. Denis,CONSIDEN. Denis,c.1760-1815,Medical practitioner,CONSIDEN. Denis,"Considen, D.",0.79,1.0,http://www.wikidata.org/entity/Q5258294,Dennis Considen,Considen,D.,"Considen, D.",,,,,,,,,,1815.0,,,http://www.wikidata.org/wiki/Q5258294,,,,,,http://adb.anu.edu.au/biography/considen-dennis-1916
3501,c02539,NEILL,R.,"NEILL, R.","NEILL, Robert",fl. 1800s,Public servant,"NEILL, R.","Neill, P.",0.79,1.0,http://www.wikidata.org/entity/Q7147324,Patrick Neill,Neill,P.,"Neill, P.",,67246117,0000 0001 1663 3396,28624.0,6898-1,Neill,,,1776.0,1851.0,,,http://www.wikidata.org/wiki/Q7147324,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=28624,https://www.ipni.org/a/6898-1,,,
2368,c01696,HILL,K.D.,"HILL, K.D.","HILL, Kenneth D.",1948-2010,"Cycad and eucalypt specialist, NSW Herbarium","HILL, K.D.","Hill, K.",0.79,2.0,http://www.wikidata.org/entity/Q435038,Ken Hill,Hill,K.,"Hill, K.",,48929574,0000 0001 0898 1841,,14734-1,K.D.Hill,,P005244b,1948.0,2010.0,,,http://www.wikidata.org/wiki/Q435038,,,https://www.ipni.org/a/14734-1,,http://www.eoas.info/biogs/P005244b,
2369,c01696,HILL,K.D.,"HILL, K.D.","HILL, Kenneth D.",1948-2010,"Cycad and eucalypt specialist, NSW Herbarium","HILL, K.D.","Hill, K.",0.79,2.0,http://www.wikidata.org/entity/Q22813113,Kate Hill,Hill,K.,"Hill, K.",,,,,,,,P001105b,1859.0,1933.0,,,http://www.wikidata.org/wiki/Q22813113,,,,,http://www.eoas.info/biogs/P001105b,http://adb.anu.edu.au/biography/hill-kate-6670
1728,c01221,ENGELMARK,T.,"ENGELMARK, T.","ENGELMARK, Thor-Bjorn",fl. 1983,Bryologist,"ENGELMARK, T.","Engelmark, F.T.",0.789,1.0,http://www.wikidata.org/entity/Q21512182,Fred Thor-Bjorn Engelmark,Engelmark,F.T.,"Engelmark, F.T.",,,,,18506-1,Engelmark,,,1947.0,,,,http://www.wikidata.org/wiki/Q21512182,,,https://www.ipni.org/a/18506-1,,,
3207,c02338,McLAUGHLIN,A.M.n.N.,"McLAUGHLIN, A.M.n.N.","McLAUGHLIN, Ada Mary nee Norton",1881-1963,"Teacher, grazier, Qld","McLAUGHLIN, A.M.n.N.","Mclaughlin, J.",0.789,1.0,http://www.wikidata.org/entity/Q42614412,John Mclaughlin,Mclaughlin,J.,"Mclaughlin, J.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q42614412,,,,,,
3861,c02841,SCHUBERT,P.H.,"SCHUBERT, P.H.","SCHUBERT, P. H.",fl. 1940s,,"SCHUBERT, P.H.","Schubert, J.",0.789,1.0,http://www.wikidata.org/entity/Q64746710,Joseph Schubert,Schubert,J.,"Schubert, J.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q64746710,,,,,,
3923,c02882,SEWELL,G.,"SEWELL, G.","SEWELL, Geraldine, Miss",1861-1900,Collected for Mueller in WA,"SEWELL, G.","Sewell, A.M.",0.789,1.0,http://www.wikidata.org/entity/Q21535479,Alice Maud Sewell,Sewell,A.M.,"Sewell, A.M.",,,,,,,,,1881.0,1971.0,,,http://www.wikidata.org/wiki/Q21535479,,,,,,http://adb.anu.edu.au/biography/sewell-alice-maud-8556
1774,c01259,FEREDAY,E.H.,"FEREDAY, E.H.","FEREDAY, Elizabeth Henty, Miss",fl.1865,Collected for Mueller in Tas.,"FEREDAY, E.H.","Fereday, D.",0.788,1.0,http://www.wikidata.org/entity/Q24033941,Dudley Fereday,Fereday,D.,"Fereday, D.",,,,,,,,,1789.0,1849.0,,,http://www.wikidata.org/wiki/Q24033941,,,,,,http://adb.anu.edu.au/biography/fereday-dudley-2039
2685,c01952,KILNER,F.,"KILNER, F.","KILNER, F.",fl. 1869,Phycologist,"KILNER, F.","Milner, F.",0.788,1.0,http://www.wikidata.org/entity/Q55068322,František Milner,Milner,F.,"Milner, F.",,,,,,,,,1884.0,1963.0,,,http://www.wikidata.org/wiki/Q55068322,,,,,,
2858,c02060,LAYARD,,LAYARD,LAYARD,fl. 1850s,Algae collector,LAYARD,"Layard, A.H.",0.788,1.0,http://www.wikidata.org/entity/Q275013,Austen Henry Layard,Layard,A.H.,"Layard, A.H.",,9943394,0000 0001 1020 9404,,,,,,1817.0,1894.0,,,http://www.wikidata.org/wiki/Q275013,,,,,,
3691,c02704,RICHE,C.A.G.,"RICHE, C.A.G.","RICHE, Claude Antoine Gaspar",1762-1797,Naturalist,"RICHE, C.A.G.","Riche, C.",0.788,1.0,http://www.wikidata.org/entity/Q2976898,Claude Riche,Riche,C.,"Riche, C.",,78697897,0000 0001 2212 9583,21728.0,,,,,1762.0,1797.0,,,http://www.wikidata.org/wiki/Q2976898,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=21728,,,,
4344,c03099,SWAIN,E.H.F.,"SWAIN, E.H.F.","SWAIN, Edward Harold Fulcher",1883-1970,"Forests Director, Commissioner, author","SWAIN, E.H.F.","Swain, E.",0.788,1.0,http://www.wikidata.org/entity/Q18716070,Edward Swain,Swain,E.,"Swain, E.",,91338556,,24892,,,,P000816b,1883.0,1970.0,,,http://www.wikidata.org/wiki/Q18716070,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=24892,,,http://www.eoas.info/biogs/P000816b,http://adb.anu.edu.au/biography/swain-edward-harold-8723
3882,c02856,SCOTT,H.(.M.F.,"SCOTT, H.(.M.F.","SCOTT, Helena  (later Mrs  FORDE)",1832-1910,"Biological artist, collected for Mueller in NSW","SCOTT, H.(.M.F.","Scott, H.",0.788,3.0,http://www.wikidata.org/entity/Q21165094,Hugh Scott,Scott,H.,"Scott, H.",,77646031,0000 0003 8573 3862,22809.0,,,,,1885.0,1960.0,,,http://www.wikidata.org/wiki/Q21165094,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=22809,,,,
3883,c02856,SCOTT,H.(.M.F.,"SCOTT, H.(.M.F.","SCOTT, Helena  (later Mrs  FORDE)",1832-1910,"Biological artist, collected for Mueller in NSW","SCOTT, H.(.M.F.","Scott, H.",0.788,3.0,http://www.wikidata.org/entity/Q5703729,Helena Scott,Scott,H.,"Scott, H.",,36083759,0000 0000 6388 0018,,,,,,1832.0,1910.0,,,http://www.wikidata.org/wiki/Q5703729,,,,,,http://adb.anu.edu.au/biography/scott-helena-4926
3884,c02856,SCOTT,H.(.M.F.,"SCOTT, H.(.M.F.","SCOTT, Helena  (later Mrs  FORDE)",1832-1910,"Biological artist, collected for Mueller in NSW","SCOTT, H.(.M.F.","Scott, H.",0.788,3.0,http://www.wikidata.org/entity/Q16859081,Helenus Scott,Scott,H.,"Scott, H.",,242220320,0000 0003 8587 944X,,,,,,1760.0,1821.0,,,http://www.wikidata.org/wiki/Q16859081,,,,,,http://adb.anu.edu.au/biography/scott-helenus-2851
408,c00198,BANDY,G.,"BANDY, G.","BANDY, G. ^^",fl. 1878,"Collected at Mt Jeffcott, Vic","BANDY, G.","Tandy, G.",0.787,1.0,http://www.wikidata.org/entity/Q19840898,Geoffrey Tandy,Tandy,G.,"Tandy, G.",,39765859,0000 0004 4292 7058,15463,31500-1,Tandy,,,1900.0,1969.0,,,http://www.wikidata.org/wiki/Q19840898,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=15463,https://www.ipni.org/a/31500-1,,,
2335,c01669,HENSHALL,T.S.,"HENSHALL, T.S.","HENSHALL, Thomas Sharland*",1925-,"Orchardist, botanist","HENSHALL, T.S.","Henshall, J.",0.787,1.0,http://www.wikidata.org/entity/Q21516124,John Henshall,Henshall,J.,"Henshall, J.",,,,,39368-1,Henshall,,,,,,,http://www.wikidata.org/wiki/Q21516124,,,https://www.ipni.org/a/39368-1,,,
3259,c02386,METCALF,P.H.,"METCALF, P.H.","METCALF, P.H.",fl. 1880S,,"METCALF, P.H.","Metcalf, H.",0.787,1.0,http://www.wikidata.org/entity/Q5892854,Haven Metcalf,Metcalf,H.,"Metcalf, H.",,894155284792487060768,,17598.0,23302-1,Metcalf,,,1875.0,1940.0,,,http://www.wikidata.org/wiki/Q5892854,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=17598,https://www.ipni.org/a/23302-1,,,
1518,c01052,DAVIS,H.C.F.,"DAVIS, H.C.F.","DAVIS, Harrold Consett Fosbery, Dr*",1913-1944,"Botanist, army officer, collected in Kimberley, WA","DAVIS, H.C.F.","Davis, H.",0.786,1.0,http://www.wikidata.org/entity/Q37148053,Hannah Davis,Davis,H.,"Davis, H.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q37148053,,,,,,
2044,c01454,GORDON,S.A.l.M.C.,"GORDON, S.A.l.M.C.","GORDON, Sarah Alice later Mrs CLARK-KENNEDY",1863-1931,Collected for Mueller in Qld,"GORDON, S.A.l.M.C.","Gordon, S.A.",0.786,1.0,http://www.wikidata.org/entity/Q47118024,S.A. Gordon,Gordon,S.A.,"Gordon, S.A.",,,,,20000985-1,S.A.Gordon,,,,,,,http://www.wikidata.org/wiki/Q47118024,,,https://www.ipni.org/a/20000985-1,,,
2844,c02053,LAWLER,L.,"LAWLER, L.","LAWLER, Len",1925-2011,"Orchid ethnologist, collector, Qld","LAWLER, L.","Lawler, A.R.",0.786,1.0,http://www.wikidata.org/entity/Q21518445,Adrian Russell Lawler,Lawler,A.R.,"Lawler, A.R.",,,,,33209-1,Lawler,,,1940.0,,,,http://www.wikidata.org/wiki/Q21518445,,,https://www.ipni.org/a/33209-1,,,
3341,c02432,MONTROUZIER,P.X.,"MONTROUZIER, P.X.","MONTROUZIER,  Pere Xavier",1820-1897,"Naturalist, Marist Catholic Priest","MONTROUZIER, P.X.","Montrouzier, X.",0.786,1.0,http://www.wikidata.org/entity/Q743935,Xavier Montrouzier,Montrouzier,X.,"Montrouzier, X.",,92260948,0000 0000 6489 7153,45383.0,6606-1,Montrouz.,,,1820.0,1897.0,,,http://www.wikidata.org/wiki/Q743935,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=45383,https://www.ipni.org/a/6606-1,,,
4364,c03118,TARDIEU,L.D.,"TARDIEU, L.D.","TARDIEU, L. Duvivier",fl. 1705,"Botanical engraver, France","TARDIEU, L.D.","Tardieu, A.",0.786,1.0,http://www.wikidata.org/entity/Q4741738,Ambroise Tardieu,Tardieu,A.,"Tardieu, A.",,32043382,0000 0001 2126 7247,,,,,,1788.0,1841.0,,,http://www.wikidata.org/wiki/Q4741738,,,,,,
635,c00384,BIDDULPH,E.C.(.F.,"BIDDULPH, E.C.(.F.","BIDDULPH, Ellen Caroline (nee Foot)",1855-1917,Collected for Mueller in Qld.,"BIDDULPH, E.C.(.F.","Biddulph, S.F.",0.785,1.0,http://www.wikidata.org/entity/Q36673005,Susann Fry Biddulph,Biddulph,S.F.,"Biddulph, S.F.",,,,61479,775-1,Biddulph,,,1916.0,2003.0,,,http://www.wikidata.org/wiki/Q36673005,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=61479,https://www.ipni.org/a/775-1,,,
1885,c01343,FRASER,C.s.F.,"FRASER, C.s.F.","FRASER, Charles[sometimes spelt FRAZER]",c.1788-1831,"Colonial Botanist, botanic gardens superintendent, NSW","FRASER, C.s.F.","Fraser, C.",0.785,1.0,http://www.wikidata.org/entity/Q1064429,Charles Fraser,Fraser,C.,"Fraser, C.",,309655862,,44291.0,2883-1,C.Fraser,,P000424b,1788.0,1831.0,,,http://www.wikidata.org/wiki/Q1064429,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=44291,https://www.ipni.org/a/2883-1,,http://www.eoas.info/biogs/P000424b,http://adb.anu.edu.au/biography/frazer-charles-2068
3219,c02350,McNAIR,D.L.,"McNAIR, D.L.","McNAIR, Donald Livingston",1920-2014,"Auto-electrician, plant collector, botanist, botanical teacher, NSW","McNAIR, D.L.","McNair, J.B.",0.785,1.0,http://www.wikidata.org/entity/Q21520284,James Birtley McNair,McNair,J.B.,"McNair, J.B.",,37276369,0000 0000 3565 2077,,13415-1,McNair,,,1889.0,,,,http://www.wikidata.org/wiki/Q21520284,,,https://www.ipni.org/a/13415-1,,,
3607,c02630,OSTENFELD,G.H.,"OSTENFELD, G.H.","OSTENFELD, Gertrud Hansen",1904-,"Phycologist, illustrator; daughter of C.E.H.Ostenfeld","OSTENFELD, G.H.","Ostenfeld, C.H.",0.785,1.0,http://www.wikidata.org/entity/Q2981163,Carl Hansen Ostenfeld,Ostenfeld,C.H.,"Ostenfeld, C.H.",,74779499,0000 0000 8155 4566,211.0,24407-1,Ostenf.,Q2981163,,1873.0,1931.0,,,http://www.wikidata.org/wiki/Q2981163,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=211,https://www.ipni.org/a/24407-1,https://bloodhound-tracker.net/Q2981163,,
2510,c01812,IRBY,L.G.,"IRBY, L.G.","IRBY, Llewellyn George",1883-1964,"Forester, farmer","IRBY, L.G.","Irby, L.H.L.",0.785,2.0,http://www.wikidata.org/entity/Q55626860,Leonhard Howard Lloyd Irby,Irby,L.H.L.,"Irby, L.H.L.",,,,,,,,,1836.0,,,,http://www.wikidata.org/wiki/Q55626860,,,,,,
2511,c01812,IRBY,L.G.,"IRBY, L.G.","IRBY, Llewellyn George",1883-1964,"Forester, farmer","IRBY, L.G.","Irby, L.H.L.",0.785,2.0,http://www.wikidata.org/entity/Q6525392,Leonard Howard Loyd Irby,Irby,L.H.L.,"Irby, L.H.L.",,169564730,,,,,,,1836.0,1905.0,,,http://www.wikidata.org/wiki/Q6525392,,,,,,
2071,c01478,GRANT,H.,"GRANT, H.","GRANT, H.",,,"GRANT, H.","Grant, J.",0.785,3.0,http://www.wikidata.org/entity/Q3161118,James Grant,Grant,J.,"Grant, J.",,42746617,0000 0000 8377 102X,,,,,,1772.0,1833.0,,,http://www.wikidata.org/wiki/Q3161118,,,,,,http://adb.anu.edu.au/biography/grant-james-2117
2072,c01478,GRANT,H.,"GRANT, H.","GRANT, H.",,,"GRANT, H.","Grant, J.",0.785,3.0,http://www.wikidata.org/entity/Q22104337,John Grant,Grant,J.,"Grant, J.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q22104337,,,,,,
2073,c01478,GRANT,H.,"GRANT, H.","GRANT, H.",,,"GRANT, H.","Grant, J.",0.785,3.0,http://www.wikidata.org/entity/Q21535442,John Grant,Grant,J.,"Grant, J.",,92682694,0000 0000 6571 6393,,,,,,1776.0,,,,http://www.wikidata.org/wiki/Q21535442,,,,,,http://adb.anu.edu.au/biography/grant-john-2118
451,c00232,BARNETT,O.,"BARNETT, O.","BARNETT, Olwyn, Mrs*",1925-,"Nurse, secretary, SGAP enthusiast, seed-banker","BARNETT, O.","Barnett, D.",0.784,1.0,http://www.wikidata.org/entity/Q47113745,Donnie Barnett,Barnett,D.,"Barnett, D.",,170152200811314400009,,,20032677-1,Donnie Barnett,,,1988.0,,,,http://www.wikidata.org/wiki/Q47113745,,,https://www.ipni.org/a/20032677-1,,,
595,c00350,BENSON,D.H.,"BENSON, D.H.","BENSON, Douglas Howard*",1949-,"Botanist, ecologist","BENSON, D.H.","Benson, D.G.",0.784,1.0,http://www.wikidata.org/entity/Q36533834,D.G. Benson,Benson,D.G.,"Benson, D.G.",,,,,32406-1,D.G.Benson,,,,,,,http://www.wikidata.org/wiki/Q36533834,,,https://www.ipni.org/a/32406-1,,,
756,c00495,BOYCE,M.W.,"BOYCE, M.W.","BOYCE, Max W.",fl. 1970s,Botanist,"BOYCE, M.W.","Boyce, C.",0.784,1.0,http://www.wikidata.org/entity/Q21536213,Charles Boyce,Boyce,C.,"Boyce, C.",,,,,,,,,1835.0,1917.0,,,http://www.wikidata.org/wiki/Q21536213,,,,,,http://adb.anu.edu.au/biography/boyce-charles-3035
1039,c00673,BURRELL,J.C.,"BURRELL, J.C.","BURRELL, J.C. ^^",fl. 1893,"Collected at Pymble, NSW","BURRELL, J.C.","Burrell, A.",0.784,1.0,http://www.wikidata.org/entity/Q21808703,Andrew Burrell,Burrell,A.,"Burrell, A.",,,,,,,,,2000.0,,,,http://www.wikidata.org/wiki/Q21808703,,,,,,
1617,c01136,DOWLING,S.P.,"DOWLING, S.P.","DOWLING, S.P.",fl. 1889,Algae collector,"DOWLING, S.P.","Dowling, J.",0.784,1.0,http://www.wikidata.org/entity/Q6132801,James Dowling,Dowling,J.,"Dowling, J.",,73429188,0000 0000 6405 6186,,,,,,1787.0,1844.0,,,http://www.wikidata.org/wiki/Q6132801,,,,,,http://adb.anu.edu.au/biography/dowling-sir-james-1989
3328,c02419,MOCATTA,H.W.,"MOCATTA, H.W.","MOCATTA, Houlton Walters",c.1864-1957,Forester,"MOCATTA, H.W.","Mocatta, A.M.",0.784,1.0,http://www.wikidata.org/entity/Q21535667,Annie Mildred Mocatta,Mocatta,A.M.,"Mocatta, A.M.",,,,,,,,,1887.0,1984.0,,,http://www.wikidata.org/wiki/Q21535667,,,,,,http://adb.anu.edu.au/biography/mocatta-annie-mildred-14977
4581,c03279,WADDY,J.A.,"WADDY, J.A.","WADDY, Julie Anne*",1944-,"Soils chemist, ethnobiologist","WADDY, J.A.","Waddy, N.",0.784,1.0,http://www.wikidata.org/entity/Q56169627,Nan Waddy,Waddy,N.,"Waddy, N.",,,,,,,,P004144b,1915.0,2015.0,,,http://www.wikidata.org/wiki/Q56169627,,,,,http://www.eoas.info/biogs/P004144b,
2752,c01983,KNIGHT,E.W.,"KNIGHT, E.W.","KNIGHT, Ernest William",1869-,Collected for Mueller in WA,"KNIGHT, E.W.","Knight, J.",0.784,2.0,http://www.wikidata.org/entity/Q6284642,Joseph Knight,Knight,J.,"Knight, J.",,194143306,0000 0003 5715 6180,2078,4871-1,Knight,,,1778.0,1855.0,,,http://www.wikidata.org/wiki/Q6284642,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=2078,https://www.ipni.org/a/4871-1,,,
