,label,count,start_date,end_date,activity_span,name,matched_name,distance,dup_count,item,itemLabel,surname,initials,canonical_string,orcid,viaf,isni,harv,ipni,abbr,yob,yod,wyb,wye
884,"Trapnell, W.G.",827,1957.0,1978.0,21.0,"Trapnell, W.G.","Trapnell, C.G.",0.73,1,http://www.wikidata.org/entity/Q62024350,Colin Graham Trapnell,Trapnell,C.G.,"Trapnell, C.G.",,,,9271,,,1907.0,2004.0,,
885,"Legge, S.",796,1996.0,2006.0,10.0,"Legge, S.","Legge, A.H.",0.73,1,http://www.wikidata.org/entity/Q47121010,A. H. Legge,Legge,A.H.,"Legge, A.H.",,,,,20005930-2,A.H.Legge,,,,
886,"Newman, I.V.",794,1930.0,1980.0,50.0,"Newman, I.V.","Newman, G.",0.73,1,http://www.wikidata.org/entity/Q5542862,George Newman,Newman,G.,"Newman, G.",,15962037,0000 0000 8200 7513,,,,1870.0,1948.0,,
887,"Spooner, A.G.",14908,1919.0,1998.0,79.0,"Spooner, A.G.","Spooner, C.S.",0.74,1,http://www.wikidata.org/entity/Q41573146,Charles Stockman Spooner,Spooner,C.S.,"Spooner, C.S.",,290619890,0000 0003 9578 0216,,,,1885.0,,,
888,"Curnow, J.A.",8514,1968.0,2019.0,51.0,"Curnow, J.A.","Curnow, W.",0.74,1,http://www.wikidata.org/entity/Q21509664,William Curnow,Curnow,W.,"Curnow, W.",,,,21400,17585-1,Curn.,1809.0,1887.0,,
889,"Wrigley, J.W.",4284,1960.0,1996.0,36.0,"Wrigley, J.W.","Wrigley, A.G.",0.74,1,http://www.wikidata.org/entity/Q21387501,Arthur George Wrigley,Wrigley,A.G.,"Wrigley, A.G.",,,,,,,1885.0,1953.0,,
890,"Jarman, J.",2954,1973.0,2020.0,47.0,"Jarman, J.","Jarman, A.E.",0.74,1,http://www.wikidata.org/entity/Q47119510,A.E. Jarman,Jarman,A.E.,"Jarman, A.E.",,,,,20009759-1,A.E.Jarman,,,,
891,"Lepschi, B.J. | Lally, T.R.",2111,1994.0,2001.0,7.0,"Lepschi, B.J. | Lally, T.R.","Lepschi, B.J.",0.74,1,http://www.wikidata.org/entity/Q5733654,Brendan John Lepschi,Lepschi,B.J.,"Lepschi, B.J.",,,,39693.0,36824-1,Lepschi,1969.0,,,
892,"Keighery, G.J. | Alford, J.J.",1901,1973.0,1997.0,24.0,"Keighery, G.J. | Alford, J.J.","Keighery, G.J.",0.74,1,http://www.wikidata.org/entity/Q5885622,Gregory John Keighery,Keighery,G.J.,"Keighery, G.J.",,273450841,,7271,12184-1,Keighery,1950.0,,,
893,"Crocker, R.L.",1540,1839.0,1994.0,155.0,"Crocker, R.L.","Crocker, T.",0.74,1,http://www.wikidata.org/entity/Q60676131,Templeton Crocker,Crocker,T.,"Crocker, T.",,60534091,,,,,1884.0,1948.0,,
894,"Birch, W.R.",931,1960.0,1984.0,24.0,"Birch, W.R.","Birch, W.D.",0.74,1,http://www.wikidata.org/entity/Q15924558,William D. Birch,Birch,W.D.,"Birch, W.D.",,277930253,0000 0000 6789 1865,,,,1949.0,,,
895,"Errington, G.",780,1992.0,2017.0,25.0,"Errington, G.","Barrington, G.",0.74,1,http://www.wikidata.org/entity/Q5536756,George Barrington,Barrington,G.,"Barrington, G.",,90005829,0000 0000 8163 2990,,,,1755.0,1804.0,,
896,"Meissner, R. | Wright, J.",694,2008.0,2008.0,0.0,"Meissner, R. | Wright, J.","Meissner, R.",0.74,1,http://www.wikidata.org/entity/Q21520337,Richard Meissner,Meissner,R.,"Meissner, R.",,,,,20007590-2,R.Meissn.,,1915.0,,
897,"Carroll, E.J.",2973,1962.0,1996.0,34.0,"Carroll, E.J.","Carroll, J.",0.75,1,http://www.wikidata.org/entity/Q686126,James Carroll,Carroll,J.,"Carroll, J.",,16579630,0000 0000 5555 6904,,,,1854.0,1907.0,,
898,"Lewis, D.L.",1131,2004.0,2017.0,13.0,"Lewis, D.L.","Lewis, D.J.",0.75,1,http://www.wikidata.org/entity/Q55064801,David James Lewis,Lewis,D.J.,"Lewis, D.J.",,290700412,,,,,1909.0,1986.0,,
899,"Brooker, M.I.",1034,1966.0,1995.0,29.0,"Brooker, M.I.","Brooker, I.",0.75,1,http://www.wikidata.org/entity/Q2601921,Ian Brooker,Brooker,I.,"Brooker, I.",,75943659,0000 0000 6406 1129,35287.0,1174-1,Brooker,1934.0,2016.0,,
900,"Garnett, S.T.",843,1979.0,1995.0,16.0,"Garnett, S.T.","Garnett, R.",0.75,1,http://www.wikidata.org/entity/Q718512,Richard Garnett,Garnett,R.,"Garnett, R.",,56625067,0000 0001 0903 6438,,,,1835.0,1906.0,,
901,"Banks, J.C.G.",778,1960.0,1973.0,13.0,"Banks, J.C.G.","Banks, J.",0.75,1,http://www.wikidata.org/entity/Q153408,Joseph Banks,Banks,J.,"Banks, J.",,46830189,0000 0001 2131 0954,300.0,448-1,Banks,1743.0,1820.0,,
902,"Kenneally, K.F. | Hyland, B.P.M.",758,1963.0,1989.0,26.0,"Kenneally, K.F. | Hyland, B.P.M.","Kenneally, K.F.",0.75,1,http://www.wikidata.org/entity/Q21392864,Kevin Francis Kenneally,Kenneally,K.F.,"Kenneally, K.F.",,,,,12486-1,Kenneally,1945.0,,,
903,"van Leeuwen, S.",3704,1985.0,2014.0,29.0,"van Leeuwen, S.","Leeuwen, J.v.",0.76,1,http://www.wikidata.org/entity/Q23061366,Jan van Leeuwen,Leeuwen,J.v.,"Leeuwen, J.v.",,22904054,0000 0001 2124 0765,,,,1850.0,1924.0,,
904,"Pollock, A.B.",2986,1988.0,2017.0,29.0,"Pollock, A.B.","Pollock, J.A.",0.76,1,http://www.wikidata.org/entity/Q6128882,James Arthur Pollock,Pollock,J.A.,"Pollock, J.A.",,311037394,,,,,1865.0,1922.0,,
905,"Gibson, N. | Lyons, M.",2800,1989.0,1999.0,10.0,"Gibson, N. | Lyons, M.","Gibson, N.",0.76,1,http://www.wikidata.org/entity/Q21513975,Neil Gibson,Gibson,N.,"Gibson, N.",,,,,20005656-1,N.Gibson,1957.0,,,
906,"Wilson, I.B.",1601,1886.0,2004.0,118.0,"Wilson, I.B.","Wilson, [.",0.76,1,http://www.wikidata.org/entity/Q88826669,[unknown] Wilson,Wilson,[.,"Wilson, [.",,,,,20035633-1,G.G.Wilson,,,,
907,"Dodd, J.",1537,1956.0,2018.0,62.0,"Dodd, J.","Dodd, A.P.",0.76,1,http://www.wikidata.org/entity/Q21390142,Alan Parkhurst Dodd,Dodd,A.P.,"Dodd, A.P.",,31921606,,,,,1896.0,1981.0,,
908,"Mackay, D.F.",1154,1964.0,1994.0,30.0,"Mackay, D.F.","Mackay, D.G.",0.76,1,http://www.wikidata.org/entity/Q1239899,Donald George Mackay,Mackay,D.G.,"Mackay, D.G.",,91626253,,,,,1870.0,1958.0,,
909,"Benson, J.S.",1130,1970.0,2009.0,39.0,"Benson, J.S.","Benson, J.E.",0.76,1,http://www.wikidata.org/entity/Q25136906,John Ernest Benson,Benson,J.E.,"Benson, J.E.",,94217446,,,,,1911.0,1989.0,,
910,"Hansen, N.A.",1105,1924.0,1966.0,42.0,"Hansen, N.A.","Hansen, N.E.",0.76,1,http://www.wikidata.org/entity/Q7031479,Niels Ebbesen Hansen,Hansen,N.E.,"Hansen, N.E.",,43853698,0000 0000 3847 1415,77292.0,3633-1,N.E.Hansen,1866.0,1950.0,,
911,"Nordenstam, B. | Anderberg, A.",1091,1989.0,1989.0,0.0,"Nordenstam, B. | Anderberg, A.","Nordenstam, B.",0.76,1,http://www.wikidata.org/entity/Q4895698,Bertil Nordenstam,Nordenstam,B.,"Nordenstam, B.",,90729183,0000 0000 8163 5796,,7026-1,B.Nord.,1936.0,,,
912,"Sewell, J.",1022,1882.0,1972.0,90.0,"Sewell, J.","Sewel, W.",0.76,1,http://www.wikidata.org/entity/Q2741574,William Sewel,Sewel,W.,"Sewel, W.",,71458237,0000 0001 1769 4596,,,,1653.0,1720.0,,
913,"Hill, K.D.",6347,1964.0,2003.0,39.0,"Hill, K.D.","Hill, K.",0.76,2,http://www.wikidata.org/entity/Q435038,Ken Hill,Hill,K.,"Hill, K.",,48929574,0000 0001 0898 1841,,14734-1,K.D.Hill,1948.0,2010.0,,
914,"Hill, K.D.",6347,1964.0,2003.0,39.0,"Hill, K.D.","Hill, K.",0.76,2,http://www.wikidata.org/entity/Q22813113,Kate Hill,Hill,K.,"Hill, K.",,,,,,,1859.0,1933.0,,
915,"Johnson, Stephen",1392,1875.0,1895.0,20.0,"Johnson, Stephen","Stephenson, J.",0.76,2,http://www.wikidata.org/entity/Q16062894,James Stephenson,Stephenson,J.,"Stephenson, J.",,66258506,0000 0000 6708 0659,,,,1808.0,1886.0,,
916,"Johnson, Stephen",1392,1875.0,1895.0,20.0,"Johnson, Stephen","Stephenson, J.",0.76,2,http://www.wikidata.org/entity/Q33694336,John Stephenson,Stephenson,J.,"Stephenson, J.",,67964221,0000 0000 8256 6999,2187.0,10107-1,Stephenson,1790.0,1864.0,,
917,"Gates, G.M. | Ratkowsky, D.A.",2827,1996.0,2018.0,22.0,"Gates, G.M. | Ratkowsky, D.A.","Ratkowsky, D.(.).",0.77,1,http://www.wikidata.org/entity/Q88847216,David (A.) Ratkowsky,Ratkowsky,D.(.).,"Ratkowsky, D.(.).",,,,,20039130-1,Ratkowsky,,,,
918,"Winkworth, R.",1264,1933.0,1981.0,48.0,"Winkworth, R.","Winckworth, R.",0.77,1,http://www.wikidata.org/entity/Q7365403,Ronald Winckworth,Winckworth,R.,"Winckworth, R.",,206243936,,,,,1884.0,1950.0,,
919,"Cronin, M.",1031,1887.0,1982.0,95.0,"Cronin, M.","Cronin, T.M.",0.77,1,http://www.wikidata.org/entity/Q21518049,Thomas M. Cronin,Cronin,T.M.,"Cronin, T.M.",,,,,,,,,,
920,"French Jnr, C.H.",948,1866.0,1944.0,78.0,"French Jnr, C.H.","French, C.H.",0.77,1,http://www.wikidata.org/entity/Q24170551,Charles Hamilton French,French,C.H.,"French, C.H.",,,,,,,1868.0,1950.0,,
921,"Burgman, M.A. | McNee, S.",892,1980.0,1984.0,4.0,"Burgman, M.A. | McNee, S.","Burgman, M.A.",0.77,1,http://www.wikidata.org/entity/Q21506676,Mark A. Burgman,Burgman,M.A.,"Burgman, M.A.",,,,,13235-1,Burgman,1956.0,,,
922,"Higginson, A.R.R.",848,1939.0,1966.0,27.0,"Higginson, A.R.R.","Higginson, T.W.",0.77,1,http://www.wikidata.org/entity/Q707838,Thomas Wentworth Higginson,Higginson,T.W.,"Higginson, T.W.",,62404642,0000 0001 1656 7077,,,,1823.0,1911.0,,
923,"Griffith, H.H.D.",706,1904.0,2007.0,103.0,"Griffith, H.H.D.","Griffith, J.",0.77,1,http://www.wikidata.org/entity/Q21518139,John Griffith,Griffith,J.,"Griffith, J.",,,,,,,,,,
924,"Koch, Max",1145,1889.0,1990.0,101.0,"Koch, Max","Koch, M.",0.77,5,http://www.wikidata.org/entity/Q1417855,Manfred Koch,Koch,M.,"Koch, M.",,84342062,,,,,1901.0,1972.0,,
925,"Koch, Max",1145,1889.0,1990.0,101.0,"Koch, Max","Koch, M.",0.77,5,http://www.wikidata.org/entity/Q13607931,Max Koch,Koch,M.,"Koch, M.",,213149106269868492334,,14659,20000001-2,Max Koch,1854.0,1925.0,,
926,"Koch, Max",1145,1889.0,1990.0,101.0,"Koch, Max","Koch, M.",0.77,5,http://www.wikidata.org/entity/Q21389766,Milan Koch,Koch,M.,"Koch, M.",,,,,,,,,,
927,"Koch, Max",1145,1889.0,1990.0,101.0,"Koch, Max","Koch, M.",0.77,5,http://www.wikidata.org/entity/Q50395475,Markus Koch,Koch,M.,"Koch, M.",,,,,,,,,,
928,"Koch, Max",1145,1889.0,1990.0,101.0,"Koch, Max","Koch, M.",0.77,5,http://www.wikidata.org/entity/Q21517654,Marcus Koch,Koch,M.,"Koch, M.",0000-0002-1693-6829,7587155044748772520009,,,20031598-1,M.A.Koch,1967.0,,,
929,"Wilson, Peter G.",2168,1959.0,2019.0,60.0,"Wilson, Peter G.","Wilson, P.",0.78,1,http://www.wikidata.org/entity/Q2505994,Percy Wilson,Wilson,P.,"Wilson, P.",,54149106196368491569,,28046.0,11742-1,P.Wilson,1879.0,1944.0,,
930,"Baker, W.R.A.",1077,1871.0,1989.0,118.0,"Baker, W.R.A.","Baker, W.",0.78,1,http://www.wikidata.org/entity/Q27926913,William Baker,Baker,W.,"Baker, W.",,24378115,,,,,1864.0,1929.0,,
931,"D'Aubert, G.",942,1981.0,2004.0,23.0,"D'Aubert, G.","Dauber, D.",0.78,1,http://www.wikidata.org/entity/Q21394002,Diethard Dauber,Dauber,D.,"Dauber, D.",,,,,,,,,,
932,D. & B. Bellairs,746,1978.0,2004.0,26.0,D. & B. Bellairs,"Bellairs, N.",0.78,1,http://www.wikidata.org/entity/Q36681447,Nona Bellairs,Bellairs,N.,"Bellairs, N.",,287611166,0000 0003 9334 6803,,,,1824.0,1897.0,,
933,"Nordenstam, B. | Anderberg, A.A.",743,1989.0,1989.0,0.0,"Nordenstam, B. | Anderberg, A.A.","Nordenstam, B.",0.78,1,http://www.wikidata.org/entity/Q4895698,Bertil Nordenstam,Nordenstam,B.,"Nordenstam, B.",,90729183,0000 0000 8163 5796,,7026-1,B.Nord.,1936.0,,,
934,"May, T.W.",704,1981.0,2018.0,37.0,"May, T.W.","May, T.",0.78,1,http://www.wikidata.org/entity/Q7816746,Tom May,May,T.,"May, T.",,20153361270537390717,,,20003451-1,T.W.May,,,,
935,G.J. & B.J. Keighery,1678,1972.0,2019.0,47.0,G.J. & B.J. Keighery,"Keighery, G.J.",0.79,1,http://www.wikidata.org/entity/Q5885622,Gregory John Keighery,Keighery,G.J.,"Keighery, G.J.",,273450841,,7271,12184-1,Keighery,1950.0,,,
936,"Sandiford, E.M.",1226,1986.0,2016.0,30.0,"Sandiford, E.M.","Sandifort, G.",0.79,1,http://www.wikidata.org/entity/Q2315806,Gerard Sandifort,Sandifort,G.,"Sandifort, G.",,40190579,0000 0000 8222 8711,64927.0,8889-1,Sandifort,1779.0,1848.0,,
937,"Lay, B.",1156,1920.0,2009.0,89.0,"Lay, B.","Lay, J.",0.79,1,http://www.wikidata.org/entity/Q55626787,Jürgen Lay,Lay,J.,"Lay, J.",,,,,,,1942.0,,,
938,"Burns, T.E.",798,1937.0,1997.0,60.0,"Burns, T.E.","Burns, M.",0.79,1,http://www.wikidata.org/entity/Q30524736,Mercedes Burns,Burns,M.,"Burns, M.",,,,,,,,,,
939,"Muir, T.B.",9057,1879.0,1986.0,107.0,"Muir, T.B.","Muir, J.",0.79,2,http://www.wikidata.org/entity/Q379580,John Muir,Muir,J.,"Muir, J.",,68933311,0000 0001 2137 9847,24268.0,6757-1,J.Muir,1838.0,1914.0,,
940,"Muir, T.B.",9057,1879.0,1986.0,107.0,"Muir, T.B.","Muir, J.",0.79,2,http://www.wikidata.org/entity/Q1701160,John Muir,Muir,J.,"Muir, J.",,25755593,0000 0000 4321 0842,,20009120-1,John Muir,1874.0,1947.0,,
941,"Clarke, I.C.",3606,1898.0,2019.0,121.0,"Clarke, I.C.","Clarke, J.",0.8,1,http://www.wikidata.org/entity/Q11728948,Julia Clarke,Clarke,J.,"Clarke, J.",,,,,,,,,,
942,"Volck, H.E.",1960,1929.0,1971.0,42.0,"Volck, H.E.","Volck, W.H.",0.8,1,http://www.wikidata.org/entity/Q55073808,William Hunter Volck,Volck,W.H.,"Volck, W.H.",,173792850,,,,,1879.0,1943.0,,
943,"Turpin, G.P.",1637,1985.0,2018.0,33.0,"Turpin, G.P.","Turpin, P.G.",0.8,1,http://www.wikidata.org/entity/Q36656399,P.G. Turpin,Turpin,P.G.,"Turpin, P.G.",,,,,27996-1,P.G.Turpin,,,,
944,"Staples, I.B.",1433,1952.0,1995.0,43.0,"Staples, I.B.","Staples, D.A.",0.8,1,http://www.wikidata.org/entity/Q22109525,David A. Staples,Staples,D.A.,"Staples, D.A.",,,,,,,,,,
945,"Wyatt, R. | Stoneburner, A.",835,1971.0,1994.0,23.0,"Wyatt, R. | Stoneburner, A.","Stoneburner, A.H.",0.8,1,http://www.wikidata.org/entity/Q21390722,Ann Hudson Stoneburner,Stoneburner,A.H.,"Stoneburner, A.H.",,,,,27259-1,A.H.Stoneb.,1947.0,,,
946,"Dalby, J.M.",761,1984.0,2005.0,21.0,"Dalby, J.M.","Dalby, D.H.",0.8,1,http://www.wikidata.org/entity/Q5815079,Dunkery Hugh Dalby,Dalby,D.H.,"Dalby, D.H.",,,,75587,1960-1,Dalby,1930.0,,,
947,"Williams, Lindley D.",2997,1945.0,1994.0,49.0,"Williams, Lindley D.","Williams, L.",0.8,2,http://www.wikidata.org/entity/Q11165304,Llewelyn Williams,Williams,L.,"Williams, L.",,958155284800687060406,,2727.0,11704-1,Ll.Williams,1901.0,1984.0,,
948,"Williams, Lindley D.",2997,1945.0,1994.0,49.0,"Williams, Lindley D.","Williams, L.",0.8,2,http://www.wikidata.org/entity/Q85428467,Lance Williams,Williams,L.,"Williams, L.",,,,,,,,,,
949,"Brock, C.",1799,1996.0,2018.0,22.0,"Brock, C.","Brock, J.R.",0.81,1,http://www.wikidata.org/entity/Q88829758,Jordan R. Brock,Brock,J.R.,"Brock, J.R.",,,,,20039990-1,J.R.Brock,,,,
950,"Alcock, C. Ray",1407,1962.0,1995.0,33.0,"Alcock, C. Ray","Alcock, C.R.",0.81,1,http://www.wikidata.org/entity/Q21505035,Charles Raymond Alcock,Alcock,C.R.,"Alcock, C.R.",,,,,30757-1,Alcock,1921.0,,,
951,"Thies, A.W.",1005,1978.0,1998.0,20.0,"Thies, A.W.","Thies, D.",0.81,1,http://www.wikidata.org/entity/Q21395266,Detlev Thies,Thies,D.,"Thies, D.",,,,,,,,,,
952,"Hooker, N.B.",990,2001.0,2020.0,19.0,"Hooker, N.B.","Hooker, C.",0.81,1,http://www.wikidata.org/entity/Q19880310,Charles Hooker,Hooker,C.,"Hooker, C.",,43577738,,,,,1799.0,1863.0,,
953,"Stacey, C.I.",949,1971.0,1991.0,20.0,"Stacey, C.I.","Stacey, J.W.",0.81,1,http://www.wikidata.org/entity/Q5933709,John William Stacey,Stacey,J.W.,"Stacey, J.W.",,,,45252,10005-1,Stacey,1871.0,1943.0,,
954,"Cheal, D.C.",861,1973.0,2012.0,39.0,"Cheal, D.C.","Neal, D.C.",0.81,1,http://www.wikidata.org/entity/Q21522017,David Carleton Neal,Neal,D.C.,"Neal, D.C.",,,,,23967-1,Neal,1890.0,,,
955,"Turvey, F.T.",722,1904.0,1969.0,65.0,"Turvey, F.T.","Turvey, S.T.",0.81,1,http://www.wikidata.org/entity/Q21395037,Samuel T. Turvey,Turvey,S.T.,"Turvey, S.T.",,78292461,0000 0001 2416 9888,,,,1977.0,,,
956,"Moore, C.W.E.",11696,1935.0,1998.0,63.0,"Moore, C.W.E.","Moore, C.",0.81,2,http://www.wikidata.org/entity/Q2959847,Charles Moore,Moore,C.,"Moore, C.",,94637308,0000 0000 7606 5768,2348.0,6612-1,C.Moore,1820.0,1905.0,,
957,"Moore, C.W.E.",11696,1935.0,1998.0,63.0,"Moore, C.W.E.","Moore, C.",0.81,2,http://www.wikidata.org/entity/Q5081055,Charles Moore,Moore,C.,"Moore, C.",,73471852,,,,,1815.0,1881.0,,
958,"Aplin, T.E.H.",6538,1951.0,1998.0,47.0,"Aplin, T.E.H.","Aplin, K.",0.82,1,http://www.wikidata.org/entity/Q20171036,Ken Aplin,Aplin,K.,"Aplin, K.",,167666307,0000 0001 1505 8043,,,,1958.0,,,
959,"Cave, L.H.",2700,1989.0,2020.0,31.0,"Cave, L.H.","Cave, L.D.",0.82,1,http://www.wikidata.org/entity/Q21338486,Laura Delle Cave,Cave,L.D.,"Cave, L.D.",,,,,,,,,,
960,"Smith, N.M.",2675,1980.0,2014.0,34.0,"Smith, N.M.","Smith, N.P.",0.82,1,http://www.wikidata.org/entity/Q36644581,Nathan P. Smith,Smith,N.P.,"Smith, N.P.",,,,,20021414-1,N.P.Sm.,,,,
961,"Hemmings, F.A.",1921,1990.0,2019.0,29.0,"Hemmings, F.A.","Hemming, F.",0.82,1,http://www.wikidata.org/entity/Q666955,Francis Hemming,Hemming,F.,"Hemming, F.",,60500435,0000 0000 8244 9151,,,,1893.0,1964.0,,
962,"Brodie, C.J. | Symon, D.E.",1322,2009.0,2011.0,2.0,"Brodie, C.J. | Symon, D.E.","Symon, D.E.",0.82,1,http://www.wikidata.org/entity/Q5799961,David Eric Symon,Symon,D.E.,"Symon, D.E.",,58031223,0000 0000 2530 6998,49358,10358-1,Symon,1920.0,2011.0,,
963,"Benson, D.H.",1186,1912.0,2007.0,95.0,"Benson, D.H.","Benson, A.",0.82,1,http://www.wikidata.org/entity/Q4756330,Andrew Benson,Benson,A.,"Benson, A.",,168800146,,,,,1917.0,2015.0,,
964,"Jaegermann, V.",748,1959.0,1983.0,24.0,"Jaegermann, V.","Jaeger, J.",0.82,1,http://www.wikidata.org/entity/Q21392446,Jean-Jacques Jaeger,Jaeger,J.,"Jaeger, J.",,122087593,,,,,,,,
965,"Donner, N.N.",12031,1885.0,1997.0,112.0,"Donner, N.N.","Donner, H.",0.83,1,http://www.wikidata.org/entity/Q22102525,Hans Donner,Donner,H.,"Donner, H.",,271785690,,,,,,,,
966,"Moriarty, V.K.",4020,1874.0,1986.0,112.0,"Moriarty, V.K.","Moriarty, H.M.",0.83,1,http://www.wikidata.org/entity/Q36576638,Henrietta Maria Moriarty,Moriarty,H.M.,"Moriarty, H.M.",,91111723,0000 0000 6623 2884,70986.0,6649-1,Moriarty,1781.0,1842.0,,
967,"Eddie, C.",2395,1995.0,2017.0,22.0,"Eddie, C.","Eddie, W.M.M.",0.83,1,http://www.wikidata.org/entity/Q36700666,William M.M. Eddie,Eddie,W.M.M.,"Eddie, W.M.M.",,,,,20017299-1,Eddie,,,,
968,"Fox, J.M.",1496,1979.0,1988.0,9.0,"Fox, J.M.","Cox, J.M.",0.83,1,http://www.wikidata.org/entity/Q22102548,Jennifer M. Cox,Cox,J.M.,"Cox, J.M.",,67999602,0000 0001 1664 1791,,,,,,,
969,"Risley, T.S.",1346,1971.0,1986.0,15.0,"Risley, T.S.","Risley, H.H.",0.83,1,http://www.wikidata.org/entity/Q15130813,Herbert Hope Risley,Risley,H.H.,"Risley, H.H.",,17267311,0000 0000 8096 2939,,,,1851.0,1911.0,,
970,"De Nardi, J.C.",830,1941.0,2001.0,60.0,"De Nardi, J.C.","Nardi, J.C.D.",0.83,1,http://www.wikidata.org/entity/Q21510041,Ján Christina De Nardi,Nardi,J.C.D.,"Nardi, J.C.D.",,,,,2124-1,De Nardi,1937.0,,,
971,"Brothers, N.P.",810,1977.0,1989.0,12.0,"Brothers, N.P.","Brothers, E.M.",0.83,1,http://www.wikidata.org/entity/Q41393987,Eric M. Brothers,Brothers,E.M.,"Brothers, E.M.",,,,,,,,,,
972,"Main, A.R.",713,1939.0,1974.0,35.0,"Main, A.R.","Main, J.",0.83,1,http://www.wikidata.org/entity/Q42302995,James Main,Main,J.,"Main, J.",,171644519,0000 0004 5317 5330,,,,1775.0,1846.0,,
973,"Black, E.C.",852,1849.0,1961.0,112.0,"Black, E.C.","Black, A.",0.83,2,http://www.wikidata.org/entity/Q277594,Adam Black,Black,A.,"Black, A.",,39268715,0000 0000 8117 7713,,,,1784.0,1874.0,,
974,"Black, E.C.",852,1849.0,1961.0,112.0,"Black, E.C.","Black, A.",0.83,2,http://www.wikidata.org/entity/Q4718374,Alexander Black,Black,A.,"Black, A.",,8501152865756904940006,,,,,1827.0,1897.0,,
975,"Speck, N.H.",5469,1917.0,1994.0,77.0,"Speck, N.H.","Speck, S.",0.84,1,http://www.wikidata.org/entity/Q21337504,Stephanie Speck,Speck,S.,"Speck, S.",,,,,,,,,,
976,"Levring, T.",2818,1918.0,1978.0,60.0,"Levring, T.","Levring, C.T.C.",0.84,1,http://www.wikidata.org/entity/Q21518751,Carl Tore Christian Levring,Levring,C.T.C.,"Levring, C.T.C.",,,,68921,33266-1,Levring,1913.0,1980.0,,
977,"Hort, F.",2133,1993.0,2018.0,25.0,"Hort, F.","Hort, F.J.A.",0.84,1,http://www.wikidata.org/entity/Q1374608,Fenton John Anthony Hort,Hort,F.J.A.,"Hort, F.J.A.",,34587266,0000 0001 2127 4842,67890.0,14741-1,Hort,1828.0,1892.0,,
978,"Bird, L.H.",1299,1900.0,2007.0,107.0,"Bird, L.H.","Bird, J.",0.84,1,http://www.wikidata.org/entity/Q6313704,Junius Bird,Bird,J.,"Bird, J.",,111256861,0000 0001 0935 5017,,,,1907.0,1982.0,,
979,"Allan, K.M.",996,1871.0,1978.0,107.0,"Allan, K.M.","Allan, J.",0.84,1,http://www.wikidata.org/entity/Q21393941,Joyce Allan,Allan,J.,"Allan, J.",,276966430,0000 0000 6361 2478,,,,1896.0,1966.0,,
980,"Wills, R.T.",889,1980.0,2000.0,20.0,"Wills, R.T.","Wills, L.",0.84,1,http://www.wikidata.org/entity/Q21340454,Laurie Wills,Wills,L.,"Wills, L.",,,,,,,,,,
981,"Robinson, R.M. | Smith, R.H.",820,2002.0,2005.0,3.0,"Robinson, R.M. | Smith, R.H.","Smith, R.H.",0.84,1,http://www.wikidata.org/entity/Q21609132,Rebecca Harris Smith,Smith,R.H.,"Smith, R.H.",,,,,14949-1,R.H.Sm.,1967.0,,,
982,"Brooker, M.I.H.",30298,1890.0,2007.0,117.0,"Brooker, M.I.H.","Brooker, I.",0.85,1,http://www.wikidata.org/entity/Q2601921,Ian Brooker,Brooker,I.,"Brooker, I.",,75943659,0000 0000 6406 1129,35287.0,1174-1,Brooker,1934.0,2016.0,,
983,"Sinnott, N.H.",1658,1944.0,2015.0,71.0,"Sinnott, N.H.","Sinnott, E.W.",0.85,1,http://www.wikidata.org/entity/Q5339904,Edmund Ware Sinnott,Sinnott,E.W.,"Sinnott, E.W.",,34832741,0000 0000 8114 1745,23132.0,9699-1,Sinnott,1888.0,1968.0,,
984,"Winkworth, R.E.",1386,1854.0,1970.0,116.0,"Winkworth, R.E.","Winckworth, R.",0.85,1,http://www.wikidata.org/entity/Q7365403,Ronald Winckworth,Winckworth,R.,"Winckworth, R.",,206243936,,,,,1884.0,1950.0,,
985,"Webster, M. McCallum",756,1903.0,1982.0,79.0,"Webster, M. McCallum","McCallum, D.A.",0.85,1,http://www.wikidata.org/entity/Q26713469,Donald A. McCallum,McCallum,D.A.,"McCallum, D.A.",,,,40176,20004015-2,McCallum,,,,
986,"Murfet, D.E. | Lowrie, A.",752,2003.0,2011.0,8.0,"Murfet, D.E. | Lowrie, A.","Lowrie, A.",0.85,1,http://www.wikidata.org/entity/Q705527,Allen Lowrie,Lowrie,A.,"Lowrie, A.",,13857397,0000 0000 6371 8758,40509.0,14800-1,Lowrie,1948.0,,,
987,"Redwood, K.A.",722,1997.0,1997.0,0.0,"Redwood, K.A.","Hindwood, K.A.",0.85,1,http://www.wikidata.org/entity/Q1738032,Keith Alfred Hindwood,Hindwood,K.A.,"Hindwood, K.A.",,28700094,0000 0000 8213 1258,,,,1904.0,1971.0,,
988,"Abbott, B. | Burton, E.",705,2008.0,2013.0,5.0,"Abbott, B. | Burton, E.","Burton, E.",0.85,1,http://www.wikidata.org/entity/Q11856640,Edward Burton,Burton,E.,"Burton, E.",,,,,,,1790.0,1867.0,,
989,"Moscal, A.",25110,1968.0,2004.0,36.0,"Moscal, A.","Mosca, L.",0.86,1,http://www.wikidata.org/entity/Q47122999,Luigi Mosca,Mosca,L.,"Mosca, L.",,,,,14456-1,L.Mosca,,,,
