,label,i18nCode,count,fq,start_date,end_date,activity_span,index,name,matched_name,distance,item_count,items,item_labels
318,"Walter, C.","collector.Walter, C.",3301,"collector:""Walter, C.""",1835.0,1999.0,164.0,955,"Walter, C.","Walter, C.",0.0,1,http://www.wikidata.org/entity/Q17053407,Carl Walter
321,"Gray, A.M.","collector.Gray, A.M.",3243,"collector:""Gray, A.M.""",1936.0,2017.0,81.0,977,"Gray, A.M.","Gray, A.M.",0.0,1,http://www.wikidata.org/entity/Q18985093,Alan Maurice Gray
322,"Haegi, L.","collector.Haegi, L.",3236,"collector:""Haegi, L.""",1948.0,1999.0,51.0,557,"Haegi, L.","Haegi, L.",0.0,1,http://www.wikidata.org/entity/Q5971806,Laurence Haegi
326,"Ross, J.H.","collector.Ross, J.H.",3221,"collector:""Ross, J.H.""",1896.0,2005.0,109.0,558,"Ross, J.H.","Ross, J.H.",0.0,1,http://www.wikidata.org/entity/Q5925767,James Henderson Ross
327,"Jackes, B.R.","collector.Jackes, B.R.",3200,"collector:""Jackes, B.R.""",1955.0,2019.0,64.0,441,"Jackes, B.R.","Jackes, B.R.",0.0,1,http://www.wikidata.org/entity/Q21516848,Betsy Rivers Jackes
332,"Lucas, A.H.S.","collector.Lucas, A.H.S.",3130,"collector:""Lucas, A.H.S.""",1801.0,1986.0,185.0,789,"Lucas, A.H.S.","Lucas, A.H.S.",0.0,1,http://www.wikidata.org/entity/Q2865141,Arthur Henry Shakespeare Lucas
336,"Betche, E.","collector.Betche, E.",3098,"collector:""Betche, E.""",1850.0,1986.0,136.0,65,"Betche, E.","Betche, E.",0.0,1,http://www.wikidata.org/entity/Q8777414,Ernst Betche
337,"Jobson, R.W.","collector.Jobson, R.W.",3089,"collector:""Jobson, R.W.""",1983.0,2018.0,35.0,442,"Jobson, R.W.","Jobson, R.W.",0.0,1,http://www.wikidata.org/entity/Q18985935,Richard W. Jobson
341,"Risler, J.","collector.Risler, J.",3074,"collector:""Risler, J.""",1995.0,2011.0,16.0,73,"Risler, J.","Risler, J.",0.0,1,http://www.wikidata.org/entity/Q36597987,Johan Risler
342,"Weymouth, W.A.","collector.Weymouth, W.A.",3073,"collector:""Weymouth, W.A.""",1811.0,1990.0,179.0,593,"Weymouth, W.A.","Weymouth, W.A.",0.0,1,http://www.wikidata.org/entity/Q21612552,William Anderson Weymouth
343,"Camfield, J.H.","collector.Camfield, J.H.",3067,"collector:""Camfield, J.H.""",1871.0,1997.0,126.0,268,"Camfield, J.H.","Camfield, J.H.",0.0,1,http://www.wikidata.org/entity/Q21506890,Julius Henry Camfield
345,"Gibson, N.","collector.Gibson, N.",3045,"collector:""Gibson, N.""",1908.0,2018.0,110.0,237,"Gibson, N.","Gibson, N.",0.0,1,http://www.wikidata.org/entity/Q21513975,Neil Gibson
348,"Forsyth, W.","collector.Forsyth, W.",3043,"collector:""Forsyth, W.""",1865.0,1999.0,134.0,864,"Forsyth, W.","Forsyth, W.",0.0,1,http://www.wikidata.org/entity/Q1509710,William Forsyth
349,"Hall, N.","collector.Hall, N.",3022,"collector:""Hall, N.""",1883.0,1997.0,114.0,844,"Hall, N.","Hallé, N.",0.0,1,http://www.wikidata.org/entity/Q3206449,Nicolas Hallé
354,"Markey, A.","collector.Markey, A.",2592,"collector:""Markey, A.""",1996.0,2012.0,16.0,624,"Markey, A.","Markey, A.",0.0,1,http://www.wikidata.org/entity/Q33660080,A.S. Markey
360,"Gunn, R.C.","collector.Gunn, R.C.",2973,"collector:""Gunn, R.C.""",1808.0,1939.0,131.0,324,"Gunn, R.C.","Gunn, R.C.",0.0,1,http://www.wikidata.org/entity/Q4133320,Robert Campbell Gunn
362,"Sankowsky, G.","collector.Sankowsky, G.",2966,"collector:""Sankowsky, G.""",1968.0,2013.0,45.0,899,"Sankowsky, G.","Sankowsky, G.",0.0,1,http://www.wikidata.org/entity/Q26713785,G. Sankowsky
367,"MacKee, H.S.","collector.MacKee, H.S.",1948,"collector:""MacKee, H.S.""",1864.0,1996.0,132.0,845,"MacKee, H.S.","MacKee, H.S.",0.0,1,http://www.wikidata.org/entity/Q21519729,Hugh Shaw MacKee
368,"Syme, K.","collector.Syme, K.",2898,"collector:""Syme, K.""",1984.0,2018.0,34.0,617,"Syme, K.","Syme, K.",0.0,1,http://www.wikidata.org/entity/Q36609403,Katrina Syme
369,"Scott, F.J.","collector.Scott, F.J.",2886,"collector:""Scott, F.J.""",1976.0,2017.0,41.0,731,"Scott, F.J.","Scott, F.J.",0.0,1,http://www.wikidata.org/entity/Q36557384,Fiona J. Scott
371,"Handasyde, T.","collector.Handasyde, T.",2831,"collector:""Handasyde, T.""",1989.0,2017.0,28.0,540,"Handasyde, T.","Handasyde, T.",0.0,1,http://www.wikidata.org/entity/Q88827084,Tricia Handasyde
378,"Bastow, R.A.","collector.Bastow, R.A.",2817,"collector:""Bastow, R.A.""",1854.0,1950.0,96.0,701,"Bastow, R.A.","Bastow, R.A.",0.0,1,http://www.wikidata.org/entity/Q7323833,Richard Austin Bastow
380,"Forde, N.","collector.Forde, N.",2813,"collector:""Forde, N.""",1898.0,1991.0,93.0,370,"Forde, N.","Forde, N.",0.0,1,http://www.wikidata.org/entity/Q21395061,Neville Forde
385,"Perry, R.","collector.Perry, R.",2782,"collector:""Perry, R.""",1942.0,1979.0,37.0,148,"Perry, R.","Perry, R.",0.0,1,http://www.wikidata.org/entity/Q25800152,Rob Perry
387,"Duretto, M.F.","collector.Duretto, M.F.",2756,"collector:""Duretto, M.F.""",1991.0,2018.0,27.0,555,"Duretto, M.F.","Duretto, M.F.",0.0,1,http://www.wikidata.org/entity/Q5996322,Marco F. Duretto
392,"Gilmour, P.","collector.Gilmour, P.",2727,"collector:""Gilmour, P.""",1958.0,2006.0,48.0,985,"Gilmour, P.","Gilmour, P.",0.0,1,http://www.wikidata.org/entity/Q26713802,P.M. Gilmour
394,"French, C.J.","collector.French, C.J.",2718,"collector:""French, C.J.""",1907.0,2018.0,111.0,961,"French, C.J.","French, C.J.",0.0,1,http://www.wikidata.org/entity/Q26251034,Christopher J. French
401,"Simon, B.K.","collector.Simon, B.K.",2669,"collector:""Simon, B.K.""",1946.0,2013.0,67.0,595,"Simon, B.K.","Simon, B.K.",0.0,1,http://www.wikidata.org/entity/Q5734662,Bryan Kenneth Simon
403,"White, S.A.","collector.White, S.A.",2660,"collector:""White, S.A.""",1897.0,2013.0,116.0,895,"White, S.A.","White, S.A.",0.0,1,http://www.wikidata.org/entity/Q7410742,Samuel Albert White
404,"Beadle, N.C.W.","collector.Beadle, N.C.W.",2650,"collector:""Beadle, N.C.W.""",1932.0,1989.0,57.0,798,"Beadle, N.C.W.","Beadle, N.C.W.",0.0,1,http://www.wikidata.org/entity/Q21505822,Noel Charles William Beadle
408,"McDonald, W.J.","collector.McDonald, W.J.",2621,"collector:""McDonald, W.J.""",1873.0,2015.0,142.0,573,"McDonald, W.J.","McDonald, W.J.",0.0,1,http://www.wikidata.org/entity/Q47122308,William J. McDonald
409,"Carrick, J.","collector.Carrick, J.",2612,"collector:""Carrick, J.""",1952.0,1979.0,27.0,699,"Carrick, J.","Carrick, J.",0.0,1,http://www.wikidata.org/entity/Q21505777,John Carrick
411,"Waterhouse, J.T.","collector.Waterhouse, J.T.",2598,"collector:""Waterhouse, J.T.""",1936.0,1991.0,55.0,778,"Waterhouse, J.T.","Waterhouse, J.T.",0.0,1,http://www.wikidata.org/entity/Q5933646,John Teast Waterhouse
415,"Williams, K.A.","collector.Williams, K.A.",2582,"collector:""Williams, K.A.""",1959.0,1992.0,33.0,751,"Williams, K.A.","Williams, K.A.",0.0,1,http://www.wikidata.org/entity/Q22109408,Kevin A. Williams
417,"Wapstra, M.","collector.Wapstra, M.",2530,"collector:""Wapstra, M.""",1992.0,2019.0,27.0,36,"Wapstra, M.","Wapstra, M.",0.0,1,http://www.wikidata.org/entity/Q21612226,Mark Wapstra
420,"Morris, A.","collector.Morris, A.",2528,"collector:""Morris, A.""",1872.0,2016.0,144.0,518,"Morris, A.","Morris, A.",0.0,1,http://www.wikidata.org/entity/Q4710866,Albert Morris
423,"Boomsma, C.D.","collector.Boomsma, C.D.",2491,"collector:""Boomsma, C.D.""",1907.0,1992.0,85.0,854,"Boomsma, C.D.","Boomsma, C.D.",0.0,1,http://www.wikidata.org/entity/Q21339324,Clifford David Boomsma
425,"Makinson, R.O.","collector.Makinson, R.O.",2482,"collector:""Makinson, R.O.""",1981.0,2009.0,28.0,351,"Makinson, R.O.","Makinson, R.O.",0.0,1,http://www.wikidata.org/entity/Q21338996,Robert Owen Makinson
427,"Stevens, N.","collector.Stevens, N.",2464,"collector:""Stevens, N.""",1953.0,2000.0,47.0,948,"Stevens, N.","Stevens, N.",0.0,1,http://www.wikidata.org/entity/Q433487,Nettie Stevens
430,"Fitzgerald, W.V.","collector.Fitzgerald, W.V.",2432,"collector:""Fitzgerald, W.V.""",1874.0,1978.0,104.0,586,"Fitzgerald, W.V.","Fitzgerald, W.V.",0.0,1,http://www.wikidata.org/entity/Q6167753,William Vincent Fitzgerald
431,"Clemens, M.S.","collector.Clemens, M.S.",2428,"collector:""Clemens, M.S.""",1916.0,1958.0,42.0,88,"Clemens, M.S.","Clemens, M.S.",0.0,1,http://www.wikidata.org/entity/Q6780787,Mary Strong Clemens
432,"Greuter, W.","collector.Greuter, W.",2423,"collector:""Greuter, W.""",1973.0,2001.0,28.0,216,"Greuter, W.","Greuter, W.",0.0,1,http://www.wikidata.org/entity/Q123950,Werner Greuter
433,"Nicholls, W.H.","collector.Nicholls, W.H.",2400,"collector:""Nicholls, W.H.""",1921.0,1962.0,41.0,736,"Nicholls, W.H.","Nicholls, W.H.",0.0,1,http://www.wikidata.org/entity/Q10393700,William Henry Nicholls
437,"Schofield, W.B.","collector.Schofield, W.B.",2374,"collector:""Schofield, W.B.""",1883.0,1996.0,113.0,886,"Schofield, W.B.","Schofield, W.B.",0.0,1,http://www.wikidata.org/entity/Q21340086,Wilfred Borden Schofield
438,"Weston, A.S.","collector.Weston, A.S.",2362,"collector:""Weston, A.S.""",1892.0,1999.0,107.0,819,"Weston, A.S.","Weston, A.S.",0.0,1,http://www.wikidata.org/entity/Q21612531,Arthur Stewart Weston
440,"Black, J.M.","collector.Black, J.M.",2355,"collector:""Black, J.M.""",1819.0,2016.0,197.0,52,"Black, J.M.","Black, J.M.",0.0,1,http://www.wikidata.org/entity/Q924556,John McConnell Black
441,"Jackson, G.","collector.Jackson, G.",2285,"collector:""Jackson, G.""",1880.0,2008.0,128.0,551,"Jackson, G.","Jackson, G.",0.0,1,http://www.wikidata.org/entity/Q4160115,George Jackson
444,"Bougher, N.L.","collector.Bougher, N.L.",2273,"collector:""Bougher, N.L.""",1982.0,2018.0,36.0,429,"Bougher, N.L.","Bougher, N.L.",0.0,1,http://www.wikidata.org/entity/Q21506359,Neale Lorne Bougher
445,"Vickery, J.W.","collector.Vickery, J.W.",2272,"collector:""Vickery, J.W.""",1912.0,1978.0,66.0,256,"Vickery, J.W.","Vickery, J.W.",0.0,1,http://www.wikidata.org/entity/Q6297664,Joyce Winifred Vickery
448,"Bennett, E.M.","collector.Bennett, E.M.",2234,"collector:""Bennett, E.M.""",1941.0,2012.0,71.0,989,"Bennett, E.M.","Bennett, E.M.",0.0,1,http://www.wikidata.org/entity/Q20155122,Eleanor Marion Bennett
449,"Wilson, P.","collector.Wilson, P.",2234,"collector:""Wilson, P.""",1950.0,2006.0,56.0,960,"Wilson, P.","Wilson, P.",0.0,1,http://www.wikidata.org/entity/Q2505994,Percy Wilson
455,"Southcott, R.V.","collector.Southcott, R.V.",2161,"collector:""Southcott, R.V.""",1937.0,1994.0,57.0,46,"Southcott, R.V.","Southcott, R.V.",0.0,1,http://www.wikidata.org/entity/Q3441567,Ronald Vernon Southcott
458,"Lally, T.R.","collector.Lally, T.R.",2146,"collector:""Lally, T.R.""",1976.0,2016.0,40.0,6,"Lally, T.R.","Lally, T.R.",0.0,1,http://www.wikidata.org/entity/Q21391002,Terena R. Lally
461,"Brockman, G.","collector.Brockman, G.",2122,"collector:""Brockman, G.""",1994.0,2017.0,23.0,818,"Brockman, G.","Brockman, G.",0.0,1,http://www.wikidata.org/entity/Q21506514,Garry Brockman
462,"Hartley, T.G.","collector.Hartley, T.G.",2116,"collector:""Hartley, T.G.""",1930.0,2004.0,74.0,62,"Hartley, T.G.","Hartley, T.G.",0.0,1,http://www.wikidata.org/entity/Q349605,Thomas Gordon Hartley
463,"Strid, A.","collector.Strid, A.",2096,"collector:""Strid, A.""",1972.0,1993.0,21.0,953,"Strid, A.","Strid, A.",0.0,1,http://www.wikidata.org/entity/Q13409388,Arne Strid
465,"Hnatiuk, R.","collector.Hnatiuk, R.",1576,"collector:""Hnatiuk, R.""",1928.0,2007.0,79.0,873,"Hnatiuk, R.","Hnatiuk, R.",0.0,1,http://www.wikidata.org/entity/Q7358344,Roger Hnatiuk
466,"Simson, A.","collector.Simson, A.",2077,"collector:""Simson, A.""",1838.0,1978.0,140.0,217,"Simson, A.","Simson, A.",0.0,1,http://www.wikidata.org/entity/Q2871726,Augustus Simson
475,"Allen, M.G.","collector.Allen, M.G.",2019,"collector:""Allen, M.G.""",1996.0,1997.0,1.0,75,"Allen, M.G.","Allen, M.G.",0.0,1,http://www.wikidata.org/entity/Q22107044,Michael G. Allen
477,"Tracey, J.G.","collector.Tracey, J.G.",1992,"collector:""Tracey, J.G.""",1950.0,2000.0,50.0,431,"Tracey, J.G.","Tracey, J.G.",0.0,1,http://www.wikidata.org/entity/Q19060983,John Geoffrey Tracey
478,"Tate, R.","collector.Tate, R.",1982,"collector:""Tate, R.""",1837.0,1997.0,160.0,125,"Tate, R.","Tate, R.",0.0,1,http://www.wikidata.org/entity/Q7288153,Ralph Tate
479,"Barlow, B.A.","collector.Barlow, B.A.",1970,"collector:""Barlow, B.A.""",1956.0,2000.0,44.0,406,"Barlow, B.A.","Barlow, B.A.",0.0,1,http://www.wikidata.org/entity/Q6398703,Bryan Alwyn Barlow
481,"Patrick, S.J.","collector.Patrick, S.J.",789,"collector:""Patrick, S.J.""",1982.0,2017.0,35.0,775,"Patrick, S.J.","Patrick, S.J.",0.0,1,http://www.wikidata.org/entity/Q19799695,Susan J. Patrick
482,"Guymer, G.P.","collector.Guymer, G.P.",1963,"collector:""Guymer, G.P.""",1926.0,2015.0,89.0,460,"Guymer, G.P.","Guymer, G.P.",0.0,1,http://www.wikidata.org/entity/Q5883585,Gordon P. Guymer
489,"Wilson, J.B.","collector.Wilson, J.B.",1945,"collector:""Wilson, J.B.""",1872.0,1989.0,117.0,527,"Wilson, J.B.","Wilson, J.B.",0.0,1,http://www.wikidata.org/entity/Q21612774,John Bracebridge Wilson
492,"Carr, D.J.","collector.Carr, D.J.",1807,"collector:""Carr, D.J.""",1954.0,1996.0,42.0,680,"Carr, D.J.","Carr, D.J.",0.0,1,http://www.wikidata.org/entity/Q5086693,Dennis John Carr
493,"Hamilton, A.A.","collector.Hamilton, A.A.",1923,"collector:""Hamilton, A.A.""",1896.0,1922.0,26.0,838,"Hamilton, A.A.","Hamilton, A.A.",0.0,1,http://www.wikidata.org/entity/Q5706952,Arthur Andrew Hamilton
495,"Messina, A.","collector.Messina, A.",1920,"collector:""Messina, A.""",2005.0,2020.0,15.0,831,"Messina, A.","Messina, A.",0.0,1,http://www.wikidata.org/entity/Q18986897,Andre Messina
496,"Forrest, J.","collector.Forrest, J.",1916,"collector:""Forrest, J.""",1818.0,2015.0,197.0,374,"Forrest, J.","Forrest, J.",0.0,1,http://www.wikidata.org/entity/Q58096102,Jessica Forrest
503,"Dietrich, A.","collector.Dietrich, A.",1885,"collector:""Dietrich, A.""",1836.0,1965.0,129.0,355,"Dietrich, A.","Dietrich, A.",0.0,1,http://www.wikidata.org/entity/Q76851,Amalie Dietrich
514,"Beesley, P.","collector.Beesley, P.",1815,"collector:""Beesley, P.""",1981.0,1996.0,15.0,812,"Beesley, P.","Beesley, P.",0.0,1,http://www.wikidata.org/entity/Q26713587,P.L. Beesley
515,"Boland, D.J.","collector.Boland, D.J.",1813,"collector:""Boland, D.J.""",1969.0,1997.0,28.0,603,"Boland, D.J.","Boland, D.J.",0.0,1,http://www.wikidata.org/entity/Q21339944,Douglas John Boland
520,"Orme, A.E.","collector.Orme, A.E.",1806,"collector:""Orme, A.E.""",1983.0,2019.0,36.0,852,"Orme, A.E.","Orme, A.E.",0.0,1,http://www.wikidata.org/entity/Q59604801,Andrew E. Orme
524,"Crichton, G.A.","collector.Crichton, G.A.",1793,"collector:""Crichton, G.A.""",1945.0,1997.0,52.0,610,"Crichton, G.A.","Crichton, G.A.",0.0,1,http://www.wikidata.org/entity/Q47115863,George A. Crichton
525,"Craig, G.F.","collector.Craig, G.F.",1787,"collector:""Craig, G.F.""",1984.0,2019.0,35.0,382,"Craig, G.F.","Craig, G.F.",0.0,1,http://www.wikidata.org/entity/Q26713798,Gillian F. Craig
533,"Barrett, R.L.","collector.Barrett, R.L.",1726,"collector:""Barrett, R.L.""",1991.0,2017.0,26.0,59,"Barrett, R.L.","Barrett, R.L.",0.0,1,http://www.wikidata.org/entity/Q18982878,Russell Lindsay Barrett
536,"Cargill, D.C.","collector.Cargill, D.C.",1682,"collector:""Cargill, D.C.""",1980.0,2019.0,39.0,682,"Cargill, D.C.","Cargill, D.C.",0.0,1,http://www.wikidata.org/entity/Q19799697,Dale Christine Cargill
540,"Evans, O.D.","collector.Evans, O.D.",1672,"collector:""Evans, O.D.""",1911.0,1981.0,70.0,762,"Evans, O.D.","Evans, O.D.",0.0,1,http://www.wikidata.org/entity/Q6047911,Obed David Evans
546,"Cunningham, A.","collector.Cunningham, A.",1663,"collector:""Cunningham, A.""",1791.0,1928.0,137.0,956,"Cunningham, A.","Cunningham, A.",0.0,1,http://www.wikidata.org/entity/Q545888,Allan Cunningham
548,"Fletcher, J.J.","collector.Fletcher, J.J.",1662,"collector:""Fletcher, J.J.""",1880.0,1992.0,112.0,508,"Fletcher, J.J.","Fletcher, J.J.",0.0,1,http://www.wikidata.org/entity/Q6284326,Joseph James Fletcher
555,"Kodela, P.G.","collector.Kodela, P.G.",1626,"collector:""Kodela, P.G.""",1984.0,2017.0,33.0,358,"Kodela, P.G.","Kodela, P.G.",0.0,1,http://www.wikidata.org/entity/Q18986279,Phillip Gerhard Kodela
556,"Baker, R.T.","collector.Baker, R.T.",1617,"collector:""Baker, R.T.""",1856.0,2009.0,153.0,64,"Baker, R.T.","Baker, R.T.",0.0,1,http://www.wikidata.org/entity/Q7329451,Richard Thomas Baker
557,"Munir, A.A.","collector.Munir, A.A.",1603,"collector:""Munir, A.A.""",1937.0,1988.0,51.0,139,"Munir, A.A.","Munir, A.A.",0.0,1,http://www.wikidata.org/entity/Q21521892,Ahmad Abid Munir
561,"Wilson, F.R.M.","collector.Wilson, F.R.M.",1600,"collector:""Wilson, F.R.M.""",1827.0,1997.0,170.0,498,"Wilson, F.R.M.","Wilson, F.R.M.",0.0,1,http://www.wikidata.org/entity/Q5482813,Francis Robert Muter Wilson
562,"Puttock, C.F.","collector.Puttock, C.F.",1595,"collector:""Puttock, C.F.""",1953.0,1997.0,44.0,825,"Puttock, C.F.","Puttock, C.F.",0.0,1,http://www.wikidata.org/entity/Q19953641,Christopher Francis Puttock
565,"Hemsley, J.H.","collector.Hemsley, J.H.",1550,"collector:""Hemsley, J.H.""",1923.0,1993.0,70.0,842,"Hemsley, J.H.","Hemsley, J.H.",0.0,1,http://www.wikidata.org/entity/Q5643449,James Hatton Hemsley
566,"Jackson, W.D.","collector.Jackson, W.D.",1550,"collector:""Jackson, W.D.""",1943.0,1998.0,55.0,238,"Jackson, W.D.","Jackson, W.D.",0.0,1,http://www.wikidata.org/entity/Q6167597,William Dalziel Jackson
568,"Hodgon, J.","collector.Hodgon, J.",1541,"collector:""Hodgon, J.""",1994.0,2005.0,11.0,25,"Hodgon, J.","Hodgon, J.",0.0,1,http://www.wikidata.org/entity/Q26713110,J. Hodgon
574,"Hill, R.","collector.Hill, R.",1530,"collector:""Hill, R.""",1925.0,2009.0,84.0,473,"Hill, R.","Hill, R.",0.0,1,http://www.wikidata.org/entity/Q9310294,Richard Hill
575,"Leiper, G.","collector.Leiper, G.",1526,"collector:""Leiper, G.""",1983.0,2018.0,35.0,288,"Leiper, G.","Leiper, G.",0.0,1,http://www.wikidata.org/entity/Q33680824,Glenn Leiper
576,"Stevens, G.N.","collector.Stevens, G.N.",1525,"collector:""Stevens, G.N.""",1974.0,1999.0,25.0,179,"Stevens, G.N.","Stevens, G.N.",0.0,1,http://www.wikidata.org/entity/Q21339584,Gweneth Nell Stevens
581,"Thorne, R.F.","collector.Thorne, R.F.",1501,"collector:""Thorne, R.F.""",1949.0,1981.0,32.0,516,"Thorne, R.F.","Thorne, R.F.",0.0,1,http://www.wikidata.org/entity/Q1375724,Robert Folger Thorne
584,"Hill, G.F.","collector.Hill, G.F.",1490,"collector:""Hill, G.F.""",1895.0,1951.0,56.0,611,"Hill, G.F.","Hill, G.F.",0.0,1,http://www.wikidata.org/entity/Q55047230,Gerald Freer Hill
586,"Alford, J.J.","collector.Alford, J.J.",1473,"collector:""Alford, J.J.""",1980.0,2001.0,21.0,665,"Alford, J.J.","Alford, J.J.",0.0,1,http://www.wikidata.org/entity/Q14186206,Jenifer J. Alford
594,"Barker, R.M.","collector.Barker, R.M.",1446,"collector:""Barker, R.M.""",1855.0,2016.0,161.0,660,"Barker, R.M.","Barker, R.M.",0.0,1,http://www.wikidata.org/entity/Q21505668,Robyn Mary Barker
595,"O'Shanesy, P.A.","collector.O'Shanesy, P.A.",1442,"collector:""O'Shanesy, P.A.""",1863.0,1887.0,24.0,375,"O'Shanesy, P.A.","O'Shanesy, P.A.",0.0,1,http://www.wikidata.org/entity/Q21522303,Patrick Adams O'Shanesy
597,"Palmer, J.","collector.Palmer, J.",1431,"collector:""Palmer, J.""",1915.0,2013.0,98.0,822,"Palmer, J.","Palmer, J.",0.0,1,http://www.wikidata.org/entity/Q21522572,Joanne Palmer
601,"Harada, K.","collector.Harada, K.",1427,"collector:""Harada, K.""",1909.0,1999.0,90.0,354,"Harada, K.","Harada, K.",0.0,1,http://www.wikidata.org/entity/Q36604699,Kenichi Harada
604,"Chandler, G.T.","collector.Chandler, G.T.",1410,"collector:""Chandler, G.T.""",1993.0,2015.0,22.0,824,"Chandler, G.T.","Chandler, G.T.",0.0,1,http://www.wikidata.org/entity/Q21340217,Gregory T. Chandler
613,"Everett, J.","collector.Everett, J.",1400,"collector:""Everett, J.""",1980.0,2006.0,26.0,17,"Everett, J.","Everett, J.",0.0,1,http://www.wikidata.org/entity/Q21340656,Joy Everett
616,"Cameron, E.","collector.Cameron, E.",1395,"collector:""Cameron, E.""",1965.0,1986.0,21.0,89,"Cameron, E.","Cameron, E.",0.0,1,http://www.wikidata.org/entity/Q61877071,Elyssa Cameron
617,"Boyland, D.E.","collector.Boyland, D.E.",1392,"collector:""Boyland, D.E.""",1957.0,1979.0,22.0,344,"Boyland, D.E.","Boyland, D.E.",0.0,1,http://www.wikidata.org/entity/Q21506396,Desmond Ernest Boyland
626,"Lebel, T.","collector.Lebel, T.",1364,"collector:""Lebel, T.""",1986.0,2017.0,31.0,451,"Lebel, T.","Lebel, T.",0.0,1,http://www.wikidata.org/entity/Q6142582,Teresa Lebel
629,"Eardley, C.M.","collector.Eardley, C.M.",1354,"collector:""Eardley, C.M.""",1844.0,1987.0,143.0,803,"Eardley, C.M.","Eardley, C.M.",0.0,1,http://www.wikidata.org/entity/Q21393679,Constance Margaret Eardley
630,"Kanis, A.","collector.Kanis, A.",1351,"collector:""Kanis, A.""",1873.0,1987.0,114.0,728,"Kanis, A.","Kanis, A.",0.0,1,http://www.wikidata.org/entity/Q21387548,Andries Kanis
632,"Gates, G.M.","collector.Gates, G.M.",1343,"collector:""Gates, G.M.""",1997.0,2019.0,22.0,320,"Gates, G.M.","Gates, G.M.",0.0,1,http://www.wikidata.org/entity/Q36562288,Genevieve M. Gates
635,"Lumbsch, H.T.","collector.Lumbsch, H.T.",1322,"collector:""Lumbsch, H.T.""",1987.0,1996.0,9.0,121,"Lumbsch, H.T.","Lumbsch, H.T.",0.0,1,http://www.wikidata.org/entity/Q21339029,Helge Thorsten Lumbsch
639,"Francis, W.D.","collector.Francis, W.D.",1312,"collector:""Francis, W.D.""",1910.0,1966.0,56.0,51,"Francis, W.D.","Francis, W.D.",0.0,1,http://www.wikidata.org/entity/Q3568565,William D. Francis
641,"Michael, P.W.","collector.Michael, P.W.",1302,"collector:""Michael, P.W.""",1946.0,2019.0,73.0,911,"Michael, P.W.","Michael, P.W.",0.0,1,http://www.wikidata.org/entity/Q21513415,Peter William Michael
