family_name,initials,given_names,name,num_det
Callaghan,D.A.,NULL,"Callaghan, D.A.",1
Qiong,"Wang Shi",NULL,"Qiong, Wang Shi",1
Copeland,L.,Lachlan,"Copeland, L.",1
Eitner,NULL,NULL,Eitner,1
Wilson,J.H.,NULL,"Wilson, J.H.",1
Greeve,M.A.,NULL,"Greeve, M.A.",1
Dufour,J.M.L.,NULL,"Dufour, J.M.L.",1
Neill,D.,NULL,"Neill, D.",1
Peterfi,M.,NULL,"Peterfi, M.",1
Graham,R.A.,NULL,"Graham, R.A.",1
Parks,H.B.,NULL,"Parks, H.B.",1
Kempe,F.A.H.,NULL,"Kempe, F.A.H.",1
Bermordi,NULL,NULL,Bermordi,1
Quanten,E.,NULL,"Quanten, E.",1
McIlray,F.,NULL,"McIlray, F.",1
Bissiengou,P.,NULL,"Bissiengou, P.",1
Morison,S.,NULL,"Morison, S.",1
McGurk,L.,NULL,"McGurk, L.",1
Shapcott,A.,NULL,"Shapcott, A.",1
Shodde,R.,NULL,"Shodde, R.",1
Givnish,T.J.,NULL,"Givnish, T.J.",1
McKinley,A.,NULL,"McKinley, A.",1
Dale,R.E.,NULL,"Dale, R.E.",1
Walton,N.E.M.,NULL,"Walton, N.E.M.",1
Tinhout,A.,NULL,"Tinhout, A.",1
Torres,R.,NULL,"Torres, R.",1
Keller,C.,NULL,"Keller, C.",1
Storrie,A.,NULL,"Storrie, A.",1
Philcox,P.,NULL,"Philcox, P.",1
Wilkinson,V.R.,NULL,"Wilkinson, V.R.",1
Beswick,A.P.,NULL,"Beswick, A.P.",1
Dessein,S.,NULL,"Dessein, S.",1
N.S.W.,NULL,NULL,N.S.W.,1
Ando,D.,NULL,"Ando, D.",1
Nilsson,O.E.G.,Orjan,"Nilsson, O.E.G.",1
Mott,J.,NULL,"Mott, J.",1
Constable,E.F.,NULL,"Constable, E.F.",1
Venz,H.R.,NULL,"Venz, H.R.",1
Best,A.E.,NULL,"Best, A.E.",1
Corolin,R.,NULL,"Corolin, R.",1
Ramsay,E.,NULL,"Ramsay, E.",1
Tenore,M.,Michele,"Tenore, M.",1
Passerini,G.,NULL,"Passerini, G.",1
Oost,van,NULL,"Oost, van",1
Perkins,E.P.,NULL,"Perkins, E.P.",1
Rodgers,K.,NULL,"Rodgers, K.",1
Wilde,B.C.,Brendan,"Wilde, B.C.",1
Steele,W.C.,NULL,"Steele, W.C.",1
Zerow,D.,NULL,"Zerow, D.",1
Crowley,G.,Gabriel,"Crowley, G.",1
Bartareau,T.,NULL,"Bartareau, T.",1
Morgan,T.L.,Tamara,"Morgan, T.L.",1
Feuillet,C.,NULL,"Feuillet, C.",1
Luteyn,J.,NULL,"Luteyn, J.",1
Withey,A.,NULL,"Withey, A.",1
Mole,B.,NULL,"Mole, B.",1
Newbound,M.,NULL,"Newbound, M.",1
Streiber,N.,NULL,"Streiber, N.",1
Yunguang,S.,Shen,"Yunguang, S.",1
Dončeva,S.,NULL,"Dončeva, S.",1
Bayly,M.,NULL,"Bayly, M.",1
"Nees von Esenbeck",C.G.D.,NULL,"Nees von Esenbeck, C.G.D.",1
Ferreira,C.A.C.,NULL,"Ferreira, C.A.C.",1
Hocking,D.,NULL,"Hocking, D.",1
Kotschy,C.G.T.,NULL,"Kotschy, C.G.T.",1
Ietswaart,J.H.,NULL,"Ietswaart, J.H.",1
Cavillier,Fr.,NULL,"Cavillier, Fr.",1
Jeffery,C.,NULL,"Jeffery, C.",1
Tate,NULL,NULL,Tate,1
Bell,J.,NULL,"Bell, J.",1
Johns,R.,NULL,"Johns, R.",1
Morris,P.,NULL,"Morris, P.",1
Hubbard,C.H.,NULL,"Hubbard, C.H.",1
Jamieson,G.,NULL,"Jamieson, G.",1
Nordenstam,B.,Bertil,"Nordenstam, B.",1
Malhotra,M.K.,NULL,"Malhotra, M.K.",1
Davis,C.C.,NULL,"Davis, C.C.",1
Lade,P.,NULL,"Lade, P.",1
Brooker,M.,NULL,"Brooker, M.",1
Chiovenda,NULL,NULL,Chiovenda,1
"Haji Mohammad",NULL,NULL,"Haji Mohammad",1
"Delgado Sanchez",L.,NULL,"Delgado Sanchez, L.",1
Muir,A.M.,NULL,"Muir, A.M.",1
Stotler,R.,Raymond,"Stotler, R.",1
Castellano,M.,NULL,"Castellano, M.",1
Malcolm,B.,NULL,"Malcolm, B.",1
O'Halloran,A.,NULL,"O'Halloran, A.",1
Middleton,T.D.,NULL,"Middleton, T.D.",1
Mueller,J.K.A.,NULL,"Mueller, J.K.A.",1
Nipperess,D.,NULL,"Nipperess, D.",1
Kohout,M.,NULL,"Kohout, M.",1
Dossetor,W.,NULL,"Dossetor, W.",1
Johnson,S.B.,NULL,"Johnson, S.B.",1
Nechtritz,NULL,NULL,Nechtritz,1
Neves,M.,NULL,"Neves, M.",1
Magnussen,NULL,NULL,Magnussen,1
Boyland,D.,NULL,"Boyland, D.",1
Hills,A.E.,NULL,"Hills, A.E.",1
Veitch,J.G.,"John Gould","Veitch, J.G.",1
Baum,D.A.,David,"Baum, D.A.",1
Mills,H.,NULL,"Mills, H.",1
Kozlovskaja,N.,NULL,"Kozlovskaja, N.",1
McCann,I.M.,NULL,"McCann, I.M.",1
Fedtschenki,NULL,NULL,Fedtschenki,1
N.H.,NULL,NULL,N.H.,1
Waterhouse,I.T.,NULL,"Waterhouse, I.T.",1
Higginson,A.R.R.,NULL,"Higginson, A.R.R.",1
Bennett,M.H.,NULL,"Bennett, M.H.",1
Young,T.,NULL,"Young, T.",1
Glindeman,A.,NULL,"Glindeman, A.",1
Benbidge,M.J.,NULL,"Benbidge, M.J.",1
Asahina,Y,NULL,"Asahina, Y",1
Fagerstrom,L.F.,Lars,"Fagerstrom, L.F.",1
Healy,R.A.,Rosanne,"Healy, R.A.",1
Yano,O.,Olga,"Yano, O.",1
McDougall,L.,NULL,"McDougall, L.",1
Akopian,J.,NULL,"Akopian, J.",1
Roldugin,I.,NULL,"Roldugin, I.",1
W.L.G.,NULL,NULL,W.L.G.,1
Foster,R.,NULL,"Foster, R.",1
Jeanes,J.,John,"Jeanes, J.",1
Adams,R.,NULL,"Adams, R.",1
Francis,W.D.,NULL,"Francis, W.D.",1
Sharp,D.,NULL,"Sharp, D.",1
Boden,R.W.,NULL,"Boden, R.W.",1
Taylor,T.,NULL,"Taylor, T.",1
Annels,A.R.,NULL,"Annels, A.R.",1
Roux,"M. le",Marianne,"Roux, M. le",1
Regnell,A.F.,"Anders Fredrik","Regnell, A.F.",1
J.B.M.,NULL,NULL,J.B.M.,1
Floerke,NULL,NULL,Floerke,1
Gillespie,P.,NULL,"Gillespie, P.",1
Horeanu,C.,NULL,"Horeanu, C.",1
Podpera,J.,NULL,"Podpera, J.",1
Parris,M.,NULL,"Parris, M.",1
Seemen,"K.O. von","Karl Otto","Seemen, K.O. von",1
Forman,L.,NULL,"Forman, L.",1
Laubenfels,"D.J. de",NULL,"Laubenfels, D.J. de",1
R.B.,NULL,NULL,R.B.,1
Littlejohn,E.B.,NULL,"Littlejohn, E.B.",1
Elmore,L.K.M.,NULL,"Elmore, L.K.M.",1
Rasanen,V.,NULL,"Rasanen, V.",1
Nicholls,T.,NULL,"Nicholls, T.",1
"Kwok Leung Yip",NULL,NULL,"Kwok Leung Yip",1
Rogers,K.,NULL,"Rogers, K.",1
Holmes,"G. Reverend",NULL,"Holmes, G. Reverend",1
Holzinger,Prof.,NULL,"Holzinger, Prof.",1
Spelt,R.D.,NULL,"Spelt, R.D.",1
H.S.,NULL,NULL,H.S.,1
Richards,A.,NULL,"Richards, A.",1
Lack,H.W.,NULL,"Lack, H.W.",1
Peacock,R.,NULL,"Peacock, R.",1
Kuijt,J.,Job,"Kuijt, J.",1
Evans,P.J.,NULL,"Evans, P.J.",1
Pike,L.,NULL,"Pike, L.",1
Count,A.B.,NULL,"Count, A.B.",1
Rogers,D.,NULL,"Rogers, D.",1
Singleton,K.,NULL,"Singleton, K.",1
Tacik,T.,NULL,"Tacik, T.",1
Tepper,J.G.O.,NULL,"Tepper, J.G.O.",1
Leighy,C.M.,NULL,"Leighy, C.M.",1
Christianson,I.R.,NULL,"Christianson, I.R.",1
Farlow,W.G.,NULL,"Farlow, W.G.",1
Auchterlonie,R.N.,NULL,"Auchterlonie, R.N.",1
Dodkin,M.J.,NULL,"Dodkin, M.J.",1
Lewis,W.J.,NULL,"Lewis, W.J.",1
Russell,H.L.,NULL,"Russell, H.L.",1
Christ,H.,NULL,"Christ, H.",1
Danser,NULL,NULL,Danser,1
K,NULL,NULL,K,1
Farjon,J.,NULL,"Farjon, J.",1
E.M.,NULL,NULL,E.M.,1
Heaton,J.,NULL,"Heaton, J.",1
Plas,D.,NULL,"Plas, D.",1
Peterson,W.L.,NULL,"Peterson, W.L.",1
Pascalet,P.,NULL,"Pascalet, P.",1
Mitchell,D.W.,David,"Mitchell, D.W.",1
Murray,"J.P. Dr",NULL,"Murray, J.P. Dr",1
Camus,J.M.,NULL,"Camus, J.M.",1
Johnston,R.,NULL,"Johnston, R.",1
Simpson,NULL,NULL,Simpson,1
Calatayud,V.,NULL,"Calatayud, V.",1
Doll,R.,NULL,"Doll, R.",1
Vengard,K.,NULL,"Vengard, K.",1
Sipkes,C.,NULL,"Sipkes, C.",1
Morse,C.A.,Caleb,"Morse, C.A.",1
Moore,D.,NULL,"Moore, D.",1
Waterway,M.J.,NULL,"Waterway, M.J.",1
Webster,J.,NULL,"Webster, J.",1
Renvoize,S.A.,NULL,"Renvoize, S.A.",1
Svantesson,S.C.,Sten,"Svantesson, S.C.",1
McCabe,T.T.,NULL,"McCabe, T.T.",1
Harris,R.,NULL,"Harris, R.",1
Dunn,I.,NULL,"Dunn, I.",1
Wallaston,E.M.,NULL,"Wallaston, E.M.",1
Kiaer,F.C.,NULL,"Kiaer, F.C.",1
Burbidge,M.,NULL,"Burbidge, M.",1
Muller,F.M.,"Frits Mari","Muller, F.M.",1
"Chappill. J.",NULL,NULL,"Chappill. J.",1
Rogers,C.M.,NULL,"Rogers, C.M.",1
Pickard,J.,NULL,"Pickard, J.",1
Ducker,S.,NULL,"Ducker, S.",1
Davis,"Mrs G.L.",NULL,"Davis, Mrs G.L.",1
Calonge,F.D.,NULL,"Calonge, F.D.",1
Harvill,A.M.,NULL,"Harvill, A.M.",1
J.N.M.,NULL,NULL,J.N.M.,1
Hausknecht,A.,NULL,"Hausknecht, A.",1
Gillen,J.S.,NULL,"Gillen, J.S.",1
Neldner,V.L.,NULL,"Neldner, V.L.",1
Cronquist,A.J.,"Arthur John","Cronquist, A.J.",1
Shaw,F.,NULL,"Shaw, F.",1
R.H.A.,NULL,NULL,R.H.A.,1
Stewart,H.L.,Heather,"Stewart, H.L.",1
Willina,T.,NULL,"Willina, T.",1
Morsch,NULL,NULL,Morsch,1
Fish,L.,Lyn,"Fish, L.",1
Richardson,A.,NULL,"Richardson, A.",1
Kershaw,J.S.,NULL,"Kershaw, J.S.",1
Zanardini,G.A.M.,NULL,"Zanardini, G.A.M.",1
Ritter,M.,NULL,"Ritter, M.",1
Ooststroom,"S.J. van",NULL,"Ooststroom, S.J. van",1
Jolinon,J.C.,NULL,"Jolinon, J.C.",1
Burke,W.D.,NULL,"Burke, W.D.",1
Forsyth,W.,NULL,"Forsyth, W.",1
Thiers,H.D.,NULL,"Thiers, H.D.",1
Swan,H.N.,NULL,"Swan, H.N.",1
Starmühler,U.,NULL,"Starmühler, U.",1
Cookson,J.C.,NULL,"Cookson, J.C.",1
Hagström,J.,NULL,"Hagström, J.",1
Saunders,A.,NULL,"Saunders, A.",1
Kneen,L.,NULL,"Kneen, L.",1
Gunnarsson,J.G.,Johan,"Gunnarsson, J.G.",1
Arvat.,A.,NULL,"Arvat., A.",1
Armitage,I.,NULL,"Armitage, I.",1
Leal,M.E.,NULL,"Leal, M.E.",1
Eyerdam,W.J.,Walter,"Eyerdam, W.J.",1
Daly,A.,NULL,"Daly, A.",1
Smythe,R.,NULL,"Smythe, R.",1
Sumner,E.E.,Emma,"Sumner, E.E.",1
Schulz,O.E.,"Otto Eugen","Schulz, O.E.",1
Regner,Dr,NULL,"Regner, Dr",1
Ostenfeld,C.H.,NULL,"Ostenfeld, C.H.",1
Joseph,R.G.,NULL,"Joseph, R.G.",1
Litvinenko,I.,NULL,"Litvinenko, I.",1
Sun,K.,NULL,"Sun, K.",1
Turner,B.L.,NULL,"Turner, B.L.",1
Chandler,G.,NULL,"Chandler, G.",1
Nolte,E.F.,NULL,"Nolte, E.F.",1
Eschscholtz,J.F.G.,NULL,"Eschscholtz, J.F.G.",1
Bernouilli,W.,Wilhelm,"Bernouilli, W.",1
J.B.,NULL,NULL,J.B.,1
Berrie,G.K.,NULL,"Berrie, G.K.",1
Ariati,S.,NULL,"Ariati, S.",1
Doueal,M.,Mark,"Doueal, M.",1
Bresadola,NULL,NULL,Bresadola,1
Stemmer,L.R.,NULL,"Stemmer, L.R.",1
Scarlett,N.J.,NULL,"Scarlett, N.J.",1
Maggs,C.A.,NULL,"Maggs, C.A.",1
Imada,C.,NULL,"Imada, C.",1
Bryce,R.,NULL,"Bryce, R.",1
Burgess,I.P.,NULL,"Burgess, I.P.",1
Black,K.W.,NULL,"Black, K.W.",1
James,L.,NULL,"James, L.",1
Michael,P.O.,NULL,"Michael, P.O.",1
Kurokawa,K.,NULL,"Kurokawa, K.",1
Stace,H.,NULL,"Stace, H.",1
Solly,L.,NULL,"Solly, L.",1
Soran,V.,NULL,"Soran, V.",1
Hallett,M.,NULL,"Hallett, M.",1
Sanchez-Ken,J.G.,"Jorge Gabriel","Sanchez-Ken, J.G.",1
Woolls,NULL,NULL,Woolls,1
Punithalingam,Dr,NULL,"Punithalingam, Dr",1
RCHB.,NULL,NULL,RCHB.,1
Gross,C.,NULL,"Gross, C.",1
Haglund,G.,NULL,"Haglund, G.",1
Gilbert,C.A.B.,NULL,"Gilbert, C.A.B.",1
Cook,D.E.,Damien,"Cook, D.E.",1
Heslop-Harrison,Y.,NULL,"Heslop-Harrison, Y.",1
Story,R.,NULL,"Story, R.",1
Kawasaki,M.L.,NULL,"Kawasaki, M.L.",1
Forester,J.,NULL,"Forester, J.",1
Appelman,C.N.,NULL,"Appelman, C.N.",1
Tovar,O.,NULL,"Tovar, O.",1
Hadgson,E.A.,NULL,"Hadgson, E.A.",1
Weber,"Prof. W.A.",NULL,"Weber, Prof. W.A.",1
Wilson,H.,NULL,"Wilson, H.",1
Romoleroux,K.,Katya,"Romoleroux, K.",1
Richards,P.G.,NULL,"Richards, P.G.",1
Harley,R.G.,NULL,"Harley, R.G.",1
Brett,W.,NULL,"Brett, W.",1
Peterson,B.H.,Bo,"Peterson, B.H.",1
Simonkai,"L. von",Lájos,"Simonkai, L. von",1
Blaylock,A.J.,Amy,"Blaylock, A.J.",1
Tankard,I.,NULL,"Tankard, I.",1
Steetz,Dr,NULL,"Steetz, Dr",1
Popov,M.,NULL,"Popov, M.",1
Crotty,N.S.,NULL,"Crotty, N.S.",1
Sedgewick,L.,NULL,"Sedgewick, L.",1
"Janes, J.K.; Duretto, M.F.",NULL,NULL,"Janes, J.K.; Duretto, M.F.",1
CAC,NULL,NULL,CAC,1
Türpe,A.M.,Anna,"Türpe, A.M.",1
Focke,W.O.,"Wilhelm Olbers","Focke, W.O.",1
Bungen,C.,NULL,"Bungen, C.",1
Bondev,I.,NULL,"Bondev, I.",1
Kernan,C.,NULL,"Kernan, C.",1
Arm,C.G.,NULL,"Arm, C.G.",1
Juslén,A.,Aino,"Juslén, A.",1
Ford,M.,NULL,"Ford, M.",1
Smith,L.V.,NULL,"Smith, L.V.",1
Perkins,E.,Earn,"Perkins, E.",1
Lowery,B.B.,"Bede Barlow","Lowery, B.B.",1
Bell,A.,NULL,"Bell, A.",1
Barnett,P.,NULL,"Barnett, P.",1
Arbo,M.M.,Maria,"Arbo, M.M.",1
Herman,P.,NULL,"Herman, P.",1
Huntley,B.J.,Brian,"Huntley, B.J.",1
Baume,D.,NULL,"Baume, D.",1
Boyd-Squires,M.,NULL,"Boyd-Squires, M.",1
Chapman,W.S.,NULL,"Chapman, W.S.",1
Blake,F.,NULL,"Blake, F.",1
Atala,F.,NULL,"Atala, F.",1
Lamba,L.C.,NULL,"Lamba, L.C.",1
Smith,A.H.,NULL,"Smith, A.H.",1
Kraft,G.,NULL,"Kraft, G.",1
Bernard,NULL,NULL,Bernard,1
Brownscombe,J.,NULL,"Brownscombe, J.",1
Jenkinson,A.E.,NULL,"Jenkinson, A.E.",1
Muir,A.,NULL,"Muir, A.",1
Smith,J.D.,NULL,"Smith, J.D.",1
Bruggen,"H.W.E. van",NULL,"Bruggen, H.W.E. van",1
Trana,T.D.,NULL,"Trana, T.D.",1
"Van Der Heul",T.M.,Teresa,"Van Der Heul, T.M.",1
Tucker,E.M.,NULL,"Tucker, E.M.",1
Benson,J.S.,NULL,"Benson, J.S.",1
Madison,M.T.,Michael,"Madison, M.T.",1
Clayton,M.N.,NULL,"Clayton, M.N.",1
Ho,B.C.,NULL,"Ho, B.C.",1
Hathaway,R.W.,NULL,"Hathaway, R.W.",1
B.,NULL,NULL,B.,1
Bullimore,J.,NULL,"Bullimore, J.",1
I.B.M.,NULL,NULL,I.B.M.,1
Greenfield,M.,NULL,"Greenfield, M.",1
Speirs,A.,Andrew,"Speirs, A.",1
Sancho,L.G.,NULL,"Sancho, L.G.",1
Bennett,N.S.,NULL,"Bennett, N.S.",1
Forde,M.B.,Margot,"Forde, M.B.",1
Pteancu,P.,NULL,"Pteancu, P.",1
Hicks,L.,NULL,"Hicks, L.",1
Muell,F.,NULL,"Muell, F.",1
Pike,H.,NULL,"Pike, H.",1
Melderis,A.,Aleksandre,"Melderis, A.",1
Muller,J.,NULL,"Muller, J.",1
Heuning,P.,NULL,"Heuning, P.",1
Adelbert,A.G.L.,NULL,"Adelbert, A.G.L.",1
Arroyo,M.T.K.,NULL,"Arroyo, M.T.K.",1
Robinson,C.S.,NULL,"Robinson, C.S.",1
Trease,N.A.,Nick,"Trease, N.A.",1
Cumming,R.G.,NULL,"Cumming, R.G.",1
Woolls,W.,William,"Woolls, W.",1
Rose,P.F.,NULL,"Rose, P.F.",1
Bartram,E.R.,NULL,"Bartram, E.R.",1
Rajput,M.T.M.,NULL,"Rajput, M.T.M.",1
Sutter,G.R.,NULL,"Sutter, G.R.",1
Hegewald,E.,NULL,"Hegewald, E.",1
C.H.N.,NULL,NULL,C.H.N.,1
Dunham,E.,NULL,"Dunham, E.",1
Conrick,P.E.,NULL,"Conrick, P.E.",1
PFM,NULL,NULL,PFM,1
Hammer,S.,NULL,"Hammer, S.",1
Hoogh,"R.J. de",NULL,"Hoogh, R.J. de",1
Huggins,C.W.,NULL,"Huggins, C.W.",1
Githens,T.S.,NULL,"Githens, T.S.",1
Smith,B.,NULL,"Smith, B.",1
Carter,B.E.,Benjamin,"Carter, B.E.",1
Boyd,L.,NULL,"Boyd, L.",1
Ikonnikov-Galitzky,N.P.,"Nikolai Petrovic","Ikonnikov-Galitzky, N.P.",1
Boucher,C.,NULL,"Boucher, C.",1
Cavanagh,F.,NULL,"Cavanagh, F.",1
Segarra-Moragues,J.G.," José","Segarra-Moragues, J.G.",1
Kohlmeyer,J.,NULL,"Kohlmeyer, J.",1
Dodd,J.,NULL,"Dodd, J.",1
Stewart,J.,NULL,"Stewart, J.",1
Lovis,V.,NULL,"Lovis, V.",1
Saalfeld,M.,Michael,"Saalfeld, M.",1
Nation,J.,Jesse,"Nation, J.",1
Swednson,U.,NULL,"Swednson, U.",1
J.A.,NULL,NULL,J.A.,1
Holmgren,K.A.,NULL,"Holmgren, K.A.",1
Dowling,R.M.,NULL,"Dowling, R.M.",1
Brogden,L.,NULL,"Brogden, L.",1
Kostermans,NULL,NULL,Kostermans,1
"Aubert de la Rue",E.,Edgar,"Aubert de la Rue, E.",1
Leavitt,S.D.,NULL,"Leavitt, S.D.",1
Chapman,W.D.,NULL,"Chapman, W.D.",1
Malinvaud,L.J.E.,NULL,"Malinvaud, L.J.E.",1
Brownlie,G.,Garth,"Brownlie, G.",1
Mills,R.J.,NULL,"Mills, R.J.",1
Smithson,S.,NULL,"Smithson, S.",1
Blaxell,D.A.,NULL,"Blaxell, D.A.",1
Paiva,J.A.R.,NULL,"Paiva, J.A.R.",1
Stone,M.A.,NULL,"Stone, M.A.",1
Daley,A.,NULL,"Daley, A.",1
Hardy,A.D.,NULL,"Hardy, A.D.",1
Froelich,"J.A. von",NULL,"Froelich, J.A. von",1
James,R.,Rebecca,"James, R.",1
Makdissi,R.,Rhys,"Makdissi, R.",1
Hildebrand,F.H.G.,NULL,"Hildebrand, F.H.G.",1
Hawksworth,NULL,NULL,Hawksworth,1
R.E.,NULL,NULL,R.E.,1
Tolmatchev,A.,NULL,"Tolmatchev, A.",1
Paul,J.,NULL,"Paul, J.",1
Dennis,R.J.,Ross,"Dennis, R.J.",1
Coelho,D.F.,NULL,"Coelho, D.F.",1
Hart,D.S.,NULL,"Hart, D.S.",1
Bostock,P.,NULL,"Bostock, P.",1
Donner,N.,NULL,"Donner, N.",1
Renner,G.,NULL,"Renner, G.",1
Troia,A.,NULL,"Troia, A.",1
Sankowsky,N.,NULL,"Sankowsky, N.",1
Leithhead,W.G.,Bill,"Leithhead, W.G.",1
Davidov,B.,Bozimir,"Davidov, B.",1
Arroyo,M.K.,NULL,"Arroyo, M.K.",1
Ross,E.,NULL,"Ross, E.",1
Claridge,D.,NULL,"Claridge, D.",1
Mill,H.,Helen,"Mill, H.",1
Schindler,A.K.,NULL,"Schindler, A.K.",1
Patrich,S.,NULL,"Patrich, S.",1
"French Snr",C.,NULL,"French Snr, C.",1
Makmood,L.,NULL,"Makmood, L.",1
Reeves,H.T.,NULL,"Reeves, H.T.",1
Watson,E.V.,Eric,"Watson, E.V.",1
Wallnöfer,B.,Bruno,"Wallnöfer, B.",1
Lunt,I.,NULL,"Lunt, I.",1
Stanberg,L.,NULL,"Stanberg, L.",1
"García Martín",F.,NULL,"García Martín, F.",1
Singh,H.B.,NULL,"Singh, H.B.",1
Hansen,E.S.,NULL,"Hansen, E.S.",1
Vaz,A.,NULL,"Vaz, A.",1
McLean,H.D.,NULL,"McLean, H.D.",1
Eickhoff,L.,NULL,"Eickhoff, L.",1
Nyulasy,C.W.,NULL,"Nyulasy, C.W.",1
Cardot,J.,NULL,"Cardot, J.",1
Brittlebank,C.C.,NULL,"Brittlebank, C.C.",1
Wheeler,L.C.,Louis,"Wheeler, L.C.",1
Wang,W.T.,Wen-Tsai,"Wang, W.T.",1
Darragh,T.,NULL,"Darragh, T.",1
Goodger,J.,NULL,"Goodger, J.",1
Atkins,S.,NULL,"Atkins, S.",1
Kibby,G.G.,Geoff,"Kibby, G.G.",1
Richter,R.,Reiner,"Richter, R.",1
Lyndon,E.,Ellen,"Lyndon, E.",1
Walter,C.W.,NULL,"Walter, C.W.",1
Hollamby,G.,NULL,"Hollamby, G.",1
Issar,S.C.,NULL,"Issar, S.C.",1
Smyk,G.,NULL,"Smyk, G.",1
Scott,A.J.,NULL,"Scott, A.J.",1
Campbell,A,Alastair,"Campbell, A",1
Cunn,G.H.,NULL,"Cunn, G.H.",1
Vassiljev,V.N.,NULL,"Vassiljev, V.N.",1
Power,G.,NULL,"Power, G.",1
Armit,"W.E. de M.","William Edington de Margrat","Armit, W.E. de M.",1
Laundon,J.R.,NULL,"Laundon, J.R.",1
Chen,C.E.,NULL,"Chen, C.E.",1
Mobs,M.A.,NULL,"Mobs, M.A.",1
Johnstone,I.M.,NULL,"Johnstone, I.M.",1
Nicholson,NULL,NULL,Nicholson,1
"E.-M.-Arndt-Univ. Sektion Biol",NULL,NULL,"E.-M.-Arndt-Univ. Sektion Biol",1
McGregor,L.,NULL,"McGregor, L.",1
Fitzgerald,NULL,NULL,Fitzgerald,1
Cann,H.J.,NULL,"Cann, H.J.",1
Gaskett,A.C.,Anne,"Gaskett, A.C.",1
"Jones et al.",NULL,NULL,"Jones et al.",1
Christ,NULL,NULL,Christ,1
Tommson,G.K.,NULL,"Tommson, G.K.",1
Hauk,W.D.,Warren,"Hauk, W.D.",1
Mahonoud,L.,NULL,"Mahonoud, L.",1
Pardew,K.,Kelly,"Pardew, K.",1
Edwards,J.,"Jacqueline ","Edwards, J.",1
Eldridge,D.,NULL,"Eldridge, D.",1
Clark,S.,Steve,"Clark, S.",1
Piterans,A.V.,NULL,"Piterans, A.V.",1
Huggins,W.,NULL,"Huggins, W.",1
Kershaw,W.,NULL,"Kershaw, W.",1
Bonoparte,R.,NULL,"Bonoparte, R.",1
Graham,S.A.T.,Shirley,"Graham, S.A.T.",1
Burges,N.A.,NULL,"Burges, N.A.",1
Hind,D.J.N.,NULL,"Hind, D.J.N.",1
Thomson,I.,NULL,"Thomson, I.",1
Beetham,J.,NULL,"Beetham, J.",1
Talbot,R.,NULL,"Talbot, R.",1
Brandt,E.,Evelyn,"Brandt, E.",1
Holst,B.K.,NULL,"Holst, B.K.",1
O.P.R.,NULL,NULL,O.P.R.,1
Nek,"F.I. van",NULL,"Nek, F.I. van",1
Greenwood,H.,NULL,"Greenwood, H.",1
Yokoyama,K.,NULL,"Yokoyama, K.",1
Rudman,T.,NULL,"Rudman, T.",1
Castellanos,A.,NULL,"Castellanos, A.",1
Rogers,F.,NULL,"Rogers, F.",1
Howe,F.,NULL,"Howe, F.",1
Weigend,M.,Maximilian,"Weigend, M.",1
Tong,S.,Sylvester,"Tong, S.",1
Baagøe,J.,NULL,"Baagøe, J.",1
Welch,W.H.,NULL,"Welch, W.H.",1
Goodall,D.W.,NULL,"Goodall, D.W.",1
Tratt,P.,NULL,"Tratt, P.",1
Moura,T.M.,Tânia,"Moura, T.M.",1
Hotchkiss,A.T.,NULL,"Hotchkiss, A.T.",1
"Larsen Jr",H.J.,NULL,"Larsen Jr, H.J.",1
Lindsay,D.G.,NULL,"Lindsay, D.G.",1
"MELISR admin",NULL,NULL,"MELISR admin",1
Grace,J.R.,NULL,"Grace, J.R.",1
Spindler,NULL,NULL,Spindler,1
Matthews,P.,NULL,"Matthews, P.",1
Craib,W.G.,NULL,"Craib, W.G.",1
Puttock,C.R.,NULL,"Puttock, C.R.",1
Cameron,M.,NULL,"Cameron, M.",1
Hannaford,S.,NULL,"Hannaford, S.",1
"Churchill S.P.",NULL,NULL,"Churchill S.P.",1
Kilgour,C.D.,NULL,"Kilgour, C.D.",1
Bourgeau,NULL,NULL,Bourgeau,1
Pedersen,"Capt. V.",NULL,"Pedersen, Capt. V.",1
Kellesmann,J.,NULL,"Kellesmann, J.",1
"Tonkin J.E.",NULL,NULL,"Tonkin J.E.",1
Moore,C.,"Charles ","Moore, C.",1
Herb.,NULL,NULL,Herb.,1
Teunissen-Werkhoven,M.,NULL,"Teunissen-Werkhoven, M.",1
Zimmer,R.,NULL,"Zimmer, R.",1
Joubert,D.,NULL,"Joubert, D.",1
Degener,O.,Otto,"Degener, O.",1
Touw,D.,NULL,"Touw, D.",1
Richter,P.,NULL,"Richter, P.",1
Edgecombe,W.,NULL,"Edgecombe, W.",1
Caulfield,H.,NULL,"Caulfield, H.",1
Gibb,A.B.,NULL,"Gibb, A.B.",1
L.,NULL,NULL,L.,1
Orchard,D.,NULL,"Orchard, D.",1
Ericsson,S.,Stefan,"Ericsson, S.",1
Laessoe,T.,NULL,"Laessoe, T.",1
Turner,P.,NULL,"Turner, P.",1
Potts,G.,George,"Potts, G.",1
Tindale,"Dr. M.",NULL,"Tindale, Dr. M.",1
Ganter,W.F.,NULL,"Ganter, W.F.",1
Armon,O.,NULL,"Armon, O.",1
Ohlsen,D.,NULL,"Ohlsen, D.",1
Thomas,J.E.,NULL,"Thomas, J.E.",1
Nicholson,C.,NULL,"Nicholson, C.",1
