family_name,initials,given_names,name,num_det
Rupp,H.M.R.,NULL,"Rupp, H.M.R.",24
Radford,I.,NULL,"Radford, I.",24
Wieringa,J.J.,NULL,"Wieringa, J.J.",24
Kemp,J.,NULL,"Kemp, J.",24
Ali,S.I.,NULL,"Ali, S.I.",24
Thompson,B.,NULL,"Thompson, B.",24
Bentham,G.,George,"Bentham, G.",24
Hubregtse,V.,Virgil,"Hubregtse, V.",24
Paget,A.,NULL,"Paget, A.",24
Robins,P.,NULL,"Robins, P.",24
Knoblauch,E.F.,NULL,"Knoblauch, E.F.",24
Bailey,A.,NULL,"Bailey, A.",24
Linczevski,I.A.,NULL,"Linczevski, I.A.",24
Bannister,J.M.,NULL,"Bannister, J.M.",24
Ståhl,B.,NULL,"Ståhl, B.",24
Edwards,C.M.,Cheryl,"Edwards, C.M.",23
Ehrendorfer,F.,NULL,"Ehrendorfer, F.",23
Fechner,N.,Nigel,"Fechner, N.",23
Anderson,R.J.,NULL,"Anderson, R.J.",23
Zhang,X.,NULL,"Zhang, X.",23
Reader,F.M.,"Felix Maximilian","Reader, F.M.",23
Affolter,J.,NULL,"Affolter, J.",23
Thongpukdee,A.,NULL,"Thongpukdee, A.",23
Kull,C.A.,Christian,"Kull, C.A.",23
Dennis,Jean,NULL,"Dennis, Jean",23
Edginton,M.A.,NULL,"Edginton, M.A.",23
Bell,K.L.,Karen,"Bell, K.L.",23
Coates,F.,Fiona,"Coates, F.",23
Anderson,G.,NULL,"Anderson, G.",23
"Lewis Smith",R.I.,NULL,"Lewis Smith, R.I.",23
Rouse,D.,Dean,"Rouse, D.",23
Radford,A.E.,NULL,"Radford, A.E.",23
Hooper,R.G.,Robert,"Hooper, R.G.",23
Thomson,J.A.,NULL,"Thomson, J.A.",23
Goffinet,B.,NULL,"Goffinet, B.",23
Mullins,E.,NULL,"Mullins, E.",23
Stuart,C.,Charles,"Stuart, C.",23
Wood,G.H.S.,NULL,"Wood, G.H.S.",22
Edginton,M.,NULL,"Edginton, M.",22
Jackes,B.,NULL,"Jackes, B.",22
Quinn,C.J.,NULL,"Quinn, C.J.",22
Rutherford,S.,NULL,"Rutherford, S.",22
MacDougal,J.M.,John,"MacDougal, J.M.",22
Cooke,W.B.,NULL,"Cooke, W.B.",22
Hutchinson,E.P.,NULL,"Hutchinson, E.P.",22
Thomson,G.K.,NULL,"Thomson, G.K.",22
Overton,B.,NULL,"Overton, B.",22
Legon,N.W.,NULL,"Legon, N.W.",22
Raulings,E.J.,Elisa,"Raulings, E.J.",22
Thogersen,P.-J.,NULL,"Thogersen, P.-J.",22
Boivin,B.,NULL,"Boivin, B.",22
McGillivray,D.,NULL,"McGillivray, D.",22
McDonnell,P.,NULL,"McDonnell, P.",21
Paulus,B.C.,NULL,"Paulus, B.C.",21
McDougall,K.L.,Keith,"McDougall, K.L.",21
DeFilipps,R.A.,NULL,"DeFilipps, R.A.",21
Yoshimura,I.,NULL,"Yoshimura, I.",21
Watling,R.,Roy,"Watling, R.",21
Paterson,B.,NULL,"Paterson, B.",21
Ginns,J.,NULL,"Ginns, J.",21
Stoner,N.,NULL,"Stoner, N.",21
Adams,P.B.,NULL,"Adams, P.B.",21
Bosch,"R.B. van den",NULL,"Bosch, R.B. van den",21
Nightingale,M.E.,Maggie,"Nightingale, M.E.",21
Pócs,T.,NULL,"Pócs, T.",21
Förther,H.,Harald,"Förther, H.",21
Cook,D.,Damien,"Cook, D.",21
Mallinson,D.,NULL,"Mallinson, D.",21
Bosanquet,S.D.S.,Sam,"Bosanquet, S.D.S.",21
Urban,I.,NULL,"Urban, I.",21
Krog,H.,NULL,"Krog, H.",21
Andrews,S.,NULL,"Andrews, S.",21
Godden,D.C.,NULL,"Godden, D.C.",20
Dellow,J.J.,NULL,"Dellow, J.J.",20
Piggin,C.,NULL,"Piggin, C.",20
Hawker,J.,NULL,"Hawker, J.",20
Groom,Q.,Quentin,"Groom, Q.",20
Mathieson,M.T.,NULL,"Mathieson, M.T.",20
"De Nardi",J.,NULL,"De Nardi, J.",20
Bayer,R.,Randall,"Bayer, R.",20
Williams,I.J.M.,Ion,"Williams, I.J.M.",20
Kon,K.F.,NULL,"Kon, K.F.",20
Sommerville,K.,NULL,"Sommerville, K.",20
Larke,R.A.,Russell,"Larke, R.A.",20
Diels,F.L.E.,"Friedrich Ludwig Emil","Diels, F.L.E.",20
"Pimm Lyon",S.,Stephanie,"Pimm Lyon, S.",20
Buck,"William R.",NULL,"Buck, William R.",20
Ngan,P.T.,NULL,"Ngan, P.T.",20
Ford,N.C.,NULL,"Ford, N.C.",20
Rogers,Z.S.,Zachary,"Rogers, Z.S.",20
Whibley,D.,NULL,"Whibley, D.",20
Ngan,P.R.,NULL,"Ngan, P.R.",20
Heyligers,P.C.,Petrus,"Heyligers, P.C.",20
Bujorean,G.,George,"Bujorean, G.",20
Taseski,G.M.,NULL,"Taseski, G.M.",20
Rodman,J.E.,NULL,"Rodman, J.E.",19
Dugdale,A.M.,Anthony,"Dugdale, A.M.",19
Janosik,L.,Lukas,"Janosik, L.",19
Dore,W.G.,NULL,"Dore, W.G.",19
Johnson,J.,NULL,"Johnson, J.",19
Andrews,"A. LeRoy",NULL,"Andrews, A. LeRoy",19
Curry,S.,NULL,"Curry, S.",19
Cameron,E.K.,NULL,"Cameron, E.K.",19
Neilsen,I.,NULL,"Neilsen, I.",19
Dakshini,K.M.M.,NULL,"Dakshini, K.M.M.",19
Mucher,W.,NULL,"Mucher, W.",19
Phillips,J.,NULL,"Phillips, J.",19
"Da Costa",E.W.B.,NULL,"Da Costa, E.W.B.",19
Brown,G.K.,Gillian,"Brown, G.K.",19
Newbey,K.,NULL,"Newbey, K.",19
Foard,H.,NULL,"Foard, H.",19
Tanaka,Y.,NULL,"Tanaka, Y.",19
Irvine,A.K.,NULL,"Irvine, A.K.",19
Weymouth,W.A.,NULL,"Weymouth, W.A.",19
Tisdall,H.T.N.,NULL,"Tisdall, H.T.N.",19
Snider,J.A.,Jerry,"Snider, J.A.",19
Cao,Z.Y.,Zi-yu,"Cao, Z.Y.",19
Gillett,G.W.,George,"Gillett, G.W.",19
Maiden,J.H.,"Joseph Henry","Maiden, J.H.",19
Henssen,A.,NULL,"Henssen, A.",19
Seidl,M.,NULL,"Seidl, M.",19
Reid,A.R.,NULL,"Reid, A.R.",19
Harris,S.A.,NULL,"Harris, S.A.",19
Coles,"C. A.",NULL,"Coles, C. A.",19
Luecking,R.,NULL,"Luecking, R.",19
Thor,G.,NULL,"Thor, G.",19
Wetmore,C.,NULL,"Wetmore, C.",19
Marginson,J.C.,NULL,"Marginson, J.C.",19
Alley,D.,NULL,"Alley, D.",19
Orme,A.E.,NULL,"Orme, A.E.",19
Burkill,H.M.,NULL,"Burkill, H.M.",19
Kuchel,R.H.,NULL,"Kuchel, R.H.",18
CANB,NULL,NULL,CANB,18
Godron,D.A.,NULL,"Godron, D.A.",18
Nowak,S.,Slawomir,"Nowak, S.",18
Thomas,R.,NULL,"Thomas, R.",18
Buchanan,A.M.,NULL,"Buchanan, A.M.",18
Barkla,M.G.,Michael,"Barkla, M.G.",18
Ahles,H.E.,Harry,"Ahles, H.E.",18
Piesse,A.D.J.,NULL,"Piesse, A.D.J.",18
Stokes,S.G.,NULL,"Stokes, S.G.",18
Tyrrel,C.,NULL,"Tyrrel, C.",18
Körnicke,F.A.,Friedrich,"Körnicke, F.A.",18
Harden,G.J.,NULL,"Harden, G.J.",18
Marriott,N.,NULL,"Marriott, N.",18
Murphy,D.,NULL,"Murphy, D.",18
James,T.A.,NULL,"James, T.A.",18
Merrill,E.D.,Elmer,"Merrill, E.D.",18
Ford,N.,NULL,"Ford, N.",18
Hooker,J.D.,"Joseph Dalton","Hooker, J.D.",18
Kützing,F.T.,NULL,"Kützing, F.T.",18
Menkhorst,K.,NULL,"Menkhorst, K.",18
Lindsay,D.C.,NULL,"Lindsay, D.C.",18
Stearn,W.T.,NULL,"Stearn, W.T.",18
Tame,T.M.,NULL,"Tame, T.M.",18
Maier,E.,NULL,"Maier, E.",18
Barnsley,B.,NULL,"Barnsley, B.",18
Bruggeman-Nannenga,M.A.,Ida,"Bruggeman-Nannenga, M.A.",18
Foster,P.I.,NULL,"Foster, P.I.",17
Ashton,D.H.,NULL,"Ashton, D.H.",17
Harris,S.G.,NULL,"Harris, S.G.",17
Linczevski,A.,NULL,"Linczevski, A.",17
Pyrke,A.,NULL,"Pyrke, A.",17
Meisner,C.D.F.,"Carl Daniel Friedrich","Meisner, C.D.F.",17
Crawford,I.R.,NULL,"Crawford, I.R.",17
Matheny,P.B.,Patrick,"Matheny, P.B.",17
Sicha,K.,NULL,"Sicha, K.",17
Curtis,H.,NULL,"Curtis, H.",17
Chang,H.,Homing,"Chang, H.",17
Noro,T.,NULL,"Noro, T.",17
Sparshott,K.M.,NULL,"Sparshott, K.M.",17
Fabius,Brother,NULL,"Fabius, Brother",17
Royce,R.D.,NULL,"Royce, R.D.",17
Archer,R.H.,NULL,"Archer, R.H.",17
Parsons,R.F.,Robert,"Parsons, R.F.",17
Wied,"M.A.P. zu",NULL,"Wied, M.A.P. zu",17
Topa,E.,Emilian,"Topa, E.",17
Cavanagh,A.K.,NULL,"Cavanagh, A.K.",17
Buirchell,B.,NULL,"Buirchell, B.",17
Liede,S.,NULL,"Liede, S.",17
Bakker,K.,NULL,"Bakker, K.",17
Wright,M.,Magali,"Wright, M.",17
Yip,K.L.,NULL,"Yip, K.L.",16
Drège,J.F.,NULL,"Drège, J.F.",16
Anthony,N.C.,Nicola,"Anthony, N.C.",16
Koorders,S.H.,NULL,"Koorders, S.H.",16
Raleigh,R.E.,NULL,"Raleigh, R.E.",16
Rodway,L.,NULL,"Rodway, L.",16
Schot,A.,NULL,"Schot, A.",16
Cowan,R.A.,NULL,"Cowan, R.A.",16
Gasparini,B.,NULL,"Gasparini, B.",16
Chang,Y.S.,NULL,"Chang, Y.S.",16
weiller,C.M.,NULL,"weiller, C.M.",16
Doropoulos,C.,NULL,"Doropoulos, C.",16
Wynne,M.J.,NULL,"Wynne, M.J.",16
Foreman,D.,NULL,"Foreman, D.",16
Brock,M.A.,NULL,"Brock, M.A.",16
CHECK,NULL,NULL,CHECK,16
Jongkind,C.C.H.,NULL,"Jongkind, C.C.H.",16
Ross,E.M.,NULL,"Ross, E.M.",16
Tiver,F.,NULL,"Tiver, F.",16
Moe,R.,NULL,"Moe, R.",16
Canêz,L.,Luciana,"Canêz, L.",16
Sieber,F.W.,"Franz Wilhelm","Sieber, F.W.",16
Rouse,D.T.,NULL,"Rouse, D.T.",16
"Torres C.",R.,Con,"Torres C., R.",16
"N.H. Sinnott",NULL,NULL,"N.H. Sinnott",16
Johns,R.J.,"Robert James","Johns, R.J.",16
Phillips,D.,NULL,"Phillips, D.",16
Walt,"J.J.A. van der",NULL,"Walt, J.J.A. van der",16
Sukkharak,P.,Phiangphak,"Sukkharak, P.",16
Hubbard,C.E.,NULL,"Hubbard, C.E.",16
Middleton,D.J.,"David John","Middleton, D.J.",16
Hampe,G.E.L.,"Georg Ernst Ludwig","Hampe, G.E.L.",16
Martensz,P.N.,NULL,"Martensz, P.N.",16
Papenfuss,G.F.,NULL,"Papenfuss, G.F.",16
Hjortstam,K.,NULL,"Hjortstam, K.",16
Ewart,A.J.,NULL,"Ewart, A.J.",16
Newton,A.,Alice,"Newton, A.",16
Foard,H.J.,NULL,"Foard, H.J.",16
Geltman,D.V.,Dmitri,"Geltman, D.V.",16
Eitner,J.,NULL,"Eitner, J.",15
Brauner,J.T.,NULL,"Brauner, J.T.",15
Hale,"M.E. Jr",Mason,"Hale, M.E. Jr",15
Seaton,K.,Kerry,"Seaton, K.",15
Whalley,A.J.,NULL,"Whalley, A.J.",15
Glenny,D.,David,"Glenny, D.",15
Rakowsky,N.,NULL,"Rakowsky, N.",15
Rudd,V.,NULL,"Rudd, V.",15
Eakin,R.,NULL,"Eakin, R.",15
Bolli,R.,NULL,"Bolli, R.",15
Evans,S.E.,NULL,"Evans, S.E.",15
Forbes,S.,NULL,"Forbes, S.",15
Francis,R.,NULL,"Francis, R.",15
Stefureac,Tr.I.,NULL,"Stefureac, Tr.I.",15
Hommersand,F.C.,NULL,"Hommersand, F.C.",15
Skewes,C.I.,NULL,"Skewes, C.I.",15
Péchon,"T. le",Timothée,"Péchon, T. le",15
Pitts,D.,NULL,"Pitts, D.",15
Hoffmann,P.,Petra,"Hoffmann, P.",15
Oliver,I.M.,Inge,"Oliver, I.M.",15
Orihara,T.,Takamichi,"Orihara, T.",15
Martin,J.,NULL,"Martin, J.",15
Taylor,S.J.,NULL,"Taylor, S.J.",15
Sutton,C.S.,NULL,"Sutton, C.S.",15
Martin,W.,NULL,"Martin, W.",15
Errey,E.G.,NULL,"Errey, E.G.",15
Hind,P.,NULL,"Hind, P.",15
Popov,M.G.,"Mikihail Grigorievic","Popov, M.G.",15
Moritz,J.W.K.,NULL,"Moritz, J.W.K.",15
Judziewicz,E.J.,NULL,"Judziewicz, E.J.",15
Miles,B.A.,NULL,"Miles, B.A.",15
Boomsma,C.D.,NULL,"Boomsma, C.D.",15
Hando,V.,NULL,"Hando, V.",14
Tegart,L.J.,Lachlan,"Tegart, L.J.",14
Kitko,R.D.,Ryan,"Kitko, R.D.",14
Gordon,D.,NULL,"Gordon, D.",14
Richter,D.,NULL,"Richter, D.",14
Xue,B.,Bine,"Xue, B.",14
Wanderley,M.G.L.,"Maria das Graças Lapa","Wanderley, M.G.L.",14
Macdonald,M.B.,Mary,"Macdonald, M.B.",14
Tauss,C.,NULL,"Tauss, C.",14
Christiansen,I.R.,NULL,"Christiansen, I.R.",14
Issac,G.,NULL,"Issac, G.",14
Robinson,B.L.,NULL,"Robinson, B.L.",14
Parker,S.,NULL,"Parker, S.",14
Chiovenda,E.,NULL,"Chiovenda, E.",14
Booker,M.I.H.,NULL,"Booker, M.I.H.",14
Choo,L.J.,NULL,"Choo, L.J.",14
Cooper,R.,NULL,"Cooper, R.",14
Brown,R.,Robert,"Brown, R.",14
Cuff,N.J.,NULL,"Cuff, N.J.",14
Whitehead,B.,NULL,"Whitehead, B.",14
Pescott,H.,NULL,"Pescott, H.",14
Beardsell,D.V.,NULL,"Beardsell, D.V.",14
Kim,J.H.,NULL,"Kim, J.H.",14
Beever,R.E.,NULL,"Beever, R.E.",14
Evans,G.P.,NULL,"Evans, G.P.",14
Bartolome,M.,NULL,"Bartolome, M.",14
Habeeb,H.,NULL,"Habeeb, H.",14
Millar,A.J.K.,NULL,"Millar, A.J.K.",13
Jobson,R.W.,NULL,"Jobson, R.W.",13
Zika,P.F.,Peter,"Zika, P.F.",13
Scarlett,N.,NULL,"Scarlett, N.",13
McDonald,J.V.,Jennifer,"McDonald, J.V.",13
Vogel,"E.F. de",NULL,"Vogel, E.F. de",13
Zamora,N.,NULL,"Zamora, N.",13
Zamora,J.C.,"Juan Carlos","Zamora, J.C.",13
Ising,E.H.,NULL,"Ising, E.H.",13
Vaganiance,J.A.,NULL,"Vaganiance, J.A.",13
Burrell,J.,NULL,"Burrell, J.",13
Rahajanirina,V.,NULL,"Rahajanirina, V.",13
Molloy,B.J.P.,NULL,"Molloy, B.J.P.",13
Cherry,W.A.,Wayne,"Cherry, W.A.",13
Murray,L.J.,NULL,"Murray, L.J.",13
Tamblyn,N.,NULL,"Tamblyn, N.",13
Doust,A.,NULL,"Doust, A.",13
Godwin,M.,NULL,"Godwin, M.",13
Rushing,A.E.,NULL,"Rushing, A.E.",13
White,M.D.,NULL,"White, M.D.",13
Given,D.R.,NULL,"Given, D.R.",13
Blakely,W.F.,NULL,"Blakely, W.F.",13
Muir,B.,NULL,"Muir, B.",13
McDonald,"K.R. (2)",NULL,"McDonald, K.R. (2)",13
Bainbridge,B.J.,NULL,"Bainbridge, B.J.",13
Liden,M.,NULL,"Liden, M.",13
Wurdack,K.J.,Kenneth,"Wurdack, K.J.",13
Blomquist,H.L.,NULL,"Blomquist, H.L.",13
Slooten,"D.F. van",NULL,"Slooten, D.F. van",13
Westphal,E.,NULL,"Westphal, E.",13
Tang,M.S.,"Mo Shih","Tang, M.S.",13
Corrick,A.H.,Andrew,"Corrick, A.H.",13
O'Leary,M.,NULL,"O'Leary, M.",13
Jobson,P.,NULL,"Jobson, P.",13
Carr,S.G.M.,NULL,"Carr, S.G.M.",13
Gundersen,A.L.,NULL,"Gundersen, A.L.",13
Thompson,M.J.,NULL,"Thompson, M.J.",13
Arvidsson,L.,NULL,"Arvidsson, L.",13
Rogers,R.S.,NULL,"Rogers, R.S.",13
Conard,H.S.,NULL,"Conard, H.S.",13
Patterson,K.,Katherine,"Patterson, K.",13
Meikle,R.D.,Robert,"Meikle, R.D.",13
Tucker,N.R.,Neil,"Tucker, N.R.",13
Trautvetter,"E.R. von",NULL,"Trautvetter, E.R. von",13
Reynolds,S.,NULL,"Reynolds, S.",13
Barneby,R.C.,NULL,"Barneby, R.C.",13
Ownbey,G.B.,NULL,"Ownbey, G.B.",13
Carr,D.J.,NULL,"Carr, D.J.",12
Peterson,K.,NULL,"Peterson, K.",12
Simon,B.,NULL,"Simon, B.",12
Berg,C.C.,NULL,"Berg, C.C.",12
Kostermans,A.J.G.H.,"Andre Joseph Guillaume Henri","Kostermans, A.J.G.H.",12
Miles,J.,Jackie,"Miles, J.",12
Singer,R.,NULL,"Singer, R.",12
Barnes,H.F.,Helen,"Barnes, H.F.",12
Glenny,D.S.,David,"Glenny, D.S.",12
ML.,N.H.,NULL,"ML., N.H.",12
Cramer,K.U.,NULL,"Cramer, K.U.",12
Scheele,G.H.A.,NULL,"Scheele, G.H.A.",12
Elix,J.,NULL,"Elix, J.",12
Evans,O.D.,NULL,"Evans, O.D.",12
Skewes,C.,NULL,"Skewes, C.",12
Tonkinson,D.,NULL,"Tonkinson, D.",12
Christiansen,M.S.,NULL,"Christiansen, M.S.",12
Wright,J.E.,NULL,"Wright, J.E.",12
Mattfeld,J.,Johannes,"Mattfeld, J.",12
McDonald,K.R.,NULL,"McDonald, K.R.",12
Wicks,M.P.,Mike,"Wicks, M.P.",12
Bjerke,J.W.,NULL,"Bjerke, J.W.",12
Caspary,J.X.R.,NULL,"Caspary, J.X.R.",12
Drouet,F.E.,NULL,"Drouet, F.E.",12
Brodo,I.M.,NULL,"Brodo, I.M.",12
Persson,H.,NULL,"Persson, H.",12
"Saldías Paz",M.,Mario,"Saldías Paz, M.",12
Dalby,D.H.,NULL,"Dalby, D.H.",12
Hartley,W.,NULL,"Hartley, W.",12
Achtarov,B.T.,Boris,"Achtarov, B.T.",12
Robinson,B.,NULL,"Robinson, B.",12
Fensham,R.,NULL,"Fensham, R.",12
Ramsay,A.K.,NULL,"Ramsay, A.K.",12
Bosman,M.T.M.,NULL,"Bosman, M.T.M.",12
Buchbender,V.,NULL,"Buchbender, V.",12
Dodge,C.W.,NULL,"Dodge, C.W.",12
Schulz,C.,Christian,"Schulz, C.",12
Henwood,M.,Murray,"Henwood, M.",12
Koponen,T.,NULL,"Koponen, T.",12
Tweedie,T.D.,NULL,"Tweedie, T.D.",12
Huang,T.C.,NULL,"Huang, T.C.",12
Rooy,"J. van",NULL,"Rooy, J. van",12
Allison,K.W.,NULL,"Allison, K.W.",12
Rye,B.,Barbara,"Rye, B.",12
Cope,T.,NULL,"Cope, T.",12
Purnell,H.,NULL,"Purnell, H.",11
Nicholls,A.O.,NULL,"Nicholls, A.O.",11
Sousa,M.,NULL,"Sousa, M.",11
Mathews,P.G.,NULL,"Mathews, P.G.",11
Wright,E.,NULL,"Wright, E.",11
Perrie,L.R.,Leon,"Perrie, L.R.",11
Pedley,NULL,NULL,Pedley,11
Franks,A.J.,Andrew,"Franks, A.J.",11
Immelman,K.L.,NULL,"Immelman, K.L.",11
McClelland,D.,Donald,"McClelland, D.",11
Vorotnikov,P.K.,NULL,"Vorotnikov, P.K.",11
Hao,Y.J.,Yan-Jia,"Hao, Y.J.",11
Nelson,D.,NULL,"Nelson, D.",11
Smith,B.J.,NULL,"Smith, B.J.",11
Crichton,G.A.,NULL,"Crichton, G.A.",11
Jago,R.L.,NULL,"Jago, R.L.",11
Totten,H.R.,NULL,"Totten, H.R.",11
Weber,NULL,NULL,Weber,11
Barrett,M.,NULL,"Barrett, M.",11
Black,J.M.,NULL,"Black, J.M.",11
Pascoe,I.,NULL,"Pascoe, I.",11
Garside,S.,NULL,"Garside, S.",11
Burgess,C.E.B.H.,NULL,"Burgess, C.E.B.H.",11
Lorence,D.,David,"Lorence, D.",11
Syme,K.,Katie,"Syme, K.",11
French,C.J.,NULL,"French, C.J.",11
Buck,W.R.,NULL,"Buck, W.R.",11
Amano,M.,NULL,"Amano, M.",11
Lammers,T.G.,NULL,"Lammers, T.G.",11
Asplund,E.,Erik,"Asplund, E.",11
Bell,C.R.,Ritchie,"Bell, C.R.",11
Charlton,D.,David,"Charlton, D.",11
Cameron,A.K.,NULL,"Cameron, A.K.",11
Wills,K.E.,NULL,"Wills, K.E.",11
Robinson,H.,NULL,"Robinson, H.",11
Humphreys,A.M.,Aelys,"Humphreys, A.M.",11
Cribb,P.J.,NULL,"Cribb, P.J.",11
Linzey,J.T.,NULL,"Linzey, J.T.",11
Overall,A.S.,Andy,"Overall, A.S.",11
Vellinga,E.C.,NULL,"Vellinga, E.C.",11
Henderson,R.,NULL,"Henderson, R.",11
Sluiter,I.,NULL,"Sluiter, I.",11
Barker,R.,Robyn,"Barker, R.",11
March,J.A.,NULL,"March, J.A.",11
Emanuelsson,E.,NULL,"Emanuelsson, E.",11
Lyon,S.P.,Stephanie,"Lyon, S.P.",11
Willis,J.,NULL,"Willis, J.",11
Barneby,NULL,NULL,Barneby,11
"Le Breton",C.,NULL,"Le Breton, C.",11
McKenna,S.G.,NULL,"McKenna, S.G.",11
Rushing,A.,NULL,"Rushing, A.",11
Burbidge,A.H.,NULL,"Burbidge, A.H.",11
Smith,H.,NULL,"Smith, H.",11
Spicer,S.,Susan,"Spicer, S.",11
Reeve,J.M.,NULL,"Reeve, J.M.",11
Nevill,G.,NULL,"Nevill, G.",11
Walter,C.,Charles,"Walter, C.",11
Martin,J.,Joy,"Martin, J.",11
Lucas,A.H.S.,NULL,"Lucas, A.H.S.",11
Goods,M.,Maree,"Goods, M.",11
Ward,J.,NULL,"Ward, J.",10
Sneddon,B.V.,NULL,"Sneddon, B.V.",10
Pennington,T.D.,NULL,"Pennington, T.D.",10
Piesse,A.,NULL,"Piesse, A.",10
Smith,N.M.,NULL,"Smith, N.M.",10
Smith,R.,NULL,"Smith, R.",10
Meow,A.,NULL,"Meow, A.",10
Exell,A.W.,NULL,"Exell, A.W.",10
"Tenorio L.",P.,Pedro,"Tenorio L., P.",10
Short,C.W.,"Charles Wilkins","Short, C.W.",10
Byrnes,P.,NULL,"Byrnes, P.",10
"van Leeuwen","S. [=Leeuwen, S. van]",Stephen,"van Leeuwen, S. [=Leeuwen, S. van]",10
Holttum,R.,NULL,"Holttum, R.",10
Chase,M.A.,NULL,"Chase, M.A.",10
Hammel,B.E.,Barry,"Hammel, B.E.",10
Michael,P.,NULL,"Michael, P.",10
Semple,J.C,John,"Semple, J.C",10
"Bakhuizen van den Brink",R.C.,NULL,"Bakhuizen van den Brink, R.C.",10
Llano,G.A.,NULL,"Llano, G.A.",10
Ma,W.,Wen-Zhang,"Ma, W.",10
Kitanov,B.,NULL,"Kitanov, B.",10
Kent,K.,NULL,"Kent, K.",10
Hadobas,H.,NULL,"Hadobas, H.",10
Perold,S.M.,NULL,"Perold, S.M.",10
Carvalho,"A.M.V. de",NULL,"Carvalho, A.M.V. de",10
Staples,G.W.,NULL,"Staples, G.W.",10
Voon,V.,NULL,"Voon, V.",10
Cosson,E.S.,"Ernest Saint-Charles","Cosson, E.S.",10
Mattos,J.R.,Joao,"Mattos, J.R.",10
Hayes,H.C.,NULL,"Hayes, H.C.",10
Thomson,J.,John,"Thomson, J.",10
Cleland,J.B.,NULL,"Cleland, J.B.",10
Pushparajah,M.,NULL,"Pushparajah, M.",10
Sutter,G.,Geoff,"Sutter, G.",10
Mueck,S.G.,Steve,"Mueck, S.G.",10
Mendum,M.,NULL,"Mendum, M.",10
Uotila,P.,Pertti,"Uotila, P.",10
Kenneally,K.F.,NULL,"Kenneally, K.F.",10
Hirst,M.J.,Meg,"Hirst, M.J.",10
Armstrong,J.,NULL,"Armstrong, J.",10
Choo,T.S.,NULL,"Choo, T.S.",10
Lepschi,B.,NULL,"Lepschi, B.",10
Marshall,A.H.,Howell,"Marshall, A.H.",10
Spooner,B.M.,NULL,"Spooner, B.M.",10
Tindale,Dr.,NULL,"Tindale, Dr.",10
Baba,Y.,Yumiko,"Baba, Y.",10
Walsh,N.,NULL,"Walsh, N.",10
Looker,M.,NULL,"Looker, M.",10
Lopes,P.,NULL,"Lopes, P.",10
VQ,NULL,NULL,VQ,10
Thorn,R.G.,Greg,"Thorn, R.G.",10
BRI,NULL,NULL,BRI,10
Booth,E.S.,NULL,"Booth, E.S.",9
Pennay,C.,NULL,"Pennay, C.",9
Henrici,A.,NULL,"Henrici, A.",9
D'Arcy,W.G.,NULL,"D'Arcy, W.G.",9
Jordan,R.,Rebecca,"Jordan, R.",9
Hucks,L.A.,NULL,"Hucks, L.A.",9
Reid,D.A.,NULL,"Reid, D.A.",9
Martensz,P.,NULL,"Martensz, P.",9
Regan,M.,NULL,"Regan, M.",9
Vanky,K.,NULL,"Vanky, K.",9
Froden,P.,NULL,"Froden, P.",9
Ingram,K.,NULL,"Ingram, K.",9
Rosenstock,E.,Eduard,"Rosenstock, E.",9
Smith,L.,NULL,"Smith, L.",9
Leliaert,F.,NULL,"Leliaert, F.",9
Chaudhri,M.N.,NULL,"Chaudhri, M.N.",9
Brooker,I.H.,Ian,"Brooker, I.H.",9
Cooper,W.E.,NULL,"Cooper, W.E.",9
Berndt,R.,NULL,"Berndt, R.",9
Hicks,A.J.,NULL,"Hicks, A.J.",9
McKee,H.S.,NULL,"McKee, H.S.",9
Kellow,A.V.,Alison,"Kellow, A.V.",9
Montoya,C.S.,"Carlos Salvador","Montoya, C.S.",9
Bell,H.,NULL,"Bell, H.",9
Muyt,A.,NULL,"Muyt, A.",9
Shipland,K.,NULL,"Shipland, K.",9
Jessup,L.,NULL,"Jessup, L.",9
Falconer,M.,NULL,"Falconer, M.",9
Benatti,M.N.,Michel,"Benatti, M.N.",9
Boissier,P.E.,"Pierre Edmond","Boissier, P.E.",9
Karlsson,T.,Thomas,"Karlsson, T.",9
Chao,Y.-S.,Yi-Shan,"Chao, Y.-S.",9
Cropper,S.,NULL,"Cropper, S.",9
Plunkett,G.T.,George,"Plunkett, G.T.",9
Connor,H.E.,NULL,"Connor, H.E.",9
King,G.,George,"King, G.",9
Bailey,F.M.,"Frederick Manson","Bailey, F.M.",9
Winkworth,R.E.,NULL,"Winkworth, R.E.",9
Batty,E.L.,Erin,"Batty, E.L.",9
Vuyk,D.,NULL,"Vuyk, D.",9
Jørgensen,P.M.,"Per Magnus","Jørgensen, P.M.",9
Ngugi,L.B.,Lorna,"Ngugi, L.B.",9
Schofield,J.,NULL,"Schofield, J.",9
Lewington,R.J.,Rodney,"Lewington, R.J.",9
Watson,E.,NULL,"Watson, E.",9
Upson,T.M.,NULL,"Upson, T.M.",9
Bean,P.A.,NULL,"Bean, P.A.",9
Rudd,V.E.,NULL,"Rudd, V.E.",9
Pescott,R.,NULL,"Pescott, R.",9
Magnusson,A.H.,"Adolf Hugo","Magnusson, A.H.",9
Stace,H.M.,NULL,"Stace, H.M.",9
Warnstorf,C.,NULL,"Warnstorf, C.",9
Blake,S.,NULL,"Blake, S.",9
Mahmood,L.,NULL,"Mahmood, L.",9
Wilson,G.W.,NULL,"Wilson, G.W.",9
