,COLL_ID,NAME,LNAME,FNAME,MNAME,match_name,left_side,right_side,similarity,dup_count,item,itemLabel,surname,initials,canonical_string,orcid,viaf,isni,harv,ipni,abbr,bloodhound_id,enc_au_sc_id,au_dict_bio,yob,yod,wyb,wye,wikidata_link,orcid_link,harv_link,ipni_link,bloodhound_link,enc_au_sc_link,au_dict_bio_link
6200,WILLL2,Williams L.O.,Williams,Louis,Otto,"Williams, L.O.","Williams, L.O.","Williams, L.O.",1.0,1.0,http://www.wikidata.org/entity/Q1871895,Louis Otho Williams,Williams,L.O.,"Williams, L.O.",,113632476,0000 0000 8473 1484,16499.0,11706-1,L.O.Williams,,,,1908.0,1991.0,,,http://www.wikidata.org/wiki/Q1871895,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=16499,https://www.ipni.org/a/11706-1,,,
6202,MCLRC,McLean R.C.,McLean,Robert,Colquhoun,"McLean, R.C.","McLean, R.C.","McLean, R.C.",1.0,1.0,http://www.wikidata.org/entity/Q21520274,Robert Colquhoun McLean,McLean,R.C.,"McLean, R.C.",,110166171,0000 0001 1698 441X,62167.0,23173-1,McLean,,,,1890.0,1981.0,,,http://www.wikidata.org/wiki/Q21520274,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=62167,https://www.ipni.org/a/23173-1,,,
6235,S665,Shevock J.R.,Shevock,James,R.,"Shevock, J.R.","Shevock, J.R.","Shevock, J.R.",1.0,1.0,http://www.wikidata.org/entity/Q13415756,James Robert Shevock,Shevock,J.R.,"Shevock, J.R.",,,,,26650-1,Shevock,,,,1950.0,,,,http://www.wikidata.org/wiki/Q13415756,,,https://www.ipni.org/a/26650-1,,,
6236,HAUML,Hauman L.L.,Hauman,Lucien,Léon,"Hauman, L.L.","Hauman, L.L.","Hauman, L.L.",1.0,1.0,http://www.wikidata.org/entity/Q6697106,Lucien Leon Hauman,Hauman,L.L.,"Hauman, L.L.",,103649935,0000 0000 7657 7114,47894.0,12532-1,Hauman,,,,1880.0,1965.0,,,http://www.wikidata.org/wiki/Q6697106,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=47894,https://www.ipni.org/a/12532-1,,,
6266,B115,Bailey H.E.,Bailey,Harold,E.,"Bailey, H.E.","Bailey, H.E.","Bailey, H.E.",1.0,1.0,http://www.wikidata.org/entity/Q21505550,Harold E. Bailey,Bailey,H.E.,"Bailey, H.E.",,,,,31197-1,H.E.Bailey,,,,1906.0,1998.0,,,http://www.wikidata.org/wiki/Q21505550,,,https://www.ipni.org/a/31197-1,,,
6268,BUNTR,Bunting R.H.,Bunting,Robert,Hugh,"Bunting, R.H.","Bunting, R.H.","Bunting, R.H.",1.0,1.0,http://www.wikidata.org/entity/Q36659774,R.H. Bunting,Bunting,R.H.,"Bunting, R.H.",,,,16965,16711-1,Bunting,,,,,,,,http://www.wikidata.org/wiki/Q36659774,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=16965,https://www.ipni.org/a/16711-1,,,
6278,B078,Brodo I.M.,Brodo,Irwin,Murray,"Brodo, I.M.","Brodo, I.M.","Brodo, I.M.",1.0,1.0,http://www.wikidata.org/entity/Q1323142,Irwin Murray Brodo,Brodo,I.M.,"Brodo, I.M.",,61806405,0000 0001 1473 6295,22400.0,16567-1,Brodo,,,,1935.0,,,,http://www.wikidata.org/wiki/Q1323142,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=22400,https://www.ipni.org/a/16567-1,,,
6285,WHTKD,Whitney K.D.,Whitney,Kenneth,D.,"Whitney, K.D.","Whitney, K.D.","Whitney, K.D.",1.0,1.0,http://www.wikidata.org/entity/Q36610128,Kenneth D. Whitney,Whitney,K.D.,"Whitney, K.D.",,,,,28733-1,K.D.Whitney,,,,,,,,http://www.wikidata.org/wiki/Q36610128,,,https://www.ipni.org/a/28733-1,,,
6293,MEMORC,Moricand Moise-Etienne (Stefano),Moricand,Moise-Etienne,(Stefano),"Moricand, M.(.","Moricand, M.(.","Moricand, M.",1.0,1.0,http://www.wikidata.org/entity/Q4302711,Moïse-Étienne Moricand,Moricand,M.,"Moricand, M.",,306001756,0000 0001 1622 6635,129.0,12691-1,Moric.,,,,1779.0,1854.0,,,http://www.wikidata.org/wiki/Q4302711,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=129,https://www.ipni.org/a/12691-1,,,
6294,MNNAM,Mennega A.M.W.,Mennega,Alberta,Maria Wilhelmina,"Mennega, A.M.W.","Mennega, A.M.W.","Mennega, A.M.W.",1.0,1.0,http://www.wikidata.org/entity/Q2332473,Alberta M. W. Mennega,Mennega,A.M.W.,"Mennega, A.M.W.",,,,28520.0,6357-1,Mennega,,,,1912.0,2009.0,,,http://www.wikidata.org/wiki/Q2332473,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=28520,https://www.ipni.org/a/6357-1,,,
6297,KOLLG,Kollmann G.J.A.,Kollmann,George,Joseph August,"Kollmann, G.J.A.","Kollmann, G.J.A.","Kollmann, G.J.A.",1.0,1.0,http://www.wikidata.org/entity/Q15811740,George Joseph August Kollmann,Kollmann,G.J.A.,"Kollmann, G.J.A.",,80369454,,18996,,,,,,1796.0,1839.0,,,http://www.wikidata.org/wiki/Q15811740,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=18996,,,,
6309,K002,Keller H.W.,Keller,Harold,Willard,"Keller, H.W.","Keller, H.W.","Keller, H.W.",1.0,1.0,http://www.wikidata.org/entity/Q21517402,Harold Willard Keller,Keller,H.W.,"Keller, H.W.",,,,,21292-1,H.W.Keller,,,,1937.0,,,,http://www.wikidata.org/wiki/Q21517402,,,https://www.ipni.org/a/21292-1,,,
6317,DURAT,Durand Th.,Durand,Théophile,Alexis,"Durand, T.A.","Durand, T.A.","Durand, T.A.",1.0,1.0,http://www.wikidata.org/entity/Q1839687,Théophile Alexis Durand,Durand,T.A.,"Durand, T.A.",,44381897,0000 0000 8122 8461,182.0,2400-1,T.Durand,,,,1855.0,1912.0,,,http://www.wikidata.org/wiki/Q1839687,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=182,https://www.ipni.org/a/2400-1,,,
6318,A043,Agnew A.D.Q.,Agnew,Andrew,David Quentin,"Agnew, A.D.Q.","Agnew, A.D.Q.","Agnew, A.D.Q.",1.0,1.0,http://www.wikidata.org/entity/Q16143738,Andrew David Quentin Agnew,Agnew,A.D.Q.,"Agnew, A.D.Q.",,38632137,0000 0001 1729 711X,21453.0,89-1,Agnew,,,,1929.0,,,,http://www.wikidata.org/wiki/Q16143738,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=21453,https://www.ipni.org/a/89-1,,,
6329,V007,Viane R.,Viane,Ronald,L. L.,"Viane, R.L.L.","Viane, R.L.L.","Viane, R.L.L.",1.0,1.0,http://www.wikidata.org/entity/Q19002985,Ronald Louis Leo Viane,Viane,R.L.L.,"Viane, R.L.L.",,34781752,0000 0001 0964 0168,,28356-1,Viane,,,,1951.0,,,,http://www.wikidata.org/wiki/Q19002985,,,https://www.ipni.org/a/28356-1,,,
6351,Y888,Yates H.S.,Yates,Harry,Stanley,"Yates, H.S.","Yates, H.S.","Yates, H.S.",1.0,1.0,http://www.wikidata.org/entity/Q21613255,Henry Stanley Yates,Yates,H.S.,"Yates, H.S.",,,,76363,28987-1,H.S.Yates,,,,1886.0,1938.0,,,http://www.wikidata.org/wiki/Q21613255,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=76363,https://www.ipni.org/a/28987-1,,,
6361,SCHIC,Schiede C.J.W.,Schiede,Christian,Julius Wilhelm,"Schiede, C.J.W.","Schiede, C.J.W.","Schiede, C.J.W.",1.0,1.0,http://www.wikidata.org/entity/Q67359,Christian Julius Wilhelm Schiede,Schiede,C.J.W.,"Schiede, C.J.W.",,7729644,0000 0000 0451 3664,20071.0,9074-1,Schiede,,,,1798.0,1836.0,,,http://www.wikidata.org/wiki/Q67359,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=20071,https://www.ipni.org/a/9074-1,,,
6371,HALLJ,Hall J.B.,Hall,John,Bartholomew,"Hall, J.B.","Hall, J.B.","Hall, J.B.",1.0,1.0,http://www.wikidata.org/entity/Q19056572,John Bartholomew Hall,Hall,J.B.,"Hall, J.B.",,,,70240,3577-1,J.B.Hall,,,,1932.0,1984.0,,,http://www.wikidata.org/wiki/Q19056572,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=70240,https://www.ipni.org/a/3577-1,,,
6372,WIERP,Wierzbicki P.P.,Wierzbicki,Peter,Pawel,"Wierzbicki, P.P.","Wierzbicki, P.P.","Wierzbicki, P.P.",1.0,1.0,http://www.wikidata.org/entity/Q6076533,Piotr Pawlus Wierzbicki,Wierzbicki,P.P.,"Wierzbicki, P.P.",,80386691,0000 0000 5775 3186,21338,11651-1,Wierzb.,,,,1794.0,1847.0,,,http://www.wikidata.org/wiki/Q6076533,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=21338,https://www.ipni.org/a/11651-1,,,
6376,ADAMB,Adams B.R.,Adams,Bryan,R.,"Adams, B.R.","Adams, B.R.","Adams, B.R.",1.0,1.0,http://www.wikidata.org/entity/Q4057348,Bryan Roger Adams,Adams,B.R.,"Adams, B.R.",,,,,30643-1,B.R.Adams,,,,1942.0,,,,http://www.wikidata.org/wiki/Q4057348,,,https://www.ipni.org/a/30643-1,,,
6383,COSTH,Coste H.,Coste,Hippolyte,Jacques,"Coste, H.J.","Coste, H.J.","Coste, H.J.",1.0,1.0,http://www.wikidata.org/entity/Q616064,Hippolyte Jacques Coste,Coste,H.J.,"Coste, H.J.",,64003921,0000 0000 3915 2803,754.0,1828-1,H.J.Coste,,,,1858.0,1924.0,,,http://www.wikidata.org/wiki/Q616064,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=754,https://www.ipni.org/a/1828-1,,,
6393,KEAYR,Keay R.,Keay,Ronald,William John,"Keay, R.W.J.","Keay, R.W.J.","Keay, R.W.J.",1.0,1.0,http://www.wikidata.org/entity/Q5804349,Ronald William John Keay,Keay,R.W.J.,"Keay, R.W.J.",,70495117,0000 0001 1667 5780,32848,4692-1,Keay,,,,1920.0,1998.0,,,http://www.wikidata.org/wiki/Q5804349,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=32848,https://www.ipni.org/a/4692-1,,,
6395,CLARC,Clarke C.B.,Clarke,Charles,Baron,"Clarke, C.B.","Clarke, C.B.","Clarke, C.B.",1.0,1.0,http://www.wikidata.org/entity/Q2659116,Charles Baron Clarke,Clarke,C.B.,"Clarke, C.B.",,79120714,0000 0001 0919 054X,350.0,1669-1,C.B.Clarke,Q2659116,,,1832.0,1906.0,,,http://www.wikidata.org/wiki/Q2659116,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=350,https://www.ipni.org/a/1669-1,https://bloodhound-tracker.net/Q2659116,,
6401,W070,Wood J.R.I.,Wood,John,Richard Ironside,"Wood, J.R.I.","Wood, J.R.I.","Wood, J.R.I.",1.0,1.0,http://www.wikidata.org/entity/Q5933549,John Richard Ironside Wood,Wood,J.R.I.,"Wood, J.R.I.",,,,,12313-1,J.R.I.Wood,,,,1944.0,,,,http://www.wikidata.org/wiki/Q5933549,,,https://www.ipni.org/a/12313-1,,,
6402,W069,Wightman G.M.,Wightman,Glenn,M.,"Wightman, G.M.","Wightman, G.M.","Wightman, G.M.",1.0,1.0,http://www.wikidata.org/entity/Q26714546,Glenn M. Wightman,Wightman,G.M.,"Wightman, G.M.",,,,,20021396-1,Wightman,,,,,,,,http://www.wikidata.org/wiki/Q26714546,,,https://www.ipni.org/a/20021396-1,,,
6410,S257,Stoffers A.L.,Stoffers,A.,L.,"Stoffers, A.L.","Stoffers, A.L.","Stoffers, A.L.",1.0,1.0,http://www.wikidata.org/entity/Q19002377,Anton Lambertus Stoffers,Stoffers,A.L.,"Stoffers, A.L.",,,,2929,10160-1,Stoffers,,,,1926.0,,,,http://www.wikidata.org/wiki/Q19002377,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=2929,https://www.ipni.org/a/10160-1,,,
6417,HANCH,Hance H.F.,Hance,Henry,Fletcher,"Hance, H.F.","Hance, H.F.","Hance, H.F.",1.0,1.0,http://www.wikidata.org/entity/Q2657692,Henry Fletcher Hance,Hance,H.F.,"Hance, H.F.",,17974245,0000 0000 6317 3663,45417.0,3609-1,Hance,Q2657692,,,1827.0,1886.0,,,http://www.wikidata.org/wiki/Q2657692,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=45417,https://www.ipni.org/a/3609-1,https://bloodhound-tracker.net/Q2657692,,
6418,HARTJ,Hart J.,Hart,John,Hinchley,"Hart, J.H.","Hart, J.H.","Hart, J.H.",1.0,1.0,http://www.wikidata.org/entity/Q21515534,John Hinckley Hart,Hart,J.H.,"Hart, J.H.",,,,,20008451-2,J.H.Hart,,,,1867.0,1911.0,,,http://www.wikidata.org/wiki/Q21515534,,,https://www.ipni.org/a/20008451-2,,,
6419,HARTJ,Hart J.,Hart,John,Hinchley,"Hart, J.H.","Hart, J.H.","Hart, J.H.",1.0,1.0,http://www.wikidata.org/entity/Q21515534,John Hinckley Hart,Hart,J.H.,"Hart, J.H.",,,,,20008451-2,J.H.Hart,,,,1867.0,1911.0,,,http://www.wikidata.org/wiki/Q21515534,,,https://www.ipni.org/a/20008451-2,,,
6426,SPALH,Spalding H.H.,Spalding,Henry,Harmon,"Spalding, H.H.","Spalding, H.H.","Spalding, H.H.",1.0,1.0,http://www.wikidata.org/entity/Q15503566,Henry H. Spalding,Spalding,H.H.,"Spalding, H.H.",,18774109,0000 0000 7391 6782,33575,,,,,,1803.0,1874.0,,,http://www.wikidata.org/wiki/Q15503566,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=33575,,,,
6429,JHNEW,Johannesen E.W.,Johannesen,Edvin,W.,"Johannesen, E.W.","Johannesen, E.W.","Johannesen, E.W.",1.0,1.0,http://www.wikidata.org/entity/Q36546314,Edvin W. Johannesen,Johannesen,E.W.,"Johannesen, E.W.",,,,64546,20998-1,Johannesen,,,,,,,,http://www.wikidata.org/wiki/Q36546314,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=64546,https://www.ipni.org/a/20998-1,,,
6435,WOLFC,Wolf C.B.,Wolf,Carl,Brandt,"Wolf, C.B.","Wolf, C.B.","Wolf, C.B.",1.0,1.0,http://www.wikidata.org/entity/Q5749273,Carl Brandt Wolf,Wolf,C.B.,"Wolf, C.B.",,16762747,0000 0000 4290 1625,46404,11812-1,C.B.Wolf,,,,1905.0,1974.0,,,http://www.wikidata.org/wiki/Q5749273,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=46404,https://www.ipni.org/a/11812-1,,,
6441,HUBBF,Hubbard F.T.,Hubbard,Frederic,Tracy,"Hubbard, F.T.","Hubbard, F.T.","Hubbard, F.T.",1.0,1.0,http://www.wikidata.org/entity/Q5643932,Frederic Tracy Hubbard,Hubbard,F.T.,"Hubbard, F.T.",,,,66817.0,4193-1,F.T.Hubb.,,,,1875.0,1962.0,,,http://www.wikidata.org/wiki/Q5643932,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=66817,https://www.ipni.org/a/4193-1,,,
6455,TROUG,Troupin G.,Troupin,Georges,M. D. J.,"Troupin, G.M.D.J.","Troupin, G.M.D.J.","Troupin, G.M.D.J.",1.0,1.0,http://www.wikidata.org/entity/Q5878015,Georges M.D.J. Troupin,Troupin,G.M.D.J.,"Troupin, G.M.D.J.",,67849192,0000 0000 6332 0280,72580,10854-1,Troupin,,,,1923.0,,,,http://www.wikidata.org/wiki/Q5878015,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=72580,https://www.ipni.org/a/10854-1,,,
6470,F020,Fries R.E.,Fries,Robert,Elias,"Fries, R.E.","Fries, R.E.","Fries, R.E.",1.0,1.0,http://www.wikidata.org/entity/Q15414,Robert Elias Fries,Fries,R.E.,"Fries, R.E.",,10626025,0000 0001 0954 0642,3505.0,2916-1,R.E.Fr.,,,,1876.0,1966.0,,,http://www.wikidata.org/wiki/Q15414,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=3505,https://www.ipni.org/a/2916-1,,,
6481,MONC,Monro C.,Monro,Claude,Frederick Hugh,"Monro, C.F.H.","Monro, C.F.H.","Monro, C.F.H.",1.0,1.0,http://www.wikidata.org/entity/Q21521658,Claude Frederick Hugh Monro,Monro,C.F.H.,"Monro, C.F.H.",,6395153834761764450004,,23402,6597-1,Monro,,,,1863.0,1918.0,,,http://www.wikidata.org/wiki/Q21521658,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=23402,https://www.ipni.org/a/6597-1,,,
6487,HOLME,Holmes E.M.,Holmes,Edward,Morrell,"Holmes, E.M.","Holmes, E.M.","Holmes, E.M.",1.0,1.0,http://www.wikidata.org/entity/Q18910510,Edward Morell Holmes,Holmes,E.M.,"Holmes, E.M.",,203275174,0000 0004 3963 625X,1557.0,4053-1,Holmes,,,,1843.0,1930.0,,,http://www.wikidata.org/wiki/Q18910510,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=1557,https://www.ipni.org/a/4053-1,,,
6488,MIQUF,Miquel F.A.W.,Miquel,Friedrich,Anton Wilhelm,"Miquel, F.A.W.","Miquel, F.A.W.","Miquel, F.A.W.",1.0,1.0,http://www.wikidata.org/entity/Q76742,Friedrich Anton Wilhelm Miquel,Miquel,F.A.W.,"Miquel, F.A.W.",,49339105,0000 0000 8127 8522,978.0,6509-1,Miq.,,,,1811.0,1871.0,,,http://www.wikidata.org/wiki/Q76742,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=978,https://www.ipni.org/a/6509-1,,,
6504,LOMAA,Lomax A.E.,Lomax,Alban,Edward,"Lomax, A.E.","Lomax, A.E.","Lomax, A.E.",1.0,1.0,http://www.wikidata.org/entity/Q21519439,Alban Edward Lomax,Lomax,A.E.,"Lomax, A.E.",,305043503,,43306,35563-1,Lomax,,,,1861.0,1894.0,,,http://www.wikidata.org/wiki/Q21519439,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=43306,https://www.ipni.org/a/35563-1,,,
6515,ALLAH,Allard H.A.,Allard,Harry,Ardell,"Allard, H.A.","Allard, H.A.","Allard, H.A.",1.0,1.0,http://www.wikidata.org/entity/Q21505069,Harry Ardell Allard,Allard,H.A.,"Allard, H.A.",,33555510,0000 0000 8438 2915,32500.0,20012400-1,H.A.Allard,,,,1880.0,1963.0,,,http://www.wikidata.org/wiki/Q21505069,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=32500,https://www.ipni.org/a/20012400-1,,,
6524,M066,Möller F.A.G.J.,Möller,Friedrich,Alfred Gustav Jobst,"Möller, F.A.G.J.","Möller, F.A.G.J.","Möller, F.A.G.J.",1.0,1.0,http://www.wikidata.org/entity/Q21392065,Friedrich Alfred Gustav Jobst Möller,Möller,F.A.G.J.,"Möller, F.A.G.J.",,42709347,0000 0000 1197 2973,28598,,,,,,1860.0,1922.0,,,http://www.wikidata.org/wiki/Q21392065,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=28598,,,,
6544,RANDR,Rand R.F.,Rand,Richard,Frank,"Rand, R.F.","Rand, R.F.","Rand, R.F.",1.0,1.0,http://www.wikidata.org/entity/Q55455995,Richard Frank Rand,Rand,R.F.,"Rand, R.F.",,,,14027,,,,,,1858.0,1937.0,,,http://www.wikidata.org/wiki/Q55455995,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=14027,,,,
6545,A222,Adema F.A.C.B.,Adema,Fredericus,Arnoldus Constantin Basil,"Adema, F.A.C.B.","Adema, F.A.C.B.","Adema, F.A.C.B.",1.0,1.0,http://www.wikidata.org/entity/Q5869052,Frederick Arnold Constantin Basil Adema,Adema,F.A.C.B.,"Adema, F.A.C.B.",,,,33473.0,72-1,Adema,,,,1939.0,,,,http://www.wikidata.org/wiki/Q5869052,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=33473,https://www.ipni.org/a/72-1,,,
6574,LLOYC,Lloyd C.G.,Lloyd,Curtis,Gates,"Lloyd, C.G.","Lloyd, C.G.","Lloyd, C.G.",1.0,1.0,http://www.wikidata.org/entity/Q4264539,Curtis Gates Lloyd,Lloyd,C.G.,"Lloyd, C.G.",,7782374,0000 0000 6320 8694,70802.0,22460-1,Lloyd,,,,1859.0,1926.0,,,http://www.wikidata.org/wiki/Q4264539,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=70802,https://www.ipni.org/a/22460-1,,,
6577,BRENJ,Brenan J.P.M.,Brenan,John,Patrick Micklethwait,"Brenan, J.P.M.","Brenan, J.P.M.","Brenan, J.P.M.",1.0,1.0,http://www.wikidata.org/entity/Q2617258,John Patrick Micklethwait Brenan,Brenan,J.P.M.,"Brenan, J.P.M.",,60099664,0000 0001 2026 778X,46648.0,1118-1,Brenan,,,,1917.0,1985.0,,,http://www.wikidata.org/wiki/Q2617258,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=46648,https://www.ipni.org/a/1118-1,,,
6620,A048,Aigret C.,Aigret,Louis,Clément Joseph,"Aigret, L.C.J.","Aigret, L.C.J.","Aigret, L.C.J.",1.0,1.0,http://www.wikidata.org/entity/Q21504683,Louis Clément Joseph Aigret,Aigret,L.C.J.,"Aigret, L.C.J.",,,,,105-1,Aigret,,,,1856.0,1921.0,,,http://www.wikidata.org/wiki/Q21504683,,,https://www.ipni.org/a/105-1,,,
6624,PIENB,Pienaar B.J.,Pienaar,Barendina,Jacoba,"Pienaar, B.J.","Pienaar, B.J.","Pienaar, B.J.",1.0,1.0,http://www.wikidata.org/entity/Q21522990,Barendina Jacoba Pienaar,Pienaar,B.J.,"Pienaar, B.J.",,,,,35597-1,B.J.Pienaar,,,,1926.0,,,,http://www.wikidata.org/wiki/Q21522990,,,https://www.ipni.org/a/35597-1,,,
6633,HRP1,Hora F.,Hora,Frederich,Bayard,"Hora, F.B.","Hora, F.B.","Hora, F.B.",1.0,1.0,http://www.wikidata.org/entity/Q19012603,Frederick Bayard Hora,Hora,F.B.,"Hora, F.B.",,91767850,0000 0000 6343 9863,69405,20469-1,Hora,,,,1908.0,1984.0,,,http://www.wikidata.org/wiki/Q19012603,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=69405,https://www.ipni.org/a/20469-1,,,
6660,SIMT,Sim T.R.,Sim,Thomas,Robertson,"Sim, T.R.","Sim, T.R.","Sim, T.R.",1.0,1.0,http://www.wikidata.org/entity/Q7793599,Thomas Robertson Sim,Sim,T.R.,"Sim, T.R.",,20209164,0000 0000 7761 5821,77.0,26761-1,Sim,,,,1858.0,1938.0,,,http://www.wikidata.org/wiki/Q7793599,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=77,https://www.ipni.org/a/26761-1,,,
6666,MEND,Mendoza D. R.,Mendoza,D.,R.,"Mendoza, D.R.","Mendoza, D.R.","Mendoza, D.R.",1.0,1.0,http://www.wikidata.org/entity/Q21520360,Demetrio R. Mendoza,Mendoza,D.R.,"Mendoza, D.R.",,,,,23259-1,Mend.,,,,1904.0,,,,http://www.wikidata.org/wiki/Q21520360,,,https://www.ipni.org/a/23259-1,,,
6672,N018,Neger F.W.,Neger,Franz,Wilhelm,"Neger, F.W.","Neger, F.W.","Neger, F.W.",1.0,1.0,http://www.wikidata.org/entity/Q6004541,Franz Wilhelm Neger,Neger,F.W.,"Neger, F.W.",,13087567,0000 0001 1039 2771,860,6890-1,Neger,,,,1868.0,1923.0,,,http://www.wikidata.org/wiki/Q6004541,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=860,https://www.ipni.org/a/6890-1,,,
6689,H741,Hegetschweiler J.J.,Hegetschweiler,Johannes,Jacob,"Hegetschweiler, J.J.","Hegetschweiler, J.J.","Hegetschweiler, J.J.",1.0,1.0,http://www.wikidata.org/entity/Q61990,Johannes Jacob Hegetschweiler,Hegetschweiler,J.J.,"Hegetschweiler, J.J.",,42631162,0000 0000 2893 544X,2630.0,3780-1,Hegetschw.,,,,1789.0,1839.0,,,http://www.wikidata.org/wiki/Q61990,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=2630,https://www.ipni.org/a/3780-1,,,
6701,BRTMD,Bertoni M.D.,Bertoni,María,D.,"Bertoni, M.D.","Bertoni, M.D.","Bertoni, M.D.",1.0,1.0,http://www.wikidata.org/entity/Q36620628,M.D. Bertoni,Bertoni,M.D.,"Bertoni, M.D.",,,,,35327-1,M.D.Bertoni,,,,,,,,http://www.wikidata.org/wiki/Q36620628,,,https://www.ipni.org/a/35327-1,,,
6702,HARLW,Harley W.J.,Harley,Winifred,Jewell,"Harley, W.J.","Harley, W.J.","Harley, W.J.",1.0,1.0,http://www.wikidata.org/entity/Q21515504,Winifred J. Harley,Harley,W.J.,"Harley, W.J.",,,,,3663-1,W.J.Harley,,,,1895.0,,,,http://www.wikidata.org/wiki/Q21515504,,,https://www.ipni.org/a/3663-1,,,
6715,WAGNJ,Wagner J.,Wagner,Joannes (János),,"Wagner, J.(.n.","Wagner, J.(.n.","Wagner, J.N.",1.0,1.0,http://www.wikidata.org/entity/Q21338611,Julij Nikolajevitsch Wagner,Wagner,J.N.,"Wagner, J.N.",,,,,,,,,,1865.0,1944.0,,,http://www.wikidata.org/wiki/Q21338611,,,,,,
6716,HOWAR,Howard R.A.,Howard,Richard,Alden,"Howard, R.A.","Howard, R.A.","Howard, R.A.",1.0,1.0,http://www.wikidata.org/entity/Q7323572,Richard Alden Howard,Howard,R.A.,"Howard, R.A.",,8852484,0000 0001 0089 1606,2185,4155-1,R.A.Howard,,,,1917.0,2003.0,,,http://www.wikidata.org/wiki/Q7323572,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=2185,https://www.ipni.org/a/4155-1,,,
6721,HOPKJ,Hopkins J.C.F.,Hopkins,John,Collier Frederick,"Hopkins, J.C.F.","Hopkins, J.C.F.","Hopkins, J.C.F.",1.0,1.0,http://www.wikidata.org/entity/Q36591879,John Collier Frederick Hopkins,Hopkins,J.C.F.,"Hopkins, J.C.F.",,,,,20464-1,J.C.F.Hopkins,,,,1898.0,1981.0,,,http://www.wikidata.org/wiki/Q36591879,,,https://www.ipni.org/a/20464-1,,,
6725,HCHSC,Hochstetter C.F.F.,Hochstetter,Christian,Friedrich Ferdinand,"Hochstetter, C.F.F.","Hochstetter, C.F.F.","Hochstetter, C.F.F.",1.0,1.0,http://www.wikidata.org/entity/Q64983,Christian Ferdinand Friedrich Hochstetter,Hochstetter,C.F.F.,"Hochstetter, C.F.F.",,52454024,0000 0000 7995 9839,66786.0,3983-1,Hochst.,,,,1787.0,1860.0,,,http://www.wikidata.org/wiki/Q64983,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=66786,https://www.ipni.org/a/3983-1,,,
6733,MOORH,Moore H.E.,Moore,Harold,Emery,"Moore, H.E.","Moore, H.E.","Moore, H.E.",1.0,1.0,http://www.wikidata.org/entity/Q364731,Harold E. Moore,Moore,H.E.,"Moore, H.E.",,75288020,0000 0001 0989 0773,74630.0,6618-1,H.E.Moore,,,,1917.0,1980.0,,,http://www.wikidata.org/wiki/Q364731,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=74630,https://www.ipni.org/a/6618-1,,,
