,coll_index,surname,initials,canonical_string,name,active,comment,info_link,portrait_link
205,c00206,BARAGWANATH,W.,"BARAGWANATH, W.","BARAGWANATH, William, Jnr,",1878-1966,"Geologist, mine surveyor, Director of Geol. survey",,
206,c00207,BARBER,C.D.,"BARBER, C.D.","BARBER, C.D. ^^",fl. 1878-79,"collected at Rolleston, Qld",,
207,c00208,BARBER,H.N.-.P.,"BARBER, H.N.-.P.","BARBER, Horace Newton - Prof.",1914-1971,"Botanist, cytologist",notes,
208,c00209,BARCLAY-MILLER,T.,"BARCLAY-MILLER, T.","BARCLAY-MILLER, Thomas",fl. 1875-1923,"Miner, bailiff",notes,
209,c00210,BARCLAY,G.,"BARCLAY, G.","BARCLAY, George",fl. 1830s,Botanical illustrator,,
210,c00211,BARKER,C.-.C.,"BARKER, C.-.C.","BARKER, Collet - Captain",1784-1831,"Soldier, military administrator",notes,
211,c00212,BARKER,M.A.,"BARKER, M.A.","BARKER, Mary Ann, Mrs, nee ELRIDGE",1790-1872,"Collected seaweeds for Harvey, Vic",notes,
212,c00213,BARKER,M.(.S.n.H.,"BARKER, M.(.S.n.H.","BARKER, Mrs (? Susannah nee Hodgkinson)",fl. 1895,Collected for Mueller in Vic,notes,
213,c00214,BARKER,M.C.A.,"BARKER, M.C.A.","BARKER, Mrs C.A.",fl. 1880,"Collected for Mueller in NSW, near Mt Wilson",,
214,c00215,BARKER,R.,"BARKER, R.","BARKER, R. ^^",fl. 1898,"collected at Albany, WA",,
215,c00216,BARKER,R.M.,"BARKER, R.M.","BARKER, Robyn Mary, Mrs(n&eacute;e SHORT)",1948-,"Botanist, taxonomist",,
216,c00217,BARKER. William Robert - Dr,,BARKER. William Robert - Dr,BARKER. William Robert - Dr,1948-,"Botanist, taxonomist",,portrait
217,c00218,BARKLY,H.-.S.,"BARKLY, H.-.S.","BARKLY, Henry - Sir",1815-1898,Colonial administrator. Governor of Victoria,notes,
218,c00219,BARLEY,A.M.(.P.,"BARLEY, A.M.(.P.","BARLEY, Anita Miriam (nee PODWYSZYNSKI)",1955-,"Botanical illustrator, Vic",notes,portrait
219,c00220,BARLOW,B.A.,"BARLOW, B.A.","BARLOW, Bryan Alwyn, Dr*",1933-,"Botanist, Herbarium Director, Melaleuca, mistletoe specialist, SA, ACT",,
220,c00221,BARLOW,J.,"BARLOW, J.","BARLOW, Janette",fl. 2000s,"Botanical artist, NSW",notes,portrait
221,c00222,BARNARD,(.C.A.,"BARNARD, (.C.A.","BARNARD, (?) Charles Ashmale",1867-1942,"plant collector Coomooboolaroo, Qld,",notes,
222,c00223,BARNARD,C.E.,"BARNARD, C.E.","BARNARD, Charles E., Dr",fl.1880s,"Botanical lecturer, Herbarium curator, writer",notes,
223,c00224,BARNARD,C.,"BARNARD, C.","BARNARD, Colin",1907-1974,"Phytochemist, grassland ecologist",,portrait
224,c00225,BARNARD,E.,"BARNARD, E.","BARNARD, E. ^^",1786-1861,specimens at Kew collected Aust 1829,,
225,c00226,BARNARD,F.G.A.,"BARNARD, F.G.A.","BARNARD, Francis George Allman",1857-1932,"Writer, editor, pharmacist",notes,
226,c00227,BARNARD,F.W.,"BARNARD, F.W.","BARNARD, Francis W.",1823-1912,"Microscopist, chemist",notes,
227,c00228,BARNARD,G.,"BARNARD, G.","BARNARD, G. ^^",fl. 1897,"One of the Barnard family of Coomooboolaroo Stn,  Qld",,
228,c00229,BARNES,J.,"BARNES, J.","BARNES, J. ^^",?,collected freshwater algae in Vic. for Mueller,,
229,c00230,BARNES,R.,"BARNES, R.","BARNES, R. ^^",fl. 1886,"collected at Rose Bay, NSW",,
230,c00231,BARNES,W.E.,"BARNES, W.E.","BARNES, W.E. ^^",fl. 1890,"collected on Ovens R., Vic",,
231,c00232,BARNETT,O.,"BARNETT, O.","BARNETT, Olwyn, Mrs*",1925-,"Nurse, secretary, SGAP enthusiast, seed-banker",notes,
232,c00233,BARNFORD,D.,"BARNFORD, D.","BARNFORD, D. ^^",fl. 1886,"collected moss at Ben Lonond, Tas",,
233,c00234,BARNM,P.,"BARNM, P.","BARNM, Paul*",1927-,"Farmer, naturalist",,
234,c00235,BARNSLEY,B.M.,"BARNSLEY, B.M.","BARNSLEY, B.Mrs",fl. 1980s,Botanist,,portrait
235,c00236,BARON,H.J.A.(.A.,"BARON, H.J.A.(.A.","BARON, Henry John Allcock (sometimes Alcock)",1863-1948,"Botanical illustrator, lithographer",notes,portrait
236,c00237,BARRETT-LENNARD,A.E.(.F.,"BARRETT-LENNARD, A.E.(.F.","BARRETT-LENNARD, Amy Eliza (Mrs Forrest)",1852-1897,Collected for Mueller in WA,notes,portrait
237,c00238,BARRETT,C.L.,"BARRETT, C.L.","BARRETT, Charles Leslie",1880-1959,"Naturalist, author, photographer",notes,
238,c00239,BARRETT,H.,"BARRETT, H.","BARRETT, Harcourt",1838-1904,"Botanical lithographer, b. England, arrived Aust. 1881",notes,
239,c00240,BARRINGTON,F.A.,"BARRINGTON, F.A.","BARRINGTON, F.A. ^^",fl. 1884,"collected at Mulligan R., Qld",,
240,c00241,BARROW,J.,"BARROW, J.","BARROW, J. ^^",fl. 1897,"collected near Kyneton, Vic",,
241,c00242,BARRY,E.,"BARRY, E.","BARRY, Elizabeth",1862-1932,"collected for Mueller at Moonbah, NSW",notes,
242,c00243,BARTLEW-TORR,E.,"BARTLEW-TORR, E.","BARTLEW-TORR, E.",fl. 1930-1980,Photographer,,
243,c00244,BARTON,F.J.,"BARTON, F.J.","BARTON, Fred Jnr",fl. 1925,,,
244,c00245,BARTON,F.C.W.,"BARTON, F.C.W.","BARTON, Frederick C. W.",fl. 1926-32,"Victorian naturalist, bird observer",,
245,c00246,BARTON,S.,"BARTON, S.","BARTON, Sarah",1905-,,,
246,c00247,BARTON,W.,"BARTON, W.","BARTON, W. ^^",1833-1899,"collected at Armadilla (Armadillo), Qld",,
247,c00248,BARTRAM,E.B.,"BARTRAM, E.B.","BARTRAM, Edwin Bunting",1878-1964,"Bryologist, muscologist",,
248,c00249,BARTUSCH,G.,"BARTUSCH, G.","BARTUSCH, G.",fl. 1890s-1900s,Botanical illustrator,notes,
249,c00250,BASCHER,W.,"BASCHER, W.","BASCHER, W. ^^",fl. 1892,"collected near Henty, Vic",,
250,c00251,BASEDOW,H.J.,"BASEDOW, H.J.","BASEDOW, Herbert J., Dr",1881-1933,"Scientist, explorer, Chief Protector of Aborigines",notes,portrait
251,c00252,BASS,G.,"BASS, G.","BASS, George, Dr",1771-1803,Explorer,notes,
252,c00253,BASSETT,F.H.,"BASSETT, F.H.","BASSETT, Florence Hildegard",1888-1948,"Amateur flower painter, WA",,
253,c00254,BASSETT,M.,"BASSETT, M.","BASSETT, Miss",fl. 1894,Collected for Mueller upper Lachlan River,,
254,c00255,BASTOW,A.,"BASTOW, A.","BASTOW, Austin",-1938,"Mayor of Subiaco, W.A.",,
255,c00256,BASTOW,R.A.,"BASTOW, R.A.","BASTOW, Richard Austin",1839-1920,"Architectural draughtsman, cryptogamist, botanical artist",notes,portrait
256,c00257,BATE,M.H.,"BATE, M.H.","BATE, Mary Harriet , later Mrs GRIFFITHS",1855-1951,"Plant collector, farmer's wife",notes,portrait
257,c00258,BATEMAN,E.L.T.,"BATEMAN, E.L.T.","BATEMAN, Edward La Trobe",c.1815-1897,"Artist, garden designer",,
258,c00259,BATEMAN,W.[.,"BATEMAN, W.[.","BATEMAN, Wilfred [Bill)",1907-,Forester,,
259,c00260,BATES,D.M.(.M.D.,"BATES, D.M.(.M.D.","BATES, Daisy May (nee Margaret DWYER)",1869-1951,"Journalist, ethnographer",notes,portrait
260,c00261,BATES,H.E.,"BATES, H.E.","BATES, H.E. ^^",fl. 1884-92,"Manager, pastoral station, Madura, WA",,
261,c00262,BATES,L.,"BATES, L.","BATES, L.",fl. 1960s,,,
262,c00263,BATES,R.J.,"BATES, R.J.","BATES, Robert J.*",1946-,"Teacher, collector of orchids",,
263,c00264,BATESON. G.,,BATESON. G.,BATESON. G.,f.1930s,Collected plants in PNG,,
264,c00265,BATIANOFF,G.N.,"BATIANOFF, G.N.","BATIANOFF, George Nicholas",1945-2009,"Queensland Herbarium, formerly Ag. Dept. staff, Qld.",notes,portrait
265,c00266,BATRY,I.,"BATRY, I.","BATRY, I ^^",f. 1888,"Collected near Mt Macedon, Vic",,
266,c00267,BATSCH,J.,"BATSCH, J.","BATSCH, J. ^^",fl. 1881,"Collected at Gloucester Mtns (Buckets?), NSW",,
267,c00268,BATT,J.(.D.,"BATT, J.(.D.","BATT, John (Jack) Downton",1843-1919,Telegraph linesman,notes,
268,c00269,BAUDIN,N.T.,"BAUDIN, N.T.","BAUDIN, Nicolas Thomas, Capt.",1754–1803,"Explorer, surveyor",notes,portrait
269,c00270,BAUDINET,B.(.,"BAUDINET, B.(.","BAUDINET, B. (Miss) ^^",fl. 1883-85,Collected (including algae) in Tas. at lighthouses,,
270,c00271,BAUDINET,E.E.,"BAUDINET, E.E.","BAUDINET, E.E., Miss",fl. 1868-84,,,
271,c00272,BAUDINET,L.(.I.C.,"BAUDINET, L.(.I.C.","BAUDINET, Louisa (Lucy) Isabella Chaulk",1825-1901,Collected for Mueller in Tas.,notes,
272,c00273,BAUDOIN (BAUDOUIN),,BAUDOIN (BAUDOUIN),BAUDOIN (BAUDOUIN) ^^,fl. 1865-68,"Collected in SE Asia, Australia, Egypt",,
273,c00274,BAUER,S.W.E.(.,"BAUER, S.W.E.(.","BAUER,  Sophie Wilhelmine Eleanore (Ellie)",1863-1943,"Collected (including algae, lichens) at Bloomfield R., Qld",notes,portrait
274,c00275,BAUER,E.,"BAUER, E.","BAUER, Ellie, Miss  [see BAUER, Sophie . . . below]",1863-1943,"Collected (including algae, lichens) at Bloomfield R., Qld",notes,
275,c00276,BAUER,F.L.,"BAUER, F.L.","BAUER, Ferdinand Lukas(Lucas)",1760-1826,"Botanical artist, accompanied Flinders on voyage around Australia",notes,
276,c00277,BAUER,F.(.A.,"BAUER, F.(.A.","BAUER, Franz (Francis) Andreas",1758-1840,"Botanical artist based in Kew, brother of Ferdinand",notes,portrait
277,c00278,BAUERLEN see: BAEUERLEN,,BAUERLEN see: BAEUERLEN,BAUERLEN see: BAEUERLEN,,,,
278,c00279,BAUMANN,M.,"BAUMANN, M.","BAUMANN, M. ^^",fl. 1896,"Collected in [Royal] National Park, NSW",,
279,c00280,BAUME,J.,"BAUME, J.","BAUME, Joseph",1810-,French naval surgeon,notes,
280,c00281,BAXTER,J.,"BAXTER, J.","BAXTER, Jacqueline",fl. 2000s,"Botanical artist, Vic",notes,portrait
281,c00282,BAXTER,W.,"BAXTER, W.","BAXTER, William",1787- fl. 1822-30,"Gardener, botanical collector",notes,
282,c00283,BAYER,R.J.,"BAYER, R.J.","BAYER, Randall James",1955-,Botanist,notes,portrait
283,c00284,BEADLE,N.C.W.,"BEADLE, N.C.W.","BEADLE, Noel Charles William, Prof.",1914 - 1998,"Botanist, Prof Botany UNE",notes,portrait
284,c00285,BEAL,A.M.,"BEAL, A.M.","BEAL, A. Miss, probably  Ada",fl. 1884-1885,"Daughter or Amy, collected for Mueller in Vict",notes,
285,c00286,BEAL,A.(.M.,"BEAL, A.(.M.","BEAL, Amy (nee MURCH)",1827-1925,"Mother of Ada, collected for Mueller in Vict",notes,
286,c00287,BEALE,,BEALE,BEALE,fl. 1960s,,,
287,c00288,BEAMlSH,K.I.,"BEAMlSH, K.I.","BEAMlSH, K. I., Dr",fl. 1970s,Botanist,,
288,c00289,BEAN,A.R.,"BEAN, A.R.","BEAN, Anthony Russell",1957-,"Naturalist, national parks officer",notes,
289,c00290,BEAN,D.,"BEAN, D.","BEAN, Deirdre",fl. 2010s,Botanical illustrator,notes,portrait
290,c00291,BEARD,J.S.,"BEARD, J.S.","BEARD, John Stanley, Dr*",1916-2011,"Botanist, ecologist, Gardens Director, UK, Africa, NSW, mostly WA",notes,portrait
291,c00292,BEASLEY,R.C.,"BEASLEY, R.C.","BEASLEY, Rubin Cartwright",1878-1956,Farmer,notes,
292,c00293,BEASLEY,T.,"BEASLEY, T.","BEASLEY, Th. ^^",fl. 1887,"Collected at L. Austin, WA",,
293,c00294,BEATON,G.W.,"BEATON, G.W.","BEATON, Gordon William*",1911-,"Mechanic, photographer, mycologist",,
294,c00295,BEAUGLEHOLE,A.C.,"BEAUGLEHOLE, A.C.","BEAUGLEHOLE, Alexander Clifford",1920-2002,"Farmer, naturalist, botanist",notes,
295,c00296,BEBRA,J.C.v.[.B.,"BEBRA, J.C.v.[.B.","BEBRA, Jane Charlotte von [see BIBRA]",,,,
296,c00297,BECCARI,O.,"BECCARI, O.","BECCARI, Odoardo, Dr",1843-1920,"Italian botanist, collected in Aust, 1878",notes,portrait
297,c00298,BECHERVAISE,J.m.,"BECHERVAISE, J.m.","BECHERVAISE, John mayston, Dr",1910-,"Poet, explorer, author",,
298,c00299,BECKER,L.,"BECKER, L.","BECKER, Lothar",fl. 1850-51,"German/Polish botanist, illustrator, esp. fungi",notes,
299,c00300,BECKER,L.P.H.,"BECKER, L.P.H.","BECKER, Ludwig Philipp Heinrich ",1808-1861,"German artist, naturalist, in Aust. from 1851, on Burke &amp; Wills expedition",notes,portrait
300,c00301,BECKLER,H.,"BECKLER, H.","BECKLER, Herman, Dr",1828-1914,"Botanist, Medical Officer",notes,portrait
301,c00302,BEDDOME,C.E.,"BEDDOME, C.E.","BEDDOME, C.E. ^^",fl. 1882,"Collected diatoms, ferns, Tas, Qld",,
302,c00303,BEDFORD,D.J.,"BEDFORD, D.J.","BEDFORD, David John, Dr*",1952-,Executive Assistant (Scientific),,
303,c00304,BEDFORD,H.D.,"BEDFORD, H.D.","BEDFORD, H.D. ^^",fl. 1890-94,"Collected at Pettroy, Wollomombi, NSW, and Vic",,
304,c00305,BEDFORD,R.B.,"BEDFORD, R.B.","BEDFORD, Roger B.",fl. 1960s,"Botanist[?], orchidologist",,
305,c00306,BEDGGOOD,S.W.,"BEDGGOOD, S.W.","BEDGGOOD, Stella Winifred, Mrs",1916-1978,"Naturalist, photographer",,
306,c00307,BEDWELL,F.,"BEDWELL, F.","BEDWELL, Frederick",1796-1853,Master's mate with P.P. King on Mermaid,notes,
307,c00308,BEERE,F.(.W.,"BEERE, F.(.W.","BEERE, Frederick (Fred) William ^^",1851-1906,Shepherd; overland telegraph; pastoralist Eucla WA,,
308,c00309,BEESTON,G.R.,"BEESTON, G.R.","BEESTON, Gregory Ronald",1948-,"Botanist, ecologist",,
309,c00310,BEETON,I.,"BEETON, I.","BEETON, Irene, Miss (surname sometimes mispelled BEATON)",1920-,Horticulturist at Canberra Botanic Gardens and its herbarium,notes,
310,c00311,BEEVER,J.,"BEEVER, J.","BEEVER, Jessica, Mrs",fl. 1980s,Bryologist,,
311,c00312,BEGVIE,P.,"BEGVIE, P.","BEGVIE, P.",,"Collector of fungi, Victoria",,
312,c00313,BEHR,H.H.,"BEHR, H.H.","BEHR, Hans Hermann",1818-1904,"Ethnologist, botanist, entomologist",notes,portrait
313,c00314,BELCHER,R.O.,"BELCHER, R.O.","BELCHER, Robert Orange, Prof.*",1918-2008,"Botanist (died 8.1.2008 in Ypsilanti, Michigan, USA)",,
314,c00315,BELCHER,R.,"BELCHER, R.","BELCHER, Ruby*",fl. 1967-1982,"NSW, SA, Tas",,
315,c00316,BELFIELD,A.H.,"BELFIELD, A.H.","BELFIELD, A.H. ^^",fl. 1892,"Collected at 'Eversleith', Dumaresq, NSW",,
316,c00317,BELL,A.,"BELL, A.","BELL, Annie, Miss ^^",fl. 1887-90,"Collected at Booligal, Lachlan R., NSW",,
317,c00318,BELL,B.A.,"BELL, B.A.","BELL, B.A.",fl. 1999,"Collected in NSW, Qld",,
318,c00319,BELL,C.,"BELL, C.","BELL, C.",fl. 1970s,,,
319,c00320,BELL,G.H.,"BELL, G.H.","BELL, Graham Harold*",1959-,"Botanist, cryptogamist",,
320,c00321,BELL,M.o.N.,"BELL, M.o.N.","BELL, M. or N. ^^",1889-96,"Collected in [Royal] National Park, Sydney, NSW",,
321,c00322,BELL,M.,"BELL, M.","BELL, Miss",fl. 1884,Collected (with A.W. Howitt) in Vic.,,
322,c00323,BELL,M.,"BELL, M.","BELL, Miss",fl. 1831,"Collected in NSW, associated with Allan Cunningham",notes,
323,c00324,BELL,S.,"BELL, S.","BELL, S.",fl. 192-2000,Collected in NSW,,
324,c00325,BELL,W.A.,"BELL, W.A.","BELL, William Alexander ^^",fl. 1861-62,"on Burke &amp; Wills Relief Expedition, SA, Qld, NT",,
325,c00326,BELL,W.R.,"BELL, W.R.","BELL, William Robert ^^",1830-,"Prospector, farmer, speculator, SA, Vic, Tas. fl. 1880-84",,
326,c00327,BELLINGHAUSEN,F.T.,"BELLINGHAUSEN, F.T.","BELLINGHAUSEN, Fabius Theophilus",1778-1852,"Naval officer, explorer,  Russian Antarctic  expedition",notes,
327,c00328,BELSON,E.,"BELSON, E.","BELSON, E.",fl. 1930s,"Botanist, Senior Herbarium officer",,
328,c00329,BELT,F.W.,"BELT, F.W.","BELT, Francis Walter",1862-1938,"Solicitor, soldier, naval officer, Horn Exped.",notes,
329,c00330,BENGSTON. M.,,BENGSTON. M.,BENGSTON. M.,fl. 1960s,,,
330,c00331,BENHAM,E.I.,"BENHAM, E.I.","BENHAM, Ellen Ida",1871-1917,"Teacher, botany lecturer, herbarium curator",notes,portrait
331,c00332,BENINGA,L.,"BENINGA, L.","BENINGA, L. ^^",fl. 1879,"Collected at Hahndorf, SA",,
332,c00333,BENL,G.,"BENL, G.","BENL, Gerhard",1910–2001,"Botanist, Senior Herbarium Officer",,portrait
333,c00334,BENNETT,A.M.(.a.M.A.B.,"BENNETT, A.M.(.a.M.A.B.","BENNETT, A. Mrs.  (also as Mrs A. Burnett) ^^",?,"Collected at Port Stephens, NSW Specimens at CGE  (ex Lindley's herbarium), K.",,
334,c00335,BENNETT,C.E.o.C.S.,"BENNETT, C.E.o.C.S.","BENNETT, C.E. or C.S. ^^",fl. 1858,"Collected at Bendigo gold diggings, Vic,  Specimens at MEL.",,
335,c00336,BENNETT,C.P.,"BENNETT, C.P.","BENNETT, C.P. ^^",fl. 1889,"Collected on W coast, Tas. Specimen at  MEL.",,
336,c00337,BENNETT,E.,"BENNETT, E.","BENNETT, E.",fl. 1920s-40s,,,
337,c00338,BENNETT,E.M.,"BENNETT, E.M.","BENNETT, Eleanor Marion, Mrs (nee SCRYMGEOUR)",1942-,Botanist,notes,portrait
338,c00339,BENNETT,F.,"BENNETT, F.","BENNETT, F. ^^",fl. 1889,"Collected at Irvinebank, Qld, Apr. 1889. Specimens at BRI.",,
339,c00340,BENNETT,F.M.,"BENNETT, F.M.","BENNETT, Frank M.",fl. 1940s,,,
340,c00341,BENNETT,F.D.,"BENNETT, F.D.","BENNETT, Frederick Debel ^^",fl. 1830-40,Whaler. On Tuscan voyage to Pacific Ocean  1833-36.,,
341,c00342,BENNETT,G.,"BENNETT, G.","BENNETT, George, Dr",1804-1893,"Physician, naturalist, surgeon-naturalist on Sophia",notes,portrait
342,c00343,BENNETT,I.J.,"BENNETT, I.J.","BENNETT, Ian James",1958-,Botanist,,
343,c00344,BENNETT,I.E.T.(.a.I.I.B.,"BENNETT, I.E.T.(.a.I.I.B.","BENNETT, Isobel Eliza Toom (also as: Isobel Ida BENNETT)",1909-2008,"Marine biologist, algal collector, NSW",notes,portrait
344,c00345,BENNETT,K.H.,"BENNETT, K.H.","BENNETT, Kenric Harold",c. 1840-1891,"Ornithologist, collected plants in NSW for Maiden",notes,
345,c00346,BENNETT,M.M.,"BENNETT, M.M.","BENNETT, Muriel Mary",1880-1958,"Collected for Mueller near Sale, Vict",notes,
346,c00347,BENNETT,R.M.,"BENNETT, R.M.","BENNETT, R. Mr ^^",fl. 1886,"Collected between Lachlan &amp; Darling Rivers, NSW",,
347,c00348,BENNETT,S.B.,"BENNETT, S.B.","BENNETT, S.B. ^^",fl. 1874,"Collected between Surrey Hills &amp; Circular  Head, Tas",,
348,c00349,BENNETTS,H.W.,"BENNETTS, H.W.","BENNETTS, Harold William, Dr",1898-1970,"Veterinary pathologist, author",,
349,c00350,BENSON,D.H.,"BENSON, D.H.","BENSON, Douglas Howard*",1949-,"Botanist, ecologist",notes,
350,c00351,BENTHAM,G.,"BENTHAM, G.","BENTHAM, George",1800-1884,"English botanist, author, never visited Australia",notes,portrait
351,c00352,BERG. Rolf,D.f.,"BERG. Rolf, D.f.","BERG. Rolf, Dr fl.",1970s,Botanist,,
352,c00353,BERGGREN,S.,"BERGGREN, S.","BERGGREN, Sven",1837-1917,"Explorer. Professor of botany in Sweden, collected cryptogams",notes,portrait
353,c00354,BERKELEY,M.J.R.,"BERKELEY, M.J.R.","BERKELEY, M.J. Rev.",1803 - 1889,Algae collector,,
354,c00355,BERKTON,M.,"BERKTON, M.","BERKTON, Miss",fl. 1886,,,
355,c00356,BERNAYS,L.A.,"BERNAYS, L.A.","BERNAYS, Lewis Adolphus, Dr",1831-1908,"Parliamentary Clerk, horticulturist, collector",notes,portrait
356,c00357,BERNEY,F.L.,"BERNEY, F.L.","BERNEY, Frederic Lee ^^",1865-1949,"Pastoralist. Collected at Elderslie, Winton,  Qld, 1897.",,
357,c00358,BERNHARDI,T.,"BERNHARDI, T.","BERNHARDI, Theodor ^^",1810-1889,"Collected in Australia. Specimens at B, KIEL, L.",,
358,c00359,BERRARD,A.(.a.B.,"BERRARD, A.(.a.B.","BERRARD, Auguste  (also as Beraud, Bernaud) ^^",fl. 1845,"Captain of LeRhin (q.v.), French naval transport.",,
359,c00360,BERRY,E.,"BERRY, E.","BERRY, E. ^^",fl. 1887,"Collected at Fairview, C. York Peninsula, Qld, specimens at BRI.",,
360,c00361,BERTHON,E.d.C.(.,"BERTHON, E.d.C.(.","BERTHON, Elizabeth de Crillon (Lily)",1852-1946,"Landscape painter, collected for Mueller in Vict",notes,
361,c00362,BERTHOUD,G.F.(.o.s.s.,"BERTHOUD, G.F.(.o.s.s.","BERTHOUD, George Frederick (range of surname spellings)",1856-1936,"Horticulturist, collected widely, most states",notes,
362,c00363,BERTOLI,G.,"BERTOLI, G.","BERTOLI, G. ^^",fl. 1886,"Collected at L.Boort (Avoca), Vic",,
363,c00364,BESSA,P.,"BESSA, P.","BESSA, Pancrace",1772-1835,Botanical artist,notes,
364,c00365,BEST,D.R.W.,"BEST, D.R.W.","BEST, Dudley Robert William",1844-1928,"Businessman, naturalist",notes,
365,c00366,BEST,E.A.,"BEST, E.A.","BEST, Ellen Ann",1842-1918,"Collected at Beverley &amp; at Youarding near  Toodyay, WA",notes,
366,c00367,BEST,H.,"BEST, H.","BEST, Heinrich",1893-1961,Microscopical illustrator,,
367,c00368,BEST,H.,"BEST, H.","BEST, Henry",1843-,,,
368,c00369,BETCHE,D.L.E.,"BETCHE, D.L.E.","BETCHE, Daniel Ludwig Ernst",1851-1913,"Gardens collector, botanist, writer",notes,portrait
369,c00370,BEUZEVILLE,W.A.W.d.,"BEUZEVILLE, W.A.W.d.","BEUZEVILLE, Wilfred Alexander Watt de",1884-1954,"Forest ecologist, botanist",notes,
370,c00371,BEVERIDGE,P.,"BEVERIDGE, P.","BEVERIDGE, Peter",1829-1885,Grazier near Swan Hill,notes,
371,c00372,BEVERLEY,E.,"BEVERLEY, E.","BEVERLEY, Ednie",1931-,Botanical artist,,
372,c00373,BEWS,D.M.,"BEWS, D.M.","BEWS, D.M.",fl. 1906-14,Lichen collector,,
373,c00374,BEYER,G.,"BEYER, G.","BEYER, George",1865- &gt;1921,Herbarium assistant,notes,
374,c00375,BEYTHIEN,E.,"BEYTHIEN, E.","BEYTHIEN, Ernest ^^",fl. 1880s,"Chemist, Collected plants at Moonta, Paskeville, SA",,
375,c00376,BIAGI,G.,"BIAGI, G.","BIAGI, Guiseppe^^",fl. 1868,"Italian diplomat, collected around Hobart, Blackheath, Blue Mtns.",,
376,c00377,BIBBY,P.N.S.,"BIBBY, P.N.S.","BIBBY, Patrick Noel Sumner",1907-1955,Botanist,,
377,c00378,BIBRA,J.C.v.(.v.B.,"BIBRA, J.C.v.(.v.B.","BIBRA, Jane Charlotte von (also von BEBRA)",1822-1882,"Station-owner's wife, near Champion Bay, WA",,
378,c00379,BICHARD,J.P.,"BICHARD, J.P.","BICHARD, J. P. ^^",fl. 1890,"Collected fungi at Eight-mile Plain, Qld",,
379,c00380,BICHENO,J.E.,"BICHENO, J.E.","BICHENO, James Ebenezer",1785-1851,"Author, Colonial Secretary",notes,portrait
380,c00381,BICK,E.W.,"BICK, E.W.","BICK, Ernest Walter",1870-1949,"Horticulturist, botanic gardens curator",notes,
381,c00382,BICKFORD,E.J.,"BICKFORD, E.J.","BICKFORD, Ernest J.",1862-1940,"Collected  around Perth and at New Norcia,  Mt Eliza, WA",notes,
382,c00383,BIDDULPH,A.C.(.M.W.,"BIDDULPH, A.C.(.M.W.","BIDDULPH, Alice Caroline (later Mrs Wells)",1873-1971,Collected for Mueller in Qld and WA,notes,
383,c00384,BIDDULPH,E.C.(.F.,"BIDDULPH, E.C.(.F.","BIDDULPH, Ellen Caroline (nee Foot)",1855-1917,Collected for Mueller in Qld.,notes,
384,c00385,BIDDULPH,F.F.,"BIDDULPH, F.F.","BIDDULPH, Florence Francis",1879-1964,Collected for Mueller in Qld.,notes,
385,c00386,BIDDULPH,H.S.,"BIDDULPH, H.S.","BIDDULPH, Harriette Sophia, Mrs(nee Foot)",1839-1940,"Wife of property owner, Mt Playfair, Qld",notes,portrait
386,c00387,BIDDULPH,M.M.,"BIDDULPH, M.M.","BIDDULPH, Muriel Margaret",fl 1956-1966,"Amateur collector Mt Playfair, Qld",,
387,c00388,BIDWELL,J.E.,"BIDWELL, J.E.","BIDWELL, J.E.",,,,
388,c00389,BIDWILL,J.C.,"BIDWILL, J.C.","BIDWILL, John Carne",1815-1853,"Horticultural botanist, Gardens Director",notes,
389,c00390,BIGGS,B.,"BIGGS, B.","BIGGS, B. ^^",fl. 1887,"Collected at Rambo, NSW",,
390,c00391,BIGWOOD,A.,"BIGWOOD, A.","BIGWOOD, Anthony",fl. 1980,Palaeobotanist,,
391,c00392,BILLARDIERE,J.J.H.d.l.s.L.,"BILLARDIERE, J.J.H.d.l.s.L.","BILLARDIERE, J.J.H. de la see LABILLARDIERE",,,,
392,c00393,BILLINGHURST,F.L.,"BILLINGHURST, F.L.","BILLINGHURST, Farncorabe L. ^^",fl. 1890s,"Collected in Vic. at Loddon River,   Trentham",,
393,c00394,BINGHAM,J.,"BINGHAM, J.","BINGHAM, J. ^^",fl. 1896,"Collected at Balmoral, NSW",,
394,c00395,BIRCH,C.W.d.B.a.W.B.,"BIRCH, C.W.d.B.a.W.B.","BIRCH, Charles Weldon de Burgh(also as Weld Birch)",fl. 1860-80s,"Pastoralist, expedition leader",notes,
395,c00396,BIRCH,W.R.,"BIRCH, W.R.","BIRCH, William R.",1922-,"Botanist, phycologist",,
396,c00397,BIRD,E.C.P.,"BIRD, E.C.P.","BIRD, Eric C.P., Dr",fl. 1970s,"Physiographer, ecologist",,
397,c00398,BIRD,H.,"BIRD, H.","BIRD, H.",,,,
398,c00399,BIRD,J.,"BIRD, J.","BIRD, J. ^^",fl. 1887,"Collected at Scarsdale, NSW",,
399,c00400,BIRD,L.H.,"BIRD, L.H.","BIRD, L.H.",fl. 1979-1998,Collected in Qld,,
400,c00401,BIRD,S.,"BIRD, S.","BIRD, Simon ^^",fl. 1895,"Collected at Eumundi, Qld",,
401,c00402,BIRNAGE,L.A.,"BIRNAGE, L.A.","BIRNAGE, L.A. ^^",fl. 1879,"Collected at Brisbane, Qld",,
402,c00403,BISDEE,E.A.,"BISDEE, E.A.","BISDEE, Elizabeth Anne",fl.1830s,"Wildflower artist, Tas",,
