,label,count,start_date,end_date,activity_span,left_side,right_side,similarity,dup_count,item,itemLabel,surname,initials,canonical_string,orcid,viaf,isni,harv,ipni,abbr,bloodhound_id,enc_au_sc_id,yob,yod,wyb,wye,wikidata_link,orcid_link,harv_link,ipni_link,bloodhound_link,enc_au_sc_link,au_dict_bio_link
134,"Rodd, A.N.",6773,1876.0,2019.0,143.0,"Rodd, A.N.","Rodd, A.N.",1.0,1.0,http://www.wikidata.org/entity/Q5696967,Anthony N. Rodd,Rodd,A.N.,"Rodd, A.N.",,277761673,0000 0001 1054 2207,,38455-1,Rodd,,,1940.0,,,,http://www.wikidata.org/wiki/Q5696967,,,https://www.ipni.org/a/38455-1,,,
136,"Rodway, F.A.",6761,1883.0,2001.0,118.0,"Rodway, F.A.","Rodway, F.A.",1.0,1.0,http://www.wikidata.org/entity/Q21607319,Frederick Arthur Rodway,Rodway,F.A.,"Rodway, F.A.",,,,,40160-1,F.A.Rodway,,,1880.0,1956.0,,,http://www.wikidata.org/wiki/Q21607319,,,https://www.ipni.org/a/40160-1,,,
137,"Lepschi, B.J.",6746,1955.0,2018.0,63.0,"Lepschi, B.J.","Lepschi, B.J.",1.0,1.0,http://www.wikidata.org/entity/Q5733654,Brendan John Lepschi,Lepschi,B.J.,"Lepschi, B.J.",,,,39693.0,36824-1,Lepschi,,,1969.0,,,,http://www.wikidata.org/wiki/Q5733654,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=39693,https://www.ipni.org/a/36824-1,,,
141,"Rodway, L.",6555,1864.0,2012.0,148.0,"Rodway, L.","Rodway, L.",1.0,1.0,http://www.wikidata.org/entity/Q4396077,Leonard Rodway,Rodway,L.,"Rodway, L.",,15677178,0000 0000 6321 3119,686.0,8494-1,Rodway,,P001209b,1853.0,1936.0,,,http://www.wikidata.org/wiki/Q4396077,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=686,https://www.ipni.org/a/8494-1,,http://www.eoas.info/biogs/P001209b,http://adb.anu.edu.au/biography/rodway-leonard-8252
144,"Barker, W.R.",6461,1901.0,2018.0,117.0,"Barker, W.R.","Barker, W.R.",1.0,1.0,http://www.wikidata.org/entity/Q21505669,William Robert Barker,Barker,W.R.,"Barker, W.R.",,,,,13249-1,W.R.Barker,,,1948.0,,,,http://www.wikidata.org/wiki/Q21505669,,,https://www.ipni.org/a/13249-1,,,
147,"Trudgen, M.E.",6409,1971.0,2011.0,40.0,"Trudgen, M.E.","Trudgen, M.E.",1.0,1.0,http://www.wikidata.org/entity/Q5990483,Malcolm Eric Trudgen,Trudgen,M.E.,"Trudgen, M.E.",,,,38372,27931-1,Trudgen,,,1951.0,,,,http://www.wikidata.org/wiki/Q5990483,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=38372,https://www.ipni.org/a/27931-1,,,
152,"Copeland, L.M.",6287,1979.0,2018.0,39.0,"Copeland, L.M.","Copeland, L.M.",1.0,1.0,http://www.wikidata.org/entity/Q5968686,Lachlan Mackenzie Copeland,Copeland,L.M.,"Copeland, L.M.",,,,3619,40301-1,L.M.Copel.,,,1973.0,,,,http://www.wikidata.org/wiki/Q5968686,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=3619,https://www.ipni.org/a/40301-1,,,
157,"Pedley, L.",6041,1862.0,2014.0,152.0,"Pedley, L.","Pedley, L.",1.0,1.0,http://www.wikidata.org/entity/Q4347893,Leslie Pedley,Pedley,L.,"Pedley, L.",,36029448,,,7460-1,Pedley,,P001460b,1930.0,2018.0,,,http://www.wikidata.org/wiki/Q4347893,,,https://www.ipni.org/a/7460-1,,http://www.eoas.info/biogs/P001460b,
161,"Lang, P.J.",5949,1967.0,2018.0,51.0,"Lang, P.J.","Lang, P.J.",1.0,1.0,http://www.wikidata.org/entity/Q21516211,Peter J. Lang,Lang,P.J.,"Lang, P.J.",,44064002,0000 0000 8122 2692,,37784-1,P.J.Lang,,,1955.0,,,,http://www.wikidata.org/wiki/Q21516211,,,https://www.ipni.org/a/37784-1,,,
163,"Clements, M.A.",5779,1886.0,2019.0,133.0,"Clements, M.A.","Clements, M.A.",1.0,1.0,http://www.wikidata.org/entity/Q2272220,Mark Alwin Clements,Clements,M.A.,"Clements, M.A.",,91373070,0000 0000 8454 614X,,17309-1,M.A.Clem.,,,1949.0,,,,http://www.wikidata.org/wiki/Q2272220,,,https://www.ipni.org/a/17309-1,,,
165,"Adams, L.G.",5745,1948.0,2007.0,59.0,"Adams, L.G.","Adams, L.G.",1.0,1.0,http://www.wikidata.org/entity/Q10316562,Laurence George Adams,Adams,L.G.,"Adams, L.G.",,,,,12081-1,L.G.Adams,,P005518b,1929.0,2014.0,,,http://www.wikidata.org/wiki/Q10316562,,,https://www.ipni.org/a/12081-1,,http://www.eoas.info/biogs/P005518b,
169,"Slee, A.V.",5587,1973.0,2020.0,47.0,"Slee, A.V.","Slee, A.V.",1.0,1.0,http://www.wikidata.org/entity/Q21609032,Andrew Vernon Slee,Slee,A.V.,"Slee, A.V.",,,,,37064-1,Slee,,,1950.0,,,,http://www.wikidata.org/wiki/Q21609032,,,https://www.ipni.org/a/37064-1,,,
178,"Price, I.R.",5474,1684.0,1995.0,311.0,"Price, I.R.","Price, I.R.",1.0,1.0,http://www.wikidata.org/entity/Q21523240,Ian Russell Price,Price,I.R.,"Price, I.R.",,,,,33917-1,I.R.Price,,,1940.0,,,,http://www.wikidata.org/wiki/Q21523240,,,https://www.ipni.org/a/33917-1,,,
180,"Verdon, D.",5444,1960.0,1994.0,34.0,"Verdon, D.","Verdon, D.",1.0,1.0,http://www.wikidata.org/entity/Q21341750,Douglas Verdon,Verdon,D.,"Verdon, D.",,,,48900,31473-1,Verdon,,,1920.0,2000.0,,,http://www.wikidata.org/wiki/Q21341750,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=48900,https://www.ipni.org/a/31473-1,,,
181,"Gauba, E.",5417,1900.0,1983.0,83.0,"Gauba, E.","Gauba, E.",1.0,1.0,http://www.wikidata.org/entity/Q5837203,Erwin Gauba,Gauba,E.,"Gauba, E.",,,,46218,3048-1,Gauba,,,1891.0,1964.0,,,http://www.wikidata.org/wiki/Q5837203,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=46218,https://www.ipni.org/a/3048-1,,,
182,"Johnson, R.W.",5401,1930.0,2010.0,80.0,"Johnson, R.W.","Johnson, R.W.",1.0,1.0,http://www.wikidata.org/entity/Q21505765,Robert William Johnson,Johnson,R.W.,"Johnson, R.W.",,,,45804,21024-1,R.W.Johnson,,,1930.0,2012.0,,,http://www.wikidata.org/wiki/Q21505765,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=45804,https://www.ipni.org/a/21024-1,,,
183,"Forbes, S.J.",5374,1937.0,2013.0,76.0,"Forbes, S.J.","Forbes, S.J.",1.0,1.0,http://www.wikidata.org/entity/Q21513320,Stephen J. Forbes,Forbes,S.J.,"Forbes, S.J.",,,,,37432-1,S.J.Forbes,,,1953.0,,,,http://www.wikidata.org/wiki/Q21513320,,,https://www.ipni.org/a/37432-1,,,
184,"Williamson, H.B.",5362,1828.0,1992.0,164.0,"Williamson, H.B.","Williamson, H.B.",1.0,1.0,http://www.wikidata.org/entity/Q20016691,Herbert Bennett Williamson,Williamson,H.B.,"Williamson, H.B.",,,,38662,11712-1,H.B.Will.,,P002763b,1860.0,1931.0,,,http://www.wikidata.org/wiki/Q20016691,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=38662,https://www.ipni.org/a/11712-1,,http://www.eoas.info/biogs/P002763b,
186,"Collier, P.A.",5265,1958.0,2011.0,53.0,"Collier, P.A.","Collier, P.A.",1.0,1.0,http://www.wikidata.org/entity/Q47115694,Philip A. Collier,Collier,P.A.,"Collier, P.A.",,,,,20032668-1,P.A.Collier,,,,,,,http://www.wikidata.org/wiki/Q47115694,,,https://www.ipni.org/a/20032668-1,,,
187,"Flecker, H.",5201,1847.0,1980.0,133.0,"Flecker, H.","Flecker, H.",1.0,1.0,http://www.wikidata.org/entity/Q21539192,Hugo Flecker,Flecker,H.,"Flecker, H.",,,,31020,,,,P005858b,1884.0,1957.0,,,http://www.wikidata.org/wiki/Q21539192,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=31020,,,http://www.eoas.info/biogs/P005858b,http://adb.anu.edu.au/biography/flecker-hugo-10199
188,"Dockrill, A.W.",5143,1935.0,1983.0,48.0,"Dockrill, A.W.","Dockrill, A.W.",1.0,1.0,http://www.wikidata.org/entity/Q5668895,Alick William Dockrill,Dockrill,A.W.,"Dockrill, A.W.",,91332777,0000 0000 6746 8792,9041.0,2243-1,Dockrill,,,1915.0,2011.0,,,http://www.wikidata.org/wiki/Q5668895,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=9041,https://www.ipni.org/a/2243-1,,,
189,"Briggs, J.D.",5133,1897.0,2001.0,104.0,"Briggs, J.D.","Briggs, J.D.",1.0,1.0,http://www.wikidata.org/entity/Q5933159,John D. Briggs,Briggs,J.D.,"Briggs, J.D.",,,,,36579-1,J.D.Briggs,,,1955.0,,,,http://www.wikidata.org/wiki/Q5933159,,,https://www.ipni.org/a/36579-1,,,
194,"Lepp, H.",5023,1977.0,2016.0,39.0,"Lepp, H.","Lepp, H.",1.0,1.0,http://www.wikidata.org/entity/Q36575160,Heino Lepp,Lepp,H.,"Lepp, H.",,,,,20003043-1,Lepp,,,,,,,http://www.wikidata.org/wiki/Q36575160,,,https://www.ipni.org/a/20003043-1,,,
195,"Huisman, J.M.",5008,1981.0,2019.0,38.0,"Huisman, J.M.","Huisman, J.M.",1.0,1.0,http://www.wikidata.org/entity/Q21516642,John Marinus Huisman,Huisman,J.M.,"Huisman, J.M.",,,,,14743-1,Huisman,,,1958.0,,,,http://www.wikidata.org/wiki/Q21516642,,,https://www.ipni.org/a/14743-1,,,
196,"Sharpe, P.R.",5007,1951.0,2007.0,56.0,"Sharpe, P.R.","Sharpe, P.R.",1.0,1.0,http://www.wikidata.org/entity/Q21608752,Philip Ridley Sharpe,Sharpe,P.R.,"Sharpe, P.R.",,,,,26604-1,Sharpe,,,1915.0,,,,http://www.wikidata.org/wiki/Q21608752,,,https://www.ipni.org/a/26604-1,,,
198,"Rogers, R.W.",4945,1959.0,2016.0,57.0,"Rogers, R.W.","Rogers, R.W.",1.0,1.0,http://www.wikidata.org/entity/Q21387939,Roderick Westgarth Rogers,Rogers,R.W.,"Rogers, R.W.",,,,,25728-1,R.W.Rogers,,,1944.0,,,,http://www.wikidata.org/wiki/Q21387939,,,https://www.ipni.org/a/25728-1,,,
201,"Lyne, A.M.",4835,1955.0,2007.0,52.0,"Lyne, A.M.","Lyne, A.M.",1.0,1.0,http://www.wikidata.org/entity/Q33682944,A.M. Lyne,Lyne,A.M.,"Lyne, A.M.",,,,,36012-1,Lyne,,,,,,,http://www.wikidata.org/wiki/Q33682944,,,https://www.ipni.org/a/36012-1,,,
205,"Schodde, R.",4693,1930.0,1998.0,68.0,"Schodde, R.","Schodde, R.",1.0,1.0,http://www.wikidata.org/entity/Q534418,Richard Schodde,Schodde,R.,"Schodde, R.",,25963023,0000 0001 1610 3379,28692.0,9212-1,Schodde,,P003198b,1936.0,,,,http://www.wikidata.org/wiki/Q534418,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=28692,https://www.ipni.org/a/9212-1,,http://www.eoas.info/biogs/P003198b,
207,"Leach, G.",4657,1954.0,2018.0,64.0,"Leach, G.","Leach, G.",1.0,1.0,http://www.wikidata.org/entity/Q5885625,Gregory Leach,Leach,G.,"Leach, G.",,93986303,0000 0000 8456 7573,,13146-1,G.J.Leach,,,1952.0,,,,http://www.wikidata.org/wiki/Q5885625,,,https://www.ipni.org/a/13146-1,,,
208,"Dallachy, J.",4638,1848.0,1892.0,44.0,"Dallachy, J.","Dallachy, J.",1.0,1.0,http://www.wikidata.org/entity/Q16065577,John Dallachy,Dallachy,J.,"Dallachy, J.",,,,,,,,P000040b,1803.0,1871.0,,,http://www.wikidata.org/wiki/Q16065577,,,,,http://www.eoas.info/biogs/P000040b,http://adb.anu.edu.au/biography/dallachy-john-3355
209,"Cambage, R.H.",4633,1883.0,2011.0,128.0,"Cambage, R.H.","Cambage, R.H.",1.0,1.0,http://www.wikidata.org/entity/Q7326472,Richard Hind Cambage,Cambage,R.H.,"Cambage, R.H.",,94692053,,13814,12111-1,Cambage,,P000945b,1859.0,1928.0,,,http://www.wikidata.org/wiki/Q7326472,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=13814,https://www.ipni.org/a/12111-1,,http://www.eoas.info/biogs/P000945b,http://adb.anu.edu.au/biography/cambage-richard-hind-5470
218,"Entwisle, T.J.",4483,1980.0,2015.0,35.0,"Entwisle, T.J.","Entwisle, T.J.",1.0,1.0,http://www.wikidata.org/entity/Q21512240,Timothy John Entwisle,Entwisle,T.J.,"Entwisle, T.J.",,93619302,0000 0000 7739 0319,66259.0,14571-1,Entwisle,,,1960.0,,,,http://www.wikidata.org/wiki/Q21512240,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=66259,https://www.ipni.org/a/14571-1,,,
219,"Carr, G.W.",4471,1924.0,2015.0,91.0,"Carr, G.W.","Carr, G.W.",1.0,1.0,http://www.wikidata.org/entity/Q3281577,Geoffrey William Carr,Carr,G.W.,"Carr, G.W.",,,,,13236-1,G.W.Carr,,,1948.0,,,,http://www.wikidata.org/wiki/Q3281577,,,https://www.ipni.org/a/13236-1,,,
220,"Green, J.W.",4454,1940.0,2012.0,72.0,"Green, J.W.","Green, J.W.",1.0,1.0,http://www.wikidata.org/entity/Q21391513,John Wagener Green,Green,J.W.,"Green, J.W.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q21391513,,,,,,
228,"Nicolle, D.",4351,1990.0,2017.0,27.0,"Nicolle, D.","Nicolle, D.",1.0,1.0,http://www.wikidata.org/entity/Q18987043,Dean Nicolle,Nicolle,D.,"Nicolle, D.",,92803422,0000 0004 3078 5769,45177.0,36915-1,D.Nicolle,,P005226b,1974.0,,,,http://www.wikidata.org/wiki/Q18987043,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=45177,https://www.ipni.org/a/36915-1,,http://www.eoas.info/biogs/P005226b,
231,"Baeuerlen, W.",4287,1874.0,1990.0,116.0,"Baeuerlen, W.","Baeuerlen, W.",1.0,1.0,http://www.wikidata.org/entity/Q62088127,William Baeuerlen,Baeuerlen,W.,"Baeuerlen, W.",,,,27830,,,,P002095b,1840.0,1893.0,,,http://www.wikidata.org/wiki/Q62088127,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=27830,,,http://www.eoas.info/biogs/P002095b,
235,"Cheel, E.",4248,1840.0,2003.0,163.0,"Cheel, E.","Cheel, E.",1.0,1.0,http://www.wikidata.org/entity/Q2612815,Edwin Cheel,Cheel,E.,"Cheel, E.",,91689531,,50105.0,1562-1,Cheel,,P000928b,1872.0,1951.0,,,http://www.wikidata.org/wiki/Q2612815,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=50105,https://www.ipni.org/a/1562-1,,http://www.eoas.info/biogs/P000928b,http://adb.anu.edu.au/biography/cheel-edwin-5571
236,"Millar, A.J.K.",4201,1979.0,2005.0,26.0,"Millar, A.J.K.","Millar, A.J.K.",1.0,1.0,http://www.wikidata.org/entity/Q21521498,Alan J.K. Millar,Millar,A.J.K.,"Millar, A.J.K.",,,,,33503-1,A.Millar,,,1957.0,,,,http://www.wikidata.org/wiki/Q21521498,,,https://www.ipni.org/a/33503-1,,,
237,"Hunter, J.T.",4185,1984.0,2012.0,28.0,"Hunter, J.T.","Hunter, J.T.",1.0,1.0,http://www.wikidata.org/entity/Q5933635,John T. Hunter,Hunter,J.T.,"Hunter, J.T.",,269291367,0000 0000 8299 1039,,36755-1,McGann,,,1967.0,,,,http://www.wikidata.org/wiki/Q5933635,,,https://www.ipni.org/a/36755-1,,,
243,"Jeanes, J.A.",4143,1983.0,2018.0,35.0,"Jeanes, J.A.","Jeanes, J.A.",1.0,1.0,http://www.wikidata.org/entity/Q21395685,Jeffrey A. Jeanes,Jeanes,J.A.,"Jeanes, J.A.",,,,41963,39451-1,Jeanes,,,,,,,http://www.wikidata.org/wiki/Q21395685,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=41963,https://www.ipni.org/a/39451-1,,,
244,"Thompson, J.",4132,1898.0,2013.0,115.0,"Thompson, J.","Thompson, J.(.",1.0,1.0,http://www.wikidata.org/entity/Q24225592,Joseph (Joe) Thompson,Thompson,J.(.,"Thompson, J.(.",,,,,,,,,1838.0,1909.0,,,http://www.wikidata.org/wiki/Q24225592,,,,,,http://adb.anu.edu.au/biography/thompson-joseph-joe-4713
245,"Hoogland, R.D.",4108,1951.0,1986.0,35.0,"Hoogland, R.D.","Hoogland, R.D.",1.0,1.0,http://www.wikidata.org/entity/Q7383565,Ruurd Dirk Hoogland,Hoogland,R.D.,"Hoogland, R.D.",,76996934,0000 0000 5019 6241,18765,4083-1,Hoogland,Q7383565,,1922.0,1994.0,,,http://www.wikidata.org/wiki/Q7383565,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=18765,https://www.ipni.org/a/4083-1,https://bloodhound-tracker.net/Q7383565,,
246,"Hunt, D.",4107,1914.0,1997.0,83.0,"Hunt, D.","Hunt, D.",1.0,1.0,http://www.wikidata.org/entity/Q1176320,David Hunt,Hunt,D.,"Hunt, D.",,100291349,0000 0001 1511 9272,,4232-1,D.R.Hunt,,,1938.0,2019.0,,,http://www.wikidata.org/wiki/Q1176320,,,https://www.ipni.org/a/4232-1,,,
256,"Wakefield, N.A.",3942,1918.0,1989.0,71.0,"Wakefield, N.A.","Wakefield, N.A.",1.0,1.0,http://www.wikidata.org/entity/Q7051918,Norman Arthur Wakefield,Wakefield,N.A.,"Wakefield, N.A.",,21877425,0000 0001 1044 2062,49120,11324-1,N.A.Wakef.,,,1918.0,1972.0,,,http://www.wikidata.org/wiki/Q7051918,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=49120,https://www.ipni.org/a/11324-1,,,http://adb.anu.edu.au/biography/wakefield-norman-arthur-11933
257,"Story, R.",3940,1900.0,1996.0,96.0,"Story, R.","Story, R.",1.0,1.0,http://www.wikidata.org/entity/Q18166629,Robert Story,Story,R.,"Story, R.",,306222201,0000 0004 2594 0306,,10190-1,Story,,,1913.0,1999.0,,,http://www.wikidata.org/wiki/Q18166629,,,https://www.ipni.org/a/10190-1,,,
258,"Thomas, M.B.",3903,1965.0,2018.0,53.0,"Thomas, M.B.","Thomas, M.B.",1.0,1.0,http://www.wikidata.org/entity/Q21610629,Mason Blanchard Thomas,Thomas,M.B.,"Thomas, M.B.",,,,,10597-1,M.B.Thomas,,,1866.0,1912.0,,,http://www.wikidata.org/wiki/Q21610629,,,https://www.ipni.org/a/10597-1,,,
259,"Blaxell, D.F.",3890,1954.0,2002.0,48.0,"Blaxell, D.F.","Blaxell, D.F.",1.0,1.0,http://www.wikidata.org/entity/Q4088436,Donald Frederick Blaxell,Blaxell,D.F.,"Blaxell, D.F.",,311322491,,38070.0,853-1,Blaxell,,P005126b,1934.0,,,,http://www.wikidata.org/wiki/Q4088436,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=38070,https://www.ipni.org/a/853-1,,http://www.eoas.info/biogs/P005126b,
260,"Olde, P.M.",3887,1904.0,2016.0,112.0,"Olde, P.M.","Olde, P.M.",1.0,1.0,http://www.wikidata.org/entity/Q6073432,Peter M. Olde,Olde,P.M.,"Olde, P.M.",,,,83405,36064-1,Olde,,,1957.0,,,,http://www.wikidata.org/wiki/Q6073432,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=83405,https://www.ipni.org/a/36064-1,,,
262,"Morris, D.I.",3865,1961.0,2004.0,43.0,"Morris, D.I.","Morris, D.I.",1.0,1.0,http://www.wikidata.org/entity/Q21388745,Dennis Ivor Morris,Morris,D.I.,"Morris, D.I.",,,,,6672-1,D.I.Morris,,,1924.0,2005.0,,,http://www.wikidata.org/wiki/Q21388745,,,https://www.ipni.org/a/6672-1,,,
265,"Tepper, J.G.O.",3861,1829.0,1996.0,167.0,"Tepper, J.G.O.","Tepper, J.G.O.",1.0,1.0,http://www.wikidata.org/entity/Q2891010,Johann Gottlieb Otto Tepper,Tepper,J.G.O.,"Tepper, J.G.O.",,92102539,0000 0000 6611 3308,7487.0,10515-1,Tepper,,P005954b,1841.0,1923.0,,,http://www.wikidata.org/wiki/Q2891010,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=7487,https://www.ipni.org/a/10515-1,,http://www.eoas.info/biogs/P005954b,http://adb.anu.edu.au/biography/tepper-johann-gottlieb-otto-13215
269,"Brown, E.A.",3788,1974.0,2012.0,38.0,"Brown, E.A.","Brown, E.A.",1.0,1.0,http://www.wikidata.org/entity/Q21506537,Elizabeth Anne Brown,Brown,E.A.,"Brown, E.A.",,44407399,0000 0001 2130 4490,87008,38855-1,E.A.Br.,,P005546b,1956.0,2013.0,,,http://www.wikidata.org/wiki/Q21506537,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=87008,https://www.ipni.org/a/38855-1,,http://www.eoas.info/biogs/P005546b,
283,"Kuchel, R.H.",3680,1906.0,1981.0,75.0,"Kuchel, R.H.","Kuchel, R.H.",1.0,1.0,http://www.wikidata.org/entity/Q6107306,Rex Harold Kuchel,Kuchel,R.H.,"Kuchel, R.H.",,,,73101,5100-1,Kuchel,,,1917.0,1986.0,,,http://www.wikidata.org/wiki/Q6107306,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=73101,https://www.ipni.org/a/5100-1,,,
285,"Cooper, H.M.",3630,1920.0,1988.0,68.0,"Cooper, H.M.","Cooper, H.M.",1.0,1.0,http://www.wikidata.org/entity/Q61893838,Harold Moore Cooper,Cooper,H.M.,"Cooper, H.M.",,91874641,0000 0000 6495 9473,,,,,,1886.0,1970.0,,,http://www.wikidata.org/wiki/Q61893838,,,,,,http://adb.anu.edu.au/biography/cooper-harold-more-9821
293,"Coveny, R.",3560,1899.0,2012.0,113.0,"Coveny, R.","Coveny, R.",1.0,1.0,http://www.wikidata.org/entity/Q21537426,Robert Coveny,Coveny,R.,"Coveny, R.",,,,,,,,,1809.0,1878.0,,,http://www.wikidata.org/wiki/Q21537426,,,,,,http://adb.anu.edu.au/biography/coveny-robert-3271
294,"West, J.G.",3545,1917.0,2011.0,94.0,"West, J.G.","West, J.G.",1.0,1.0,http://www.wikidata.org/entity/Q18166796,Judith Gay West,West,J.G.,"West, J.G.",,,,,12307-1,J.G.West,,,1949.0,,,,http://www.wikidata.org/wiki/Q18166796,,,https://www.ipni.org/a/12307-1,,,
297,"Wheeler, J.R.",3432,1958.0,2002.0,44.0,"Wheeler, J.R.","Wheeler, J.R.",1.0,1.0,http://www.wikidata.org/entity/Q19003314,Judith Roderick Wheeler,Wheeler,J.R.,"Wheeler, J.R.",,,,,28703-1,J.R.Wheeler,,,1944.0,,,,http://www.wikidata.org/wiki/Q19003314,,,https://www.ipni.org/a/28703-1,,,
298,"Norris, D.H.",3417,1973.0,1987.0,14.0,"Norris, D.H.","Norris, D.H.",1.0,1.0,http://www.wikidata.org/entity/Q21522236,Daniel Howard Norris,Norris,D.H.,"Norris, D.H.",,286985029,,,24158-1,D.H.Norris,,,1933.0,2017.0,,,http://www.wikidata.org/wiki/Q21522236,,,https://www.ipni.org/a/24158-1,,,
305,"Walter, C.",3301,1835.0,1999.0,164.0,"Walter, C.","Walter, C.",1.0,1.0,http://www.wikidata.org/entity/Q17053407,Carl Walter,Walter,C.,"Walter, C.",,91829033,0000 0001 2030 6160,37942,13332-1,C.Walter,,P001520b,1831.0,1907.0,,,http://www.wikidata.org/wiki/Q17053407,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=37942,https://www.ipni.org/a/13332-1,,http://www.eoas.info/biogs/P001520b,
307,"Gray, A.M.",3243,1936.0,2017.0,81.0,"Gray, A.M.","Gray, A.M.",1.0,1.0,http://www.wikidata.org/entity/Q18985093,Alan Maurice Gray,Gray,A.M.,"Gray, A.M.",,,,78763,3351-1,A.M.Gray,,P005334b,1943.0,,,,http://www.wikidata.org/wiki/Q18985093,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=78763,https://www.ipni.org/a/3351-1,,http://www.eoas.info/biogs/P005334b,
308,"Haegi, L.",3236,1948.0,1999.0,51.0,"Haegi, L.","Haegi, L.",1.0,1.0,http://www.wikidata.org/entity/Q5971806,Laurence Haegi,Haegi,L.,"Haegi, L.",,,,79775,13662-1,Haegi,,,1952.0,,,,http://www.wikidata.org/wiki/Q5971806,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=79775,https://www.ipni.org/a/13662-1,,,
316,"Maconochie, J.",3218,1948.0,1987.0,39.0,"Maconochie, J.","Maconochie, J.",1.0,1.0,http://www.wikidata.org/entity/Q21339335,John Maconochie,Maconochie,J.,"Maconochie, J.",,277812553,,70076,5956-1,Maconochie,Q21339335,P005676b,1941.0,1984.0,,,http://www.wikidata.org/wiki/Q21339335,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=70076,https://www.ipni.org/a/5956-1,https://bloodhound-tracker.net/Q21339335,http://www.eoas.info/biogs/P005676b,
317,"Jackes, B.R.",3200,1955.0,2019.0,64.0,"Jackes, B.R.","Jackes, B.R.",1.0,1.0,http://www.wikidata.org/entity/Q21516848,Betsy Rivers Jackes,Jackes,B.R.,"Jackes, B.R.",,,,,13295-1,Jackes,,,1935.0,,,,http://www.wikidata.org/wiki/Q21516848,,,https://www.ipni.org/a/13295-1,,,
319,"Lucas, A.H.S.",3130,1801.0,1986.0,185.0,"Lucas, A.H.S.","Lucas, A.H.S.",1.0,1.0,http://www.wikidata.org/entity/Q2865141,Arthur Henry Shakespeare Lucas,Lucas,A.H.S.,"Lucas, A.H.S.",,3802231,0000 0000 8417 8738,507.0,5794-1,A.H.S.Lucas,,P000584b,1853.0,1936.0,,,http://www.wikidata.org/wiki/Q2865141,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=507,https://www.ipni.org/a/5794-1,,http://www.eoas.info/biogs/P000584b,http://adb.anu.edu.au/biography/lucas-arthur-henry-7256
323,"Betche, E.",3098,1850.0,1986.0,136.0,"Betche, E.","Betche, E.",1.0,1.0,http://www.wikidata.org/entity/Q8777414,Ernst Betche,Betche,E.,"Betche, E.",,93250440,0000 0000 6457 8785,2251,740-1,Betche,,P000086b,1851.0,1913.0,,,http://www.wikidata.org/wiki/Q8777414,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=2251,https://www.ipni.org/a/740-1,,http://www.eoas.info/biogs/P000086b,http://adb.anu.edu.au/biography/betche-ernst-2988
