,COLL_ID,NAME,LNAME,FNAME,MNAME,match_name,name,matched_name,distance,dup_count,item,itemLabel,surname,initials,canonical_string,orcid,viaf,isni,harv,ipni,abbr,bloodhound_id,enc_au_sc_id,yob,yod,wyb,wye
92,R028,Ravenel H.W.,Ravenel,Henry,William,"Ravenel, H.W.","Ravenel, H.W.","Ravenel, H.W.",0.0,1,http://www.wikidata.org/entity/Q3127757,Henry William Ravenel,Ravenel,H.W.,"Ravenel, H.W.",,30320203,0000 0000 2463 4869,2029.0,8179-1,Ravenel,,,1814.0,1887.0,,
93,HUTE1,Huter R.,Huter,Rupert,,"Huter, R.","Huter, R.","Huter, R.",0.0,1,http://www.wikidata.org/entity/Q2176541,Rupert Huter,Huter,R.,"Huter, R.",,74633030,,79807.0,4253-1,Huter,Q2176541,,1834.0,1919.0,,
94,LAUR,Laurent,Laurent,,,Laurent,Laurent,"Laurent, É.",0.0,1,http://www.wikidata.org/entity/Q18197704,Émile Laurent,Laurent,É.,"Laurent, É.",,66534336,0000 0001 2320 9446,8884.0,5324-1,Laurent,,,1861.0,1904.0,,
95,POLGS,Polgár S.,Polgár,Sandor,,"Polgár, S.","Polgár, S.","Polgár, S.",0.0,1,http://www.wikidata.org/entity/Q21523080,Sándor Polgár,Polgár,S.,"Polgár, S.",,162597162,0000 0001 1176 4901,35750,7807-1,Polg.,,,1876.0,1944.0,,
96,F044,Francis S.M.,Francis,S.M.,,"Francis, S.M.","Francis, S.M.","Francis, S.M.",0.0,1,http://www.wikidata.org/entity/Q36675336,Sheila M. Francis,Francis,S.M.,"Francis, S.M.",,,,,18935-1,S.M.Francis,,,,,,
97,Y003,Young H.E.,Young,H.E.,,"Young, H.E.","Young, H.E.","Young, H.E.",0.0,1,http://www.wikidata.org/entity/Q36580767,H.E. Young,Young,H.E.,"Young, H.E.",,,,,20005063-2,H.E.Young,,,,,,
98,DUMBB,Dumbo B.,Dumbo,B.,,"Dumbo, B.","Dumbo, B.","Dumbo, B.",0.0,1,http://www.wikidata.org/entity/Q88812580,Bonny Dumbo,Dumbo,B.,"Dumbo, B.",,,,,20044344-1,B.Dumbo,,,,,,
99,WILDH,Wild H.,Wild,Hiram,,"Wild, H.","Wild, H.","Wild, H.",0.0,1,http://www.wikidata.org/entity/Q5792958,Hiram Wild,Wild,H.,"Wild, H.",,13815108,0000 0001 1597 9264,848,11673-1,Wild,,,1917.0,1982.0,,
100,K092,Kruijt R.Ch.,Kruijt,R.,Ch.,"Kruijt, R.C.","Kruijt, R.C.","Kruijt, R.C.",0.0,1,http://www.wikidata.org/entity/Q6109407,Robert C. Kruijt,Kruijt,R.C.,"Kruijt, R.C.",,,,62509,37406-1,Kruijt,,,1966.0,,,
101,MEYED,Meyer D.,Meyer,D.,E.,"Meyer, D.E.","Meyer, D.E.","Meyer, D.E.",0.0,1,http://www.wikidata.org/entity/Q5806912,Dieter Erich Meyer,Meyer,D.E.,"Meyer, D.E.",,,,8804,6412-1,D.E.Mey.,,,1926.0,1982.0,,
102,KALKC,Kalkman C.,Kalkman,Cornelis,,"Kalkman, C.","Kalkman, C.","Kalkman, C.",0.0,1,http://www.wikidata.org/entity/Q5199552,Cornelis Kalkman,Kalkman,C.,"Kalkman, C.",,45924113,0000 0001 1633 4206,30461.0,4619-1,Kalkman,,,1928.0,1998.0,,
103,S986,Shivas R.G.,Shivas,Roger Grahm,,"Shivas, R.G.","Shivas, R.G.","Shivas, R.G.",0.0,1,http://www.wikidata.org/entity/Q36669774,Roger Graham Shivas,Shivas,R.G.,"Shivas, R.G.",,,,,26683-1,R.G.Shivas,,,,,,
104,CAPUG,Capus G.,Capus,Guillaume,,"Capus, G.","Capus, G.","Capus, G.",0.0,1,http://www.wikidata.org/entity/Q13102884,Guillaume Capus,Capus,G.,"Capus, G.",,44603791,0000 0001 0844 6670,64427,,,,,1857.0,1931.0,,
105,CALZJ,Calzada J.I.,Calzada,J.I.,,"Calzada, J.I.","Calzada, J.I.","Calzada, J.I.",0.0,1,http://www.wikidata.org/entity/Q6300039,Juan Ismael Calzada,Calzada,J.I.,"Calzada, J.I.",,,,37025,38159-1,Calzada,,,2000.0,,,
106,PIREJM,Pires J.M.,Pires,Joao,Murça,"Pires, J.M.","Pires, J.M.","Pires, J.M.",0.0,1,http://www.wikidata.org/entity/Q5816173,João Murça Pires,Pires,J.M.,"Pires, J.M.",,6302149489110993810004,,36566,7724-1,Pires,Q5816173,,1917.0,1994.0,,
107,PHIPJ,Phipps J.B.,Phipps,James,Bird,"Phipps, J.B.","Phipps, J.B.","Phipps, J.B.",0.0,1,http://www.wikidata.org/entity/Q5925683,James Bird Phipps,Phipps,J.B.,"Phipps, J.B.",,,,9287,7651-1,J.B.Phipps,,,1934.0,,,
108,KOIDG,Koidzumi G.,Koidzumi,G.,,"Koidzumi, G.","Koidzumi, G.","Koidzumi, G.",0.0,1,http://www.wikidata.org/entity/Q941892,Gen-ichi Koidzumi,Koidzumi,G.,"Koidzumi, G.",,256117274,0000 0003 7850 7277,35030.0,4931-1,Koidz.,,,1883.0,1953.0,,
109,P088,Patzak A.,Patzak,A.,,"Patzak, A.","Patzak, A.","Patzak, A.",0.0,1,http://www.wikidata.org/entity/Q16529123,Alois Patzak,Patzak,A.,"Patzak, A.",,306235039,0000 0004 2608 9680,13736,7397-1,Patzak,,,1930.0,,,
110,JACKG,Jackson G.,Jackson,G.,,"Jackson, G.","Jackson, G.","Jackson, G.",0.0,1,http://www.wikidata.org/entity/Q4160115,George Jackson,Jackson,G.,"Jackson, G.",,,,36928.0,4364-1,Jacks.,,,1790.0,1811.0,,
111,JACKG1,Jackson G.,Jackson,George,,"Jackson, G.","Jackson, G.","Jackson, G.",0.0,1,http://www.wikidata.org/entity/Q4160115,George Jackson,Jackson,G.,"Jackson, G.",,,,36928.0,4364-1,Jacks.,,,1790.0,1811.0,,
112,KESLW,Kesler W.,Kesler,W.,,"Kesler, W.","Kesler, W.","Kesler, W.",0.0,1,http://www.wikidata.org/entity/Q26714457,Willy Kesler,Kesler,W.,"Kesler, W.",,,,77846,4751-1,Kesler,,,,,,
113,RODWF,Rodway F.A.,Rodway,F.A.,,"Rodway, F.A.","Rodway, F.A.","Rodway, F.A.",0.0,1,http://www.wikidata.org/entity/Q21607319,Frederick Arthur Rodway,Rodway,F.A.,"Rodway, F.A.",,,,,40160-1,F.A.Rodway,,,1880.0,1956.0,,
114,T037,Trappe J.M.,Trappe,James,Martin,"Trappe, J.M.","Trappe, J.M.","Trappe, J.M.",0.0,1,http://www.wikidata.org/entity/Q21610934,James M. Trappe,Trappe,J.M.,"Trappe, J.M.",,,,,10791-1,Trappe,,,1931.0,,,
115,BRIGM,Briggs M.,Briggs,Marie,,"Briggs, M.","Briggs, M.","Briggs, M.",0.0,1,http://www.wikidata.org/entity/Q21506483,Marie Briggs,Briggs,M.,"Briggs, M.",,,,,20029182-1,M.Briggs,,,1979.0,,,
116,DRUCG,Druce G.C.,Druce,George,Claridge,"Druce, G.C.","Druce, G.C.","Druce, G.C.",0.0,1,http://www.wikidata.org/entity/Q601969,George Claridge Druce,Druce,G.C.,"Druce, G.C.",,43790173,0000 0001 1760 4220,545.0,2321-1,Druce,,,1850.0,1932.0,,
117,KHARS,Kharkevich S.,Kharkevich,Sigismund,Semenovich,"Kharkevich, S.S.","Kharkevich, S.S.","Kharkevich, S.S.",0.0,1,http://www.wikidata.org/entity/Q9392812,Sigismund Semenovich Kharkevich,Kharkevich,S.S.,"Kharkevich, S.S.",,61828841,0000 0001 1655 8525,78953,1537-1,Kharkev.,,,1921.0,1988.0,,
118,SCHEG,Scheffler G.,Scheffler,Georg,,"Scheffler, G.","Scheffler, G.","Scheffler, G.",0.0,1,http://www.wikidata.org/entity/Q21607877,Georg Scheffler,Scheffler,G.,"Scheffler, G.",,,,,20012721-2,G.Scheffler,,,,1910.0,,
119,P112,Palmer J.T.,Palmer,James,Terence,"Palmer, J.T.","Palmer, J.T.","Palmer, J.T.",0.0,1,http://www.wikidata.org/entity/Q21522571,James Terence Palmer,Palmer,J.T.,"Palmer, J.T.",,,,,24489-1,J.T.Palmer,,,1923.0,,,
120,BREED,Breedlove D.E.,Breedlove,D.E.,,"Breedlove, D.E.","Breedlove, D.E.","Breedlove, D.E.",0.0,1,http://www.wikidata.org/entity/Q2479753,Dennis E. Breedlove,Breedlove,D.E.,"Breedlove, D.E.",,8736687,,27226.0,1105-1,Breedlove,Q2479753,,1939.0,2012.0,,
121,MURRD,Murray D.P.,Murray,Desmond,Patrick,"Murray, D.P.","Murray, D.P.","Murray, D.P.",0.0,1,http://www.wikidata.org/entity/Q21502998,Desmond P. Murray,Murray,D.P.,"Murray, D.P.",,,,,,,,,,,,
122,TINEO,Tineo V.,Tineo,Vincenze,,"Tineo, V.","Tineo, V.","Tineo, V.",0.0,1,http://www.wikidata.org/entity/Q615184,Vincenzo Tineo,Tineo,V.,"Tineo, V.",,45078888,0000 0001 0894 1225,116133.0,10683-1,Tineo,,,1791.0,1856.0,,
123,S105,Setchell W.A.,Setchell,William Albert,,"Setchell, W.A.","Setchell, W.A.","Setchell, W.A.",0.0,1,http://www.wikidata.org/entity/Q6167550,William Albert Setchell,Setchell,W.A.,"Setchell, W.A.",,90723973,0000 0001 0417 353X,323.0,9516-1,Setch.,,,1864.0,1943.0,,
124,CAREE,Carette E.,Carette,E.,,"Carette, E.","Carette, E.","Carette, E.",0.0,1,http://www.wikidata.org/entity/Q17350120,Ernest Carette,Carette,E.,"Carette, E.",,14869536,0000 0001 1873 3155,,,,,,1808.0,1889.0,,
125,E204,Eig A.,Eig,Alexander,,"Eig, A.","Eig, A.","Eig, A.",0.0,1,http://www.wikidata.org/entity/Q2622975,Alexander Eig,Eig,A.,"Eig, A.",,83325295,0000 0000 6702 9407,877.0,2493-1,Eig,,,1894.0,1938.0,,
126,KILLD,Killick D.,Killick,Donald,Joseph Boomer,"Killick, D.J.B.","Killick, D.J.B.","Killick, D.J.B.",0.0,1,http://www.wikidata.org/entity/Q5813316,Donald Joseph Boomer Killick,Killick,D.J.B.,"Killick, D.J.B.",,633145858161123022472,,17398,4789-1,Killick,,,1926.0,2008.0,,
127,F028,Fidalgo O.,Fidalgo,Oswaldo,,"Fidalgo, O.","Fidalgo, O.","Fidalgo, O.",0.0,1,http://www.wikidata.org/entity/Q21512984,Oswaldo Fidalgo,Fidalgo,O.,"Fidalgo, O.",,,,,18779-1,O.Fidalgo,,,1928.0,,,
128,XANTM,Xanthos M.,Xanthos,M.,,"Xanthos, M.","Xanthos, M.","Xanthos, M.",0.0,1,http://www.wikidata.org/entity/Q21613143,Martin Xanthos,Xanthos,M.,"Xanthos, M.",,,,,20021400-1,Xanthos,,,1980.0,,,
129,BAROR,Baron R.,Baron,Richard,,"Baron, R.","Baron, R.","Baron, R.",0.0,1,http://www.wikidata.org/entity/Q3430500,Richard Baron,Baron,R.,"Baron, R.",,21672632,0000 0000 4305 5379,27078.0,20008027-1,R.Baron,,,1847.0,1907.0,,
130,O016,Otieno N.C.,Otieno,N.C.,,"Otieno, N.C.","Otieno, N.C.","Otieno, N.C.",0.0,1,http://www.wikidata.org/entity/Q36643484,N.C. Otieno,Otieno,N.C.,"Otieno, N.C.",,,,75647,24423-1,Otieno,,,,,,
131,JUNGE,Junger E.,Junger,E.,,"Junger, E.","Junger, E.","Junger, E.",0.0,1,http://www.wikidata.org/entity/Q47119814,Ernst Junger,Junger,E.,"Junger, E.",,,,78026,4584-1,Junger,,,,,,
132,V010,Vargas O.,Vargas,O.,,"Vargas, O.","Vargas, O.","Vargas, O.",0.0,1,http://www.wikidata.org/entity/Q13423785,Ofelia Vargas,Vargas,O.,"Vargas, O.",,,,,38803-1,O.Vargas,,,,,,
133,V009,Vrinda K.B.,Vrinda,K.B.,,"Vrinda, K.B.","Vrinda, K.B.","Vrinda, K.B.",0.0,1,http://www.wikidata.org/entity/Q36609945,K.B. Vrinda,Vrinda,K.B.,"Vrinda, K.B.",,,,,20003538-1,K.B.Vrinda,,,,,,
134,MOGGA,Mogg A.O.D.,Mogg,Albert,Oliver Dean,"Mogg, A.O.D.","Mogg, A.O.D.","Mogg, A.O.D.",0.0,1,http://www.wikidata.org/entity/Q21521603,Albert Oliver Dean Mogg,Mogg,A.O.D.,"Mogg, A.O.D.",,,,,37576-1,Mogg,,,1886.0,1979.0,,
135,BURTB,Burtt B.D.,Burtt,Bernard,Dearman,"Burtt, B.D.","Burtt, B.D.","Burtt, B.D.",0.0,1,http://www.wikidata.org/entity/Q2897760,Bernard Dearman Burtt,Burtt,B.D.,"Burtt, B.D.",,,,11449.0,1314-1,Burtt,,,1902.0,1938.0,,
136,BRSTW,Brasfield T.W.,Brasfield,Travis,W.,"Brasfield, T.W.","Brasfield, T.W.","Brasfield, T.W.",0.0,1,http://www.wikidata.org/entity/Q36686644,Travis W. Brasfield,Brasfield,T.W.,"Brasfield, T.W.",,,,35642,16472-1,Brasf.,,,,,,
137,BALLP,Bally P.R.O.,Bally,Peter,René Oscar,"Bally, P.R.O.","Bally, P.R.O.","Bally, P.R.O.",0.0,1,http://www.wikidata.org/entity/Q13225111,Peter René Oscar Bally,Bally,P.R.O.,"Bally, P.R.O.",,93044966,0000 0000 6748 459X,31198.0,434-1,P.R.O.Bally,,,1895.0,1980.0,,
138,ANDRF,Andrews F.W.,Andrews,Frederick,William,"Andrews, F.W.","Andrews, F.W.","Andrews, F.W.",0.0,1,http://www.wikidata.org/entity/Q18982550,Frederick William Andrews,Andrews,F.W.,"Andrews, F.W.",,,,,215-1,F.W.Andrews,,,,1961.0,,
139,SMITP1,Smith P.A.,Smith,Peter,Alexander,"Smith, P.A.","Smith, P.A.","Smith, P.A.",0.0,1,http://www.wikidata.org/entity/Q59605807,Paul A. Smith,Smith,P.A.,"Smith, P.A.",,,,,20032914-1,P.A.Sm.,,,,,,
140,R751,Rota L.,Rota,Lorenzo,,"Rota, L.","Rota, L.","Rota, L.",0.0,1,http://www.wikidata.org/entity/Q21607455,Lorenzo Rota,Rota,L.,"Rota, L.",,89420158,,27170,8636-1,Rota,,,1819.0,1855.0,,
141,MILLA,Miller A.K.,Miller,A.K.,,"Miller, A.K.","Miller, A.K.","Miller, A.K.",0.0,1,http://www.wikidata.org/entity/Q20753162,Arthur K. Miller,Miller,A.K.,"Miller, A.K.",,5698598,0000 0001 1437 1388,,,,,,1902.0,1963.0,,
142,E008,Earle F.S.,Earle,Franklin,Summer,"Earle, F.S.","Earle, F.S.","Earle, F.S.",0.0,1,http://www.wikidata.org/entity/Q2547765,Franklin Sumner Earle,Earle,F.S.,"Earle, F.S.",,80488899,0000 0000 8274 5671,547.0,18337-1,Earle,,,1856.0,1929.0,,
143,R006,Reid D.A.,Reid,D.A.,,"Reid, D.A.","Reid, D.A.","Reid, D.A.",0.0,1,http://www.wikidata.org/entity/Q21389876,Derek Agutter Reid,Reid,D.A.,"Reid, D.A.",,,,,,,,,1927.0,2006.0,,
144,CRSMR,Crosby M.R.,Crosby,Marshall,Robert,"Crosby, M.R.","Crosby, M.R.","Crosby, M.R.",0.0,1,http://www.wikidata.org/entity/Q21388002,Marshall Robert Crosby,Crosby,M.R.,"Crosby, M.R.",,57877406,,1663,17540-1,Crosby,,,1943.0,,,
145,FONTM,Fontaine M.,Fontaine,M.,,"Fontaine, M.","Fontaine, M.","Fontaine, M.",0.0,1,http://www.wikidata.org/entity/Q55033733,Maurice Fontaine,Fontaine,M.,"Fontaine, M.",,,,,,,,,1913.0,1994.0,,
146,DOSTJ,Dostál J.,Dostál,J.,,"Dostál, J.","Dostál, J.","Dostál, J.",0.0,1,http://www.wikidata.org/entity/Q3506448,Josef Dostál,Dostál,J.,"Dostál, J.",,22746962,0000 0001 1022 6159,30400.0,2288-1,Dostál,Q3506448,,1903.0,1999.0,,
147,M943,Melin Elias,Melin,Elias,,"Melin, E.","Melin, E.","Melin, E.",0.0,1,http://www.wikidata.org/entity/Q5983783,Elias Melin,Melin,E.,"Melin, E.",,98471596,0000 0000 8403 2237,,,,,,1889.0,1979.0,,
148,B961,Bontea V.,Bontea,Vera,,"Bontea, V.","Bontea, V.","Bontea, V.",0.0,1,http://www.wikidata.org/entity/Q21506298,Vera Bontea,Bontea,V.,"Bontea, V.",,,,1036,16331-1,Bontea,,,1911.0,,,
149,M089,Moloney C.A.,Moloney,Cornelius,Alfred,"Moloney, C.A.","Moloney, C.A.","Moloney, C.A.",0.0,1,http://www.wikidata.org/entity/Q1133716,Cornelius Alfred Moloney,Moloney,C.A.,"Moloney, C.A.",,88381182,,40905.0,12688-1,Moloney,,,1848.0,1913.0,,
150,BATEG,Bates G.L.,Bates,George,Latimer,"Bates, G.L.","Bates, G.L.","Bates, G.L.",0.0,1,http://www.wikidata.org/entity/Q539650,George Latimer Bates,Bates,G.L.,"Bates, G.L.",,1162887,0000 0000 5027 0050,39524.0,,,Q539650,,1863.0,1940.0,,
151,BLNBB,Balansa B.,Balansa,Benedict,,"Balansa, B.","Balansa, B.","Balansa, B.",0.0,1,http://www.wikidata.org/entity/Q536946,Benjamin Balansa,Balansa,B.,"Balansa, B.",,71694492,0000 0000 0260 2719,45584.0,416-1,Balansa,,,1825.0,1891.0,,
152,FLETJ,Fletcher J.J.,Fletcher,J.J.,,"Fletcher, J.J.","Fletcher, J.J.","Fletcher, J.J.",0.0,1,http://www.wikidata.org/entity/Q6284326,Joseph James Fletcher,Fletcher,J.J.,"Fletcher, J.J.",,92021133,0000 0000 6543 4353,,,,,P001057b,1850.0,1926.0,,
153,P086,Papp C.,Papp,C.,,"Papp, C.","Papp, C.","Papp, C.",0.0,1,http://www.wikidata.org/entity/Q18545180,Constantin Papp,Papp,C.,"Papp, C.",,,,11349,7325-1,Papp,,,1896.0,1972.0,,
154,SMJHN,Sim John,Sim,John,,"Sim, J.","Sim, J.","Sim, J.",0.0,1,http://www.wikidata.org/entity/Q21608907,John Sim,Sim,J.,"Sim, J.",,,,37126,26760-1,J.Sim,,,1824.0,1901.0,,
155,SMJ01,Sim J.,Sim,J.,,"Sim, J.","Sim, J.","Sim, J.",0.0,1,http://www.wikidata.org/entity/Q21608907,John Sim,Sim,J.,"Sim, J.",,,,37126,26760-1,J.Sim,,,1824.0,1901.0,,
156,BOETG,Boettcher George,Boettcher,George,,"Boettcher, G.","Boettcher, G.","Boettcher, G.",0.0,1,http://www.wikidata.org/entity/Q55018453,Georg Boettcher,Boettcher,G.,"Boettcher, G.",,,,,,,,,1890.0,1919.0,,
157,PLANJ1,Plancke J.,Plancke,Jacqueline,,"Plancke, J.","Plancke, J.","Plancke, J.",0.0,1,http://www.wikidata.org/entity/Q21523045,Jacqueline Plancke,Plancke,J.,"Plancke, J.",,,,,7740-1,Plancke,,,1937.0,,,
158,P080,Passauer U.,Passauer,U.,,"Passauer, U.","Passauer, U.","Passauer, U.",0.0,1,http://www.wikidata.org/entity/Q21522671,Uwe Passauer,Passauer,U.,"Passauer, U.",,,,,24588-1,Passauer,,,1942.0,,,
159,LAMB01,Lambert J.,Lambert,J.,,"Lambert, J.","Lambert, J.","Lambert, J.",0.0,1,http://www.wikidata.org/entity/Q57870878,Jules Lambert,Lambert,J.,"Lambert, J.",,310524339,0000 0000 1347 9728,,,,,,1848.0,1940.0,,
160,CHPSW,Chapman S.W.,Chapman,S.W.,,"Chapman, S.W.","Chapman, S.W.","Chapman, S.W.",0.0,1,http://www.wikidata.org/entity/Q36673615,S.W. Chapman,Chapman,S.W.,"Chapman, S.W.",,,,,17092-1,S.W.Chapm.,,,,,,
161,T015,Taylor G.M.,Taylor,G.,Marie,"Taylor, G.M.","Taylor, G.M.","Taylor, G.M.",0.0,1,http://www.wikidata.org/entity/Q21610300,Grace Marie Taylor,Taylor,G.M.,"Taylor, G.M.",,206203171,0000 0004 3493 3386,,27570-1,G.M.Taylor,,,1930.0,1999.0,,
162,N009,Nypels P.,Nypels,P.,,"Nypels, P.","Nypels, P.","Nypels, P.",0.0,1,http://www.wikidata.org/entity/Q36654105,Paul Nypels,Nypels,P.,"Nypels, P.",,,,,20010525-1,Nypels,,,,,,
163,CAMPW,Camp W.H.,Camp,Wendel,Holmes,"Camp, W.H.","Camp, W.H.","Camp, W.H.",0.0,1,http://www.wikidata.org/entity/Q21506896,Wendell Holmes Camp,Camp,W.H.,"Camp, W.H.",,29164168,0000 0000 4603 3669,32324.0,1374-1,Camp,,,1904.0,1963.0,,
164,L034,Lowy B.,Lowy,Bernard,,"Lowy, B.","Lowy, B.","Lowy, B.",0.0,1,http://www.wikidata.org/entity/Q4267434,Bernard Lowy,Lowy,B.,"Lowy, B.",,92088845,0000 0000 8278 2608,45594.0,22575-1,Lowy,,,1916.0,1992.0,,
165,HOEHF,Hoehne F.C.,Hoehne,Frederico,Carlos,"Hoehne, F.C.","Hoehne, F.C.","Hoehne, F.C.",0.0,1,http://www.wikidata.org/entity/Q5499235,Frederico Carlos Hoehne,Hoehne,F.C.,"Hoehne, F.C.",,109936371,0000 0001 1082 3607,2045.0,3999-1,Hoehne,,,1882.0,1959.0,,
166,PRZEN,Przewalski Nikolaj Michailovic,Przewalski,Nikolaj Michailovic,,"Przewalski, N.M.","Przewalski, N.M.","Przewalski, N.M.",0.0,1,http://www.wikidata.org/entity/Q21523305,Nikolai Michailowicz Przewalski,Przewalski,N.M.,"Przewalski, N.M.",,,,,8004-1,Przew.,,,1839.0,1888.0,,
167,KRAPA,Krapovickas Antonio,Krapovickas,Antonio,,"Krapovickas, A.","Krapovickas, A.","Krapovickas, A.",0.0,1,http://www.wikidata.org/entity/Q4776724,Antonio Krapovickas,Krapovickas,A.,"Krapovickas, A.",,284764032,0000 0003 9100 413X,6677.0,5025-1,Krapov.,,,1921.0,2015.0,,
168,MOGGG,Moggi G.,Moggi,Guido,,"Moggi, G.","Moggi, G.","Moggi, G.",0.0,1,http://www.wikidata.org/entity/Q21521604,Guido Moggi,Moggi,G.,"Moggi, G.",,21631,0000 0000 8078 7018,,14448-1,Moggi,,,1927.0,,,
169,SCHWH,Schweickerdt H.G.W.J.,Schweickerdt,Herold,Georg Wilhelm Johannes,"Schweickerdt, H.G.W.J.","Schweickerdt, H.G.W.J.","Schweickerdt, H.G.W.J.",0.0,1,http://www.wikidata.org/entity/Q86268,Herold Georg Wilhelm Johannes Schweickerdt,Schweickerdt,H.G.W.J.,"Schweickerdt, H.G.W.J.",,316876614,0000 0000 2395 7527,10929.0,9364-1,Schweick.,,,1903.0,1977.0,,
170,ROTHA,Roth A.W.,Roth,Albrecht,Wihlelm,"Roth, A.W.","Roth, A.W.","Roth, A.W.",0.0,1,http://www.wikidata.org/entity/Q64246,Albrecht Wilhelm Roth,Roth,A.W.,"Roth, A.W.",,7816756,0000 0000 8087 4429,239.0,8637-1,Roth,,,1757.0,1834.0,,
171,P085,Pacioni G.,Pacioni,G.,,"Pacioni, G.","Pacioni, G.","Pacioni, G.",0.0,1,http://www.wikidata.org/entity/Q21522505,Giovanni Pacioni,Pacioni,G.,"Pacioni, G.",,,,,14468-1,Pacioni,,,1948.0,,,
172,N734,Norris D.H.,Norris,Daniel,H.,"Norris, D.H.","Norris, D.H.","Norris, D.H.",0.0,1,http://www.wikidata.org/entity/Q21522236,Daniel Howard Norris,Norris,D.H.,"Norris, D.H.",,286985029,,,24158-1,D.H.Norris,,,1933.0,2017.0,,
173,MORIG,Moris G.G.,Moris,Giuseppe,Giacinto,"Moris, G.G.","Moris, G.G.","Moris, G.G.",0.0,1,http://www.wikidata.org/entity/Q3770669,Giuseppe Giacinto Moris,Moris,G.G.,"Moris, G.G.",,10627682,0000 0000 8339 2548,1333.0,12692-1,Moris,,,1796.0,1869.0,,
174,SCHMX,Schulze M.,Schulze,Carl,Theodor Maximilian,"Schulze, C.T.M.","Schulze, C.T.M.","Schulze, C.T.M.",0.0,1,http://www.wikidata.org/entity/Q5749329,Carl Theodor Maximilian Schulze,Schulze,C.T.M.,"Schulze, C.T.M.",,32779321,0000 0000 1371 8610,48183.0,9319-1,M.Schulze,,,1841.0,1915.0,,
175,L970,Lettau G.,Lettau,Georg,,"Lettau, G.","Lettau, G.","Lettau, G.",0.0,1,http://www.wikidata.org/entity/Q21338878,Georg Lettau,Lettau,G.,"Lettau, G.",,102585256,0000 0000 7284 4190,49705,22272-1,Lettau,,,1878.0,1951.0,,
176,GUNNR,Gunn R.C.,Gunn,Ronald,Campbell,"Gunn, R.C.","Gunn, R.C.","Gunn, R.C.",0.0,1,http://www.wikidata.org/entity/Q4133320,Robert Campbell Gunn,Gunn,R.C.,"Gunn, R.C.",,160916758,,8192.0,3482-1,Gunn,,P000465b,1808.0,1881.0,,
177,BDVCM,Bardot-Vaucoulon M.,Bardot-Vaucoulon,Martine,,"Bardot-Vaucoulon, M.","Bardot-Vaucoulon, M.","Bardot-Vaucoulon, M.",0.0,1,http://www.wikidata.org/entity/Q6002362,Martine Bardot-Vaucoulon,Bardot-Vaucoulon,M.,"Bardot-Vaucoulon, M.",,,,,37656-1,Bard.-Vauc.,,,1948.0,,,
178,FLANH,Flanagan H.G.,Flanagan,Henry,George,"Flanagan, H.G.","Flanagan, H.G.","Flanagan, H.G.",0.0,1,http://www.wikidata.org/entity/Q50359034,Henry George Flanagan,Flanagan,H.G.,"Flanagan, H.G.",,,,5086,,,,,1861.0,1919.0,,
179,SEG,Scott Elliot G.F.,Scott Elliot,George,Francis,"Scott Elliot, G.F.","Scott Elliot, G.F.","Scott-Elliot, G.F.",0.0,1,http://www.wikidata.org/entity/Q5877823,George Francis Scott-Elliot,Scott-Elliot,G.F.,"Scott-Elliot, G.F.",,36463193,0000 0001 0779 7110,25158.0,9393-1,Scott Elliot,,,1862.0,1934.0,,
180,F022,Farquharson C.O.,Farquharson,C.O.,,"Farquharson, C.O.","Farquharson, C.O.","Farquharson, C.O.",0.0,1,http://www.wikidata.org/entity/Q21512638,Charles Ogilvie Farquharson,Farquharson,C.O.,"Farquharson, C.O.",,,,28908.0,20010124-1,Farq.,,,1888.0,1918.0,,
181,VAGNL,Vágner L.,Vágner,L.,,"Vágner, L.","Vágner, L.","Vágner, L.",0.0,1,http://www.wikidata.org/entity/Q21611322,L. Vágner,Vágner,L.,"Vágner, L.",,,,63742,13523-1,Vágner,,,1815.0,1888.0,,
182,WLKGA,Walker Arnott G.A.,Walker Arnott,George,Arnold,"Walker Arnott, G.A.","Walker Arnott, G.A.","Walker-Arnott, G.A.",0.0,1,http://www.wikidata.org/entity/Q730292,George Arnott Walker-Arnott,Walker-Arnott,G.A.,"Walker-Arnott, G.A.",,46871728,0000 0000 7362 4480,107976.0,281-1,Arn.,,,1799.0,1868.0,,
183,PALZDE,Palice Z.,Palice,Zdenek,,"Palice, Z.","Palice, Z.","Palice, Z.",0.0,1,http://www.wikidata.org/entity/Q21339359,Zdeněk Palice,Palice,Z.,"Palice, Z.",,5578154137645215370004,,,20003400-1,Palice,,,1972.0,,,
184,FARRC,Farron C.,Farron,C.,,"Farron, C.","Farron, C.","Farron, C.",0.0,1,http://www.wikidata.org/entity/Q5771677,Claude Farron,Farron,C.,"Farron, C.",,311199562,,28360,2637-1,Farron,,,1935.0,,,
185,KANDR,Kandt R.,Kandt,Richard,,"Kandt, R.","Kandt, R.","Kandt, R.",0.0,1,http://www.wikidata.org/entity/Q76072,Richard Kandt,Kandt,R.,"Kandt, R.",,22938749,0000 0001 1045 1989,48780.0,,,,,1867.0,1918.0,,
186,CUNNA,Cunningham A.,Cunningham,Allan,,"Cunningham, A.","Cunningham, A.","Cunningham, A.",0.0,1,http://www.wikidata.org/entity/Q545888,Allan Cunningham,Cunningham,A.,"Cunningham, A.",,15528184,0000 0000 6317 2409,46902.0,1916-1,A.Cunn.,,P000337b,1791.0,1839.0,,
