,agent_id,family_name,initials_x,given_names,num_coll,start_year,end_year,full_name,left_side,right_side,similarity,dup_count,item,itemLabel,surname,initials_y,canonical_string,orcid,viaf,isni,harv,ipni,abbr,bloodhound_id,enc_au_sc_id,yob,yod,wyb,wye,wikidata_link,orcid_link,harv_link,ipni_link,bloodhound_link,enc_au_sc_link,au_dict_bio_link
535,11828,Levring,T.,,189,1942.0,1978.0,"Levring, T.","Levring, T.","Levring, C.T.C.",0.72,1.0,http://www.wikidata.org/entity/Q21518751,Carl Tore Christian Levring,Levring,C.T.C.,"Levring, C.T.C.",,,,68921,33266-1,Levring,,,1913.0,1980.0,,,http://www.wikidata.org/wiki/Q21518751,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=68921,https://www.ipni.org/a/33266-1,,,
992,18198,Sewell,G.A.,Geraldine Allen,106,1886.0,1891.0,"Sewell, G.A.","Sewell, G.A.","Sewell, A.M.",0.718,1.0,http://www.wikidata.org/entity/Q21535479,Alice Maud Sewell,Sewell,A.M.,"Sewell, A.M.",,,,,,,,,1881.0,1971.0,,,http://www.wikidata.org/wiki/Q21535479,,,,,,http://adb.anu.edu.au/biography/sewell-alice-maud-8556
205,14152,Morris,P.F.,,315,1859.0,1959.0,"Morris, P.F.","Morris, P.F.","Morris, J.",0.718,2.0,http://www.wikidata.org/entity/Q5861587,John Morris,Morris,J.,"Morris, J.",,20461895,0000 0000 6317 5052,63149.0,6675-1,Morris,,,1810.0,1886.0,,,http://www.wikidata.org/wiki/Q5861587,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=63149,https://www.ipni.org/a/6675-1,,,
206,14152,Morris,P.F.,,315,1859.0,1959.0,"Morris, P.F.","Morris, P.F.","Morris, J.",0.718,2.0,http://www.wikidata.org/entity/Q21538082,John Morris,Morris,J.,"Morris, J.",,,,,,,,,1902.0,1956.0,,,http://www.wikidata.org/wiki/Q21538082,,,,,,http://adb.anu.edu.au/biography/morris-sir-john-demetrius-11172
1052,3914,Coates,,,100,1886.0,1915.0,"Coates, nan","Coates, nan","Coates, J.",0.717,3.0,http://www.wikidata.org/entity/Q6282178,Joseph Coates,Coates,J.,"Coates, J.",,,,,,,,,1844.0,1896.0,,,http://www.wikidata.org/wiki/Q6282178,,,,,,http://adb.anu.edu.au/biography/coates-joseph-3236
1053,3914,Coates,,,100,1886.0,1915.0,"Coates, nan","Coates, nan","Coates, J.",0.717,3.0,http://www.wikidata.org/entity/Q20983258,Joseph Coates,Coates,J.,"Coates, J.",,124146462673527771851,,,,,,,1878.0,1943.0,,,http://www.wikidata.org/wiki/Q20983258,,,,,,http://adb.anu.edu.au/biography/coates-joseph-farrar-5695
1054,3914,Coates,,,100,1886.0,1915.0,"Coates, nan","Coates, nan","Coates, J.",0.717,3.0,http://www.wikidata.org/entity/Q21539441,James Coates,Coates,J.,"Coates, J.",,,,,,,,,1901.0,1947.0,,,http://www.wikidata.org/wiki/Q21539441,,,,,,http://adb.anu.edu.au/biography/coates-james-5694
141,17591,Salkin,A.,,360,1973.0,1998.0,"Salkin, A.","Salkin, A.","Salkin, I.F.",0.716,1.0,http://www.wikidata.org/entity/Q21607647,Ira Fred Salkin,Salkin,I.F.,"Salkin, I.F.",,,,,26039-1,Salkin,,,1941.0,,,,http://www.wikidata.org/wiki/Q21607647,,,https://www.ipni.org/a/26039-1,,,
526,3070,Calvert,C.L.W.,Louisa,191,1869.0,1871.0,"Calvert, C.L.W.","Calvert, C.L.W.","Calvert, J.",0.716,2.0,http://www.wikidata.org/entity/Q15820712,James Calvert,Calvert,J.,"Calvert, J.",,,,,,,,P000094b,1825.0,1884.0,,,http://www.wikidata.org/wiki/Q15820712,,,,,http://www.eoas.info/biogs/P000094b,http://adb.anu.edu.au/biography/calvert-james-snowden-3143
527,3070,Calvert,C.L.W.,Louisa,191,1869.0,1871.0,"Calvert, C.L.W.","Calvert, C.L.W.","Calvert, J.",0.716,2.0,http://www.wikidata.org/entity/Q16062268,James Calvert,Calvert,J.,"Calvert, J.",,56711125,0000 0000 8135 7132,,,,,,1813.0,1892.0,,,http://www.wikidata.org/wiki/Q16062268,,,,,,http://adb.anu.edu.au/biography/calvert-james-3142
107,5645,Duff,J.,John,378,1879.0,1889.0,"Duff, J.","Duff, J.","Duff, R.",0.71,1.0,http://www.wikidata.org/entity/Q3435000,Robert Duff,Duff,R.,"Duff, R.",,317278086,,,,,,,1835.0,1895.0,,,http://www.wikidata.org/wiki/Q3435000,,,,,,http://adb.anu.edu.au/biography/duff-sir-robert-william-6026
289,20339,Tucker,N.R.,Neil,282,1988.0,2017.0,"Tucker, N.R.","Tucker, N.R.","Tucker, J.",0.71,1.0,http://www.wikidata.org/entity/Q21539673,James Tucker,Tucker,J.,"Tucker, J.",,22506091,0000 0001 1606 6870,,,,,,1808.0,1888.0,,,http://www.wikidata.org/wiki/Q21539673,,,,,,http://adb.anu.edu.au/biography/tucker-james-2746
75,20048,Tietkens,W.H.,,398,1874.0,1890.0,"Tietkens, W.H.","Tietkens, W.H.","Tietkins, W.H.",0.709,1.0,http://www.wikidata.org/entity/Q8010962,William Harry Tietkins,Tietkins,W.H.,"Tietkins, W.H.",,91390668,,4162,,,,P000833b,1844.0,1933.0,,,http://www.wikidata.org/wiki/Q8010962,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=4162,,,http://www.eoas.info/biogs/P000833b,http://adb.anu.edu.au/biography/tietkens-william-harry-4722
778,17593,Salkin,E.,,134,1974.0,1999.0,"Salkin, E.","Salkin, E.","Salkin, I.F.",0.709,1.0,http://www.wikidata.org/entity/Q21607647,Ira Fred Salkin,Salkin,I.F.,"Salkin, I.F.",,,,,26039-1,Salkin,,,1941.0,,,,http://www.wikidata.org/wiki/Q21607647,,,https://www.ipni.org/a/26039-1,,,
573,9256,Hirth,G.J.,,179,1977.0,1997.0,"Hirth, G.J.","Hirth, G.J.","Hirth, A.",0.709,2.0,http://www.wikidata.org/entity/Q55047658,Anton Hirth,Hirth,A.,"Hirth, A.",,,,,,,,,1928.0,2003.0,,,http://www.wikidata.org/wiki/Q55047658,,,,,,
574,9256,Hirth,G.J.,,179,1977.0,1997.0,"Hirth, G.J.","Hirth, G.J.","Hirth, A.",0.709,2.0,http://www.wikidata.org/entity/Q36503381,Alfred Hirth,Hirth,A.,"Hirth, A.",,,,66517,34417-1,Hirth,,,,,,,http://www.wikidata.org/wiki/Q36503381,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=66517,https://www.ipni.org/a/34417-1,,,
385,10567,Haast,J.F.J. von,Johann Franz Julius,237,1866.0,1879.0,"Haast, J.F.J. von","Haast, J.F.J. von","Haast, J.v.",0.708,1.0,http://www.wikidata.org/entity/Q213922,Julius von Haast,Haast,J.v.,"Haast, J.v.",,43984484,0000 0001 1804 1335,17470.0,,,,,1822.0,1887.0,,,http://www.wikidata.org/wiki/Q213922,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=17470,,,,
405,14890,Norris,N.F.,,230,1981.0,1982.0,"Norris, N.F.","Norris, N.F.","Norris, J.",0.706,1.0,http://www.wikidata.org/entity/Q24250563,John Norris,Norris,J.,"Norris, J.",,,,,,,,,1903.0,1990.0,,,http://www.wikidata.org/wiki/Q24250563,,,,,,http://adb.anu.edu.au/biography/norris-sir-john-gerald-14998
1048,16826,Richards,,,100,1860.0,1883.0,"Richards, nan","Richards, nan","Richards, M.",0.703,2.0,http://www.wikidata.org/entity/Q32904744,Mary Richards,Richards,M.,"Richards, M.",,71019855,,9626,,,,,1885.0,1977.0,,,http://www.wikidata.org/wiki/Q32904744,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=9626,,,,
1049,16826,Richards,,,100,1860.0,1883.0,"Richards, nan","Richards, nan","Richards, M.",0.703,2.0,http://www.wikidata.org/entity/Q36634560,Merfyn Richards,Richards,M.,"Richards, M.",,,,,25560-1,M.Richards,,,,,,,http://www.wikidata.org/wiki/Q36634560,,,https://www.ipni.org/a/25560-1,,,
181,433,Aplin,T.E.H.,,327,1951.0,1985.0,"Aplin, T.E.H.","Aplin, T.E.H.","Aplin, W.",0.701,1.0,http://www.wikidata.org/entity/Q8004500,William Aplin,Aplin,W.,"Aplin, W.",,,,,,,,,1840.0,1901.0,,,http://www.wikidata.org/wiki/Q8004500,,,,,,http://adb.anu.edu.au/biography/aplin-william-2893
840,6820,Fox,J.M.,,125,1986.0,1988.0,"Fox, J.M.","Fox, J.M.","Cox, J.M.",0.7,1.0,http://www.wikidata.org/entity/Q22102548,Jennifer M. Cox,Cox,J.M.,"Cox, J.M.",,67999602,0000 0001 1664 1791,,,,,,,,,,http://www.wikidata.org/wiki/Q22102548,,,,,,
825,8917,Helmich,A.,,126,1869.0,1869.0,"Helmich, A.","Helmich, A.","Hellmich, W.",0.698,1.0,http://www.wikidata.org/entity/Q2544726,Walter Hellmich,Hellmich,W.,"Hellmich, W.",,74240186,0000 0001 0988 0268,,,,,,1906.0,1974.0,,,http://www.wikidata.org/wiki/Q2544726,,,,,,
339,8814,Heal,M.,Martha,259,1889.0,1895.0,"Heal, M.","Heal, M.","Beal, M.",0.697,1.0,http://www.wikidata.org/entity/Q28935131,Mary Beal,Beal,M.,"Beal, M.",,,,,,,Q28935131,,1878.0,1964.0,,,http://www.wikidata.org/wiki/Q28935131,,,,https://bloodhound-tracker.net/Q28935131,,
334,4426,Cowle,K.,,262,1903.0,1905.0,"Cowle, K.","Cowle, K.","Cowley, J.",0.695,1.0,http://www.wikidata.org/entity/Q6227394,John Cowley,Cowley,J.,"Cowley, J.",,102641979,,,,,,,1909.0,1967.0,,,http://www.wikidata.org/wiki/Q6227394,,,,,,
723,12113,Looker,H.W.,,141,1867.0,1897.0,"Looker, H.W.","Looker, H.W.","Looker, M.F.",0.694,1.0,http://www.wikidata.org/entity/Q21536445,Margaret Frances Looker,Looker,M.F.,"Looker, M.F.",,,,,,,,,1910.0,1988.0,,,http://www.wikidata.org/wiki/Q21536445,,,,,,http://adb.anu.edu.au/biography/looker-margaret-frances-14163
617,10727,Kemp,B.,,164,1975.0,2010.0,"Kemp, B.","Kemp, B.","Kemp, E.",0.693,1.0,http://www.wikidata.org/entity/Q5343909,Edward Kemp,Kemp,E.,"Kemp, E.",,22101914,0000 0000 6426 5746,,,,,,1817.0,1891.0,,,http://www.wikidata.org/wiki/Q5343909,,,,,,
947,10672,Keiller,A.J.,,112,1887.0,1887.0,"Keiller, A.J.","Keiller, A.J.","Miller, A.J.",0.688,2.0,http://www.wikidata.org/entity/Q2090482,Alfred Jacob Miller,Miller,A.J.,"Miller, A.J.",,50301638,0000 0001 0899 9240,,,,,,1810.0,1874.0,,,http://www.wikidata.org/wiki/Q2090482,,,,,,
948,10672,Keiller,A.J.,,112,1887.0,1887.0,"Keiller, A.J.","Keiller, A.J.","Miller, A.J.",0.688,2.0,http://www.wikidata.org/entity/Q26712149,Allison J. Miller,Miller,A.J.,"Miller, A.J.",,,,,39802-1,A.J.Mill.,,,,,,,http://www.wikidata.org/wiki/Q26712149,,,https://www.ipni.org/a/39802-1,,,
1045,14273,Mueck,S.,,100,1981.0,2008.0,"Mueck, S.","Mueck, S.","Muecke, H.",0.687,1.0,http://www.wikidata.org/entity/Q18350303,Hugo Muecke,Muecke,H.,"Muecke, H.",,,,,,,,,1842.0,1929.0,,,http://www.wikidata.org/wiki/Q18350303,,,,,,http://adb.anu.edu.au/biography/muecke-hugo-carl-emil-7674
572,16755,Reiter,N.H.,Noushka,179,2005.0,2017.0,"Reiter, N.H.","Reiter, N.H.","Reiter, A.",0.685,1.0,http://www.wikidata.org/entity/Q41133827,Antonín Reiter,Reiter,A.,"Reiter, A.",,84769489,,,,,,,,,,,http://www.wikidata.org/wiki/Q41133827,,,,,,
960,2077,Borrell,O.W.,Octavius,111,1976.0,1992.0,"Borrell, O.W.","Borrell, O.W.","Borrell, J.",0.685,1.0,http://www.wikidata.org/entity/Q47464800,James Borrell,Borrell,J.,"Borrell, J.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q47464800,,,,,,
159,10620,Karsten,,,349,1881.0,1887.0,"Karsten, nan","Karsten, nan","Karsten, (.C.",0.684,1.0,http://www.wikidata.org/entity/Q21517320,(Maria) Caroline Karsten,Karsten,(.C.,"Karsten, (.C.",,,,,4658-1,M.C.Karst.,,,1902.0,,,,http://www.wikidata.org/wiki/Q21517320,,,https://www.ipni.org/a/4658-1,,,
760,4593,Cronin,M. Miss,,138,1887.0,1895.0,"Cronin, M. Miss","Cronin, M. Miss","Cronin, M.",0.684,1.0,http://www.wikidata.org/entity/Q6838116,Mick Cronin,Cronin,M.,"Cronin, M.",,,,,,,,,1911.0,1979.0,,,http://www.wikidata.org/wiki/Q6838116,,,,,,http://adb.anu.edu.au/biography/cronin-deverick-john-mick-9867
296,27262,Austin,Carol,Carol,278,2007.0,2009.0,"Austin, Carol","Austin, Carol","Austin, C.M.",0.683,1.0,http://www.wikidata.org/entity/Q22108110,Christopher M. Austin,Austin,C.M.,"Austin, C.M.",0000-0003-1848-6267,48134223,0000 0000 3365 3236,,,,,,,,,,http://www.wikidata.org/wiki/Q22108110,https://orcid.org/0000-0003-1848-6267,,,,,
801,2919,Bussell,Miss,,131,1885.0,1892.0,"Bussell, Miss","Bussell, Miss","Bussell, M.R.",0.683,1.0,http://www.wikidata.org/entity/Q36621456,M. R. Bussell,Bussell,M.R.,"Bussell, M.R.",,,,,20016446-1,Bussell,,,,,,,http://www.wikidata.org/wiki/Q36621456,,,https://www.ipni.org/a/20016446-1,,,
1022,20251,Travers,,,103,1861.0,1872.0,"Travers, nan","Travers, nan","Travers, W.",0.683,1.0,http://www.wikidata.org/entity/Q8019501,William Travers,Travers,W.,"Travers, W.",,2343400,0000 0001 0948 6471,26915,,,,,1819.0,1903.0,,,http://www.wikidata.org/wiki/Q8019501,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=26915,,,,
566,5423,Dobson,W.L. Judge,,181,1880.0,1889.0,"Dobson, W.L. Judge","Dobson, W.L. Judge","Dobson, W.L.",0.682,1.0,http://www.wikidata.org/entity/Q8014270,William Lambert Dobson,Dobson,W.L.,"Dobson, W.L.",,,,,,,,,1833.0,1898.0,,,http://www.wikidata.org/wiki/Q8014270,,,,,,http://adb.anu.edu.au/biography/dobson-sir-william-lambert-3419
49,4304,Corrick,A.C.,,439,1965.0,1989.0,"Corrick, A.C.","Corrick, A.C.","Corrick, M.G.",0.681,1.0,http://www.wikidata.org/entity/Q21509106,Margaret Georgina Corrick,Corrick,M.G.,"Corrick, M.G.",,,,,12119-1,Corrick,,,1922.0,,,,http://www.wikidata.org/wiki/Q21509106,,,https://www.ipni.org/a/12119-1,,,
207,7965,Gribble,Mrs,,313,1886.0,1896.0,"Gribble, Mrs","Gribble, Mrs","Gribble, J.B.",0.68,1.0,http://www.wikidata.org/entity/Q21535273,John Brown Gribble,Gribble,J.B.,"Gribble, J.B.",,13851982,,,,,,,1847.0,1893.0,,,http://www.wikidata.org/wiki/Q21535273,,,,,,http://adb.anu.edu.au/biography/gribble-john-brown-3668
248,19832,Tepper,J.W.O.,,298,1879.0,1895.0,"Tepper, J.W.O.","Tepper, J.W.O.","Tepper, J.G.O.",0.68,1.0,http://www.wikidata.org/entity/Q2891010,Johann Gottlieb Otto Tepper,Tepper,J.G.O.,"Tepper, J.G.O.",,92102539,0000 0000 6611 3308,7487.0,10515-1,Tepper,,P005954b,1841.0,1923.0,,,http://www.wikidata.org/wiki/Q2891010,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=7487,https://www.ipni.org/a/10515-1,,http://www.eoas.info/biogs/P005954b,http://adb.anu.edu.au/biography/tepper-johann-gottlieb-otto-13215
1017,6847,Franc,I.,Isidore,103,1894.0,1931.0,"Franc, I.","Franc, I.","Franc, A.",0.678,2.0,http://www.wikidata.org/entity/Q4759907,André Franc,Franc,A.,"Franc, A.",,27126746,0000 0000 0176 4417,,,,,,1911.0,1990.0,,,http://www.wikidata.org/wiki/Q4759907,,,,,,
1018,6847,Franc,I.,Isidore,103,1894.0,1931.0,"Franc, I.","Franc, I.","Franc, A.",0.678,2.0,http://www.wikidata.org/entity/Q47117397,A. Franc,Franc,A.,"Franc, A.",,,,,18933-1,A.Franc,,,,,,,http://www.wikidata.org/wiki/Q47117397,,,https://www.ipni.org/a/18933-1,,,
60,4306,Corrick,A.H.,Andrew,417,1962.0,1988.0,"Corrick, A.H.","Corrick, A.H.","Corrick, M.G.",0.675,1.0,http://www.wikidata.org/entity/Q21509106,Margaret Georgina Corrick,Corrick,M.G.,"Corrick, M.G.",,,,,12119-1,Corrick,,,1922.0,,,,http://www.wikidata.org/wiki/Q21509106,,,https://www.ipni.org/a/12119-1,,,
839,21100,Warnock,I.B.,Irl,125,1934.0,1935.0,"Warnock, I.B.","Warnock, I.B.","Warnock, M.J.",0.672,1.0,http://www.wikidata.org/entity/Q21612248,Michael J. Warnock,Warnock,M.J.,"Warnock, M.J.",,,,,28568-1,M.J.Warnock,,,1956.0,,,,http://www.wikidata.org/wiki/Q21612248,,,https://www.ipni.org/a/28568-1,,,
697,28383,Martin,J.A. Dr,James,146,1863.0,1997.0,"Martin, J.A. Dr","Martin, J.A. Dr","Martin, J.",0.672,4.0,http://www.wikidata.org/entity/Q22105010,Jon Martin,Martin,J.,"Martin, J.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q22105010,,,,,,
698,28383,Martin,J.A. Dr,James,146,1863.0,1997.0,"Martin, J.A. Dr","Martin, J.A. Dr","Martin, J.",0.672,4.0,http://www.wikidata.org/entity/Q3185326,Joseph Martin,Martin,J.,"Martin, J.",,313534472,,,20013331-1,Jos.Martin,,,1788.0,1826.0,,,http://www.wikidata.org/wiki/Q3185326,,,https://www.ipni.org/a/20013331-1,,,
699,28383,Martin,J.A. Dr,James,146,1863.0,1997.0,"Martin, J.A. Dr","Martin, J.A. Dr","Martin, J.",0.672,4.0,http://www.wikidata.org/entity/Q18217016,James Martin,Martin,J.,"Martin, J.",,,,,,,,P003751b,1821.0,1899.0,,,http://www.wikidata.org/wiki/Q18217016,,,,,http://www.eoas.info/biogs/P003751b,http://adb.anu.edu.au/biography/martin-james-4162
700,28383,Martin,J.A. Dr,James,146,1863.0,1997.0,"Martin, J.A. Dr","Martin, J.A. Dr","Martin, J.",0.672,4.0,http://www.wikidata.org/entity/Q2398237,James Martin,Martin,J.,"Martin, J.",,94306482,,,,,,,1820.0,1886.0,,,http://www.wikidata.org/wiki/Q2398237,,,,,,http://adb.anu.edu.au/biography/martin-sir-james-4161
1038,9706,Howitt,,,101,1852.0,1884.0,"Howitt, nan","Howitt, nan","Howitt, M.",0.67,1.0,http://www.wikidata.org/entity/Q521991,Mary Howitt,Howitt,M.,"Howitt, M.",,42648131,0000 0000 8121 8407,,,,,,1799.0,1888.0,,,http://www.wikidata.org/wiki/Q521991,,,,,,
390,4770,Curdie,D.,Daniel,235,1839.0,1875.0,"Curdie, D.","Curdie, D.","Hardie, D.",0.669,1.0,http://www.wikidata.org/entity/Q5234716,David Hardie,Hardie,D.,"Hardie, D.",,,,,,,,P001236b,1856.0,1945.0,,,http://www.wikidata.org/wiki/Q5234716,,,,,http://www.eoas.info/biogs/P001236b,http://adb.anu.edu.au/biography/hardie-sir-david-6558
685,20120,Toepfer,G.A.,,148,1886.0,1986.0,"Toepfer, G.A.","Toepfer, G.A.","Toepffer, A.",0.669,1.0,http://www.wikidata.org/entity/Q21610820,Adolph Toepffer,Toepffer,A.,"Toepffer, A.",,206148451593215970005,,5235.0,10710-1,Toepff.,,,1853.0,1931.0,,,http://www.wikidata.org/wiki/Q21610820,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=5235,https://www.ipni.org/a/10710-1,,,
472,10578,Kajewski,S.F.,,208,1922.0,1969.0,"Kajewski, S.F.","Kajewski, S.F.","Majewski, T.",0.667,1.0,http://www.wikidata.org/entity/Q9359509,Tomasz Majewski,Majewski,T.,"Majewski, T.",,84192940,0000 0000 7151 3955,13152,22778-1,T.Majewski,,,1940.0,,,,http://www.wikidata.org/wiki/Q9359509,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=13152,https://www.ipni.org/a/22778-1,,,
297,12999,Maximowicz,C.J.,,277,1855.0,1866.0,"Maximowicz, C.J.","Maximowicz, C.J.","Maximowicz-Ambodik, N.",0.666,1.0,http://www.wikidata.org/entity/Q21520158,Nestor Maximowicz-Ambodik,Maximowicz-Ambodik,N.,"Maximowicz-Ambodik, N.",,,,73614,6267-1,Maxim.-Amb.,,,1740.0,1812.0,,,http://www.wikidata.org/wiki/Q21520158,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=73614,https://www.ipni.org/a/6267-1,,,
415,13286,McHard,M. Mrs,,225,1873.0,1894.0,"McHard, M. Mrs","McHard, M. Mrs","McHard, M.A.",0.666,1.0,http://www.wikidata.org/entity/Q67954831,Mary Ann McHard,McHard,M.A.,"McHard, M.A.",,,,,,,,P006109b,1825.0,1912.0,,,http://www.wikidata.org/wiki/Q67954831,,,,,http://www.eoas.info/biogs/P006109b,
866,14486,Must,J.,,122,1968.0,1977.0,"Must, J.","Must, J.","Rust, J.",0.666,1.0,http://www.wikidata.org/entity/Q19506576,Jes Rust,Rust,J.,"Rust, J.",,32179450,0000 0001 1440 9323,,,,,,1963.0,,,,http://www.wikidata.org/wiki/Q19506576,,,,,,
966,1721,Bird,L.H.,,110,1982.0,2003.0,"Bird, L.H.","Bird, L.H.","Bird, J.",0.664,1.0,http://www.wikidata.org/entity/Q6313704,Junius Bird,Bird,J.,"Bird, J.",,111256861,0000 0001 0935 5017,,,,,,1907.0,1982.0,,,http://www.wikidata.org/wiki/Q6313704,,,,,,
77,18910,Speck,N.H.,,393,1952.0,1978.0,"Speck, N.H.","Speck, N.H.","Speck, S.",0.663,1.0,http://www.wikidata.org/entity/Q21337504,Stephanie Speck,Speck,S.,"Speck, S.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q21337504,,,,,,
131,5743,DuPreez,N.,,368,1974.0,1974.0,"DuPreez, N.","DuPreez, N.","Dupree, L.",0.663,1.0,http://www.wikidata.org/entity/Q3918328,Louis Dupree,Dupree,L.,"Dupree, L.",,109269983,0000 0001 0932 8510,,,,,,1925.0,1989.0,,,http://www.wikidata.org/wiki/Q3918328,,,,,,
273,22799,Schrenk,A.G. von,,292,1841.0,1848.0,"Schrenk, A.G. von","Schrenk, A.G. von","Schrenk, A.v.",0.663,1.0,http://www.wikidata.org/entity/Q519196,Alexander von Schrenk,Schrenk,A.v.,"Schrenk, A.v.",,22909088,0000 0001 1873 8829,2256.0,9263-1,Schrenk,,,1816.0,1876.0,,,http://www.wikidata.org/wiki/Q519196,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=2256,https://www.ipni.org/a/9263-1,,,
788,6471,Finck,P.E.,,133,1946.0,1959.0,"Finck, P.E.","Finck, P.E.","Minck, P.",0.662,1.0,http://www.wikidata.org/entity/Q32280894,Paul Minck,Minck,P.,"Minck, P.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q32280894,,,,,,
145,4136,Connock,J.,Jan,359,1990.0,1992.0,"Connock, J.","Connock, J.","Pinnock, J.D.",0.661,1.0,http://www.wikidata.org/entity/Q24034325,James Denham Pinnock,Pinnock,J.D.,"Pinnock, J.D.",,,,,,,,,1810.0,1875.0,,,http://www.wikidata.org/wiki/Q24034325,,,,,,http://adb.anu.edu.au/biography/pinnock-james-denham-2551
340,4722,Cullimore,J.,,259,1965.0,1968.0,"Cullimore, J.","Cullimore, J.","Dallimore, W.",0.661,1.0,http://www.wikidata.org/entity/Q2882553,William Dallimore,Dallimore,W.,"Dallimore, W.",,46370781,0000 0000 8451 5896,65928.0,1965-1,Dallim.,,,1871.0,1959.0,,,http://www.wikidata.org/wiki/Q2882553,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=65928,https://www.ipni.org/a/1965-1,,,
973,18027,Scott,,,109,1890.0,1890.0,"Scott, nan","Scott, nan","Scott, N.J.",0.659,1.0,http://www.wikidata.org/entity/Q22103332,Norman J. Scott,Scott,N.J.,"Scott, N.J.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q22103332,,,,,,
824,18406,Sieber,,,126,1817.0,1838.0,"Sieber, nan","Sieber, nan","Sieber, J.",0.657,1.0,http://www.wikidata.org/entity/Q21608856,Johann Sieber,Sieber,J.,"Sieber, J.",,1042155286665987180002,,,9613-1,J.Sieber,,,,1880.0,,,http://www.wikidata.org/wiki/Q21608856,,,https://www.ipni.org/a/9613-1,,,
970,2833,Burkitt,G.,George,110,1870.0,1870.0,"Burkitt, G.","Burkitt, G.","Burkitt, A.N.S.G.H.",0.656,1.0,http://www.wikidata.org/entity/Q21535803,Arthur Neville St George Handcock Burkitt,Burkitt,A.N.S.G.H.,"Burkitt, A.N.S.G.H.",,92467896,,,,,,P000278b,1891.0,1959.0,,,http://www.wikidata.org/wiki/Q21535803,,,,,http://www.eoas.info/biogs/P000278b,http://adb.anu.edu.au/biography/burkitt-arthur-neville-9633
853,19292,Stockton,G.,,123,1989.0,2011.0,"Stockton, G.","Stockton, G.","Flockton, M.",0.654,1.0,http://www.wikidata.org/entity/Q6759412,Margaret Flockton,Flockton,M.,"Flockton, M.",,94128851,0000 0000 6526 0285,,,,,P004915b,1861.0,1953.0,,,http://www.wikidata.org/wiki/Q6759412,,,,,http://www.eoas.info/biogs/P004915b,
445,10390,Johnson,Sidney,,215,1882.0,1906.0,"Johnson, Sidney","Johnson, Sidney","Johnson, S.",0.651,1.0,http://www.wikidata.org/entity/Q22113504,Scott Johnson,Johnson,S.,"Johnson, S.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q22113504,,,,,,
756,18564,Siseman,J.,,138,1866.0,1973.0,"Siseman, J.","Siseman, J.","Wiseman, S.",0.651,1.0,http://www.wikidata.org/entity/Q7558772,Solomon Wiseman,Wiseman,S.,"Wiseman, S.",,6826890,0000 0000 5047 5187,,,,,,1777.0,1838.0,,,http://www.wikidata.org/wiki/Q7558772,,,,,,http://adb.anu.edu.au/biography/wiseman-solomon-2809
69,2286,Bratt,G.C.,,403,1960.0,1976.0,"Bratt, G.C.","Bratt, G.C.","Pratt, G.F.",0.648,1.0,http://www.wikidata.org/entity/Q50241135,Gordon F. Pratt,Pratt,G.F.,"Pratt, G.F.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q50241135,,,,,,
1000,1800,Black,T.H.,,105,1943.0,1950.0,"Black, T.H.","Black, T.H.","Black, J.",0.648,1.0,http://www.wikidata.org/entity/Q6222023,John Black,Black,J.,"Black, J.",,,,,,,,,1817.0,1879.0,,,http://www.wikidata.org/wiki/Q6222023,,,,,,http://adb.anu.edu.au/biography/black-john-3000
746,16061,Polak,J.,,139,1882.0,1887.0,"Polak, J.","Polak, J.","Smolak, J.",0.647,1.0,http://www.wikidata.org/entity/Q55072724,Jaroslav Smolak,Smolak,J.,"Smolak, J.",,83900820,,,,,,,1882.0,1971.0,,,http://www.wikidata.org/wiki/Q55072724,,,,,,
750,27478,Goods,G.,Graham,138,2012.0,2017.0,"Goods, G.","Goods, G.","Woods, J.",0.644,3.0,http://www.wikidata.org/entity/Q920730,Joseph Woods,Woods,J.,"Woods, J.",,3253133,0000 0000 2014 5021,12836.0,11856-1,J.Woods,,,1776.0,1864.0,,,http://www.wikidata.org/wiki/Q920730,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=12836,https://www.ipni.org/a/11856-1,,,
